cohort,site,id,mouse,group,Tx,entry,body_weight,lifespan_days,dead
C2006,UM,UM15974,C2006|UM15974,Sim_lo,1,182.625,31.299999,857,1
C2006,UM,UM15981,C2006|UM15981,Sim_lo,1,182.625,31.200001,850,1
C2006,UM,UM15988,C2006|UM15988,Sim_lo,1,182.625,30.9,1132,1
C2006,UM,UM16653,C2006|UM16653,Sim_lo,1,182.625,30.9,1025,1
C2006,UM,UM16660,C2006|UM16660,Sim_lo,1,182.625,39.299999,841,1
C2006,UM,UM16667,C2006|UM16667,Sim_lo,1,182.625,33.599998,1085,1
C2006,UM,UM17094,C2006|UM17094,Sim_lo,1,182.625,29.5,757,1
C2006,UM,UM17101,C2006|UM17101,Sim_lo,1,182.625,36.5,877,1
C2006,UM,UM17108,C2006|UM17108,Sim_lo,1,182.625,32.099998,1003,1
C2006,UM,UM17451,C2006|UM17451,Sim_lo,1,182.625,35.700001,260,1
C2006,UM,UM17458,C2006|UM17458,Sim_lo,1,182.625,34.299999,1042,1
C2006,UM,UM17465,C2006|UM17465,Sim_lo,1,182.625,37.0,683,1
C2006,UM,UM17899,C2006|UM17899,Sim_lo,1,182.625,34.200001,1117,1
C2006,UM,UM17906,C2006|UM17906,Sim_lo,1,182.625,32.0,499,1
C2006,UM,UM17913,C2006|UM17913,Sim_lo,1,182.625,36.299999,927,1
C2006,UM,UM18123,C2006|UM18123,Sim_lo,1,182.625,36.400002,865,1
C2006,UM,UM18130,C2006|UM18130,Sim_lo,1,182.625,39.099998,982,1
C2006,UM,UM18137,C2006|UM18137,Sim_lo,1,182.625,40.799999,982,1
C2006,UM,UM18305,C2006|UM18305,Sim_lo,1,182.625,39.0,584,1
C2006,UM,UM18312,C2006|UM18312,Sim_lo,1,182.625,38.400002,966,1
C2006,UM,UM18319,C2006|UM18319,Sim_lo,1,182.625,43.0,844,1
C2006,UM,UM18347,C2006|UM18347,Sim_lo,1,182.625,32.799999,575,1
C2006,UM,UM18354,C2006|UM18354,Sim_lo,1,182.625,33.599998,761,1
C2006,UM,UM18361,C2006|UM18361,Sim_lo,1,182.625,36.599998,1202,1
C2009,TJL,JL04072,C2009|JL04072,Control,0,182.625,45.0,833,1
C2009,TJL,JL04073,C2009|JL04073,Control,0,182.625,38.0,807,1
C2009,TJL,JL04074,C2009|JL04074,Control,0,182.625,42.0,674,1
C2009,TJL,JL04099,C2009|JL04099,Control,0,182.625,41.0,420,1
C2009,TJL,JL04100,C2009|JL04100,Control,0,182.625,44.0,973,1
C2009,TJL,JL04101,C2009|JL04101,Control,0,182.625,33.0,1023,1
C2009,TJL,JL04105,C2009|JL04105,Control,0,182.625,48.0,408,1
C2009,TJL,JL04106,C2009|JL04106,Control,0,182.625,52.0,765,1
C2009,TJL,JL04107,C2009|JL04107,Control,0,182.625,45.0,785,1
C2009,TJL,JL04117,C2009|JL04117,Control,0,182.625,39.0,939,1
C2009,TJL,JL04118,C2009|JL04118,Control,0,182.625,37.0,729,1
C2009,TJL,JL04119,C2009|JL04119,Control,0,182.625,41.0,546,1
C2009,TJL,JL04189,C2009|JL04189,Control,0,182.625,35.0,793,1
C2009,TJL,JL04190,C2009|JL04190,Control,0,182.625,40.0,666,1
C2009,TJL,JL04191,C2009|JL04191,Control,0,182.625,46.0,835,1
C2009,TJL,JL04202,C2009|JL04202,Control,0,182.625,47.0,632,1
C2009,TJL,JL04203,C2009|JL04203,Control,0,182.625,47.0,575,1
C2009,TJL,JL04204,C2009|JL04204,Control,0,182.625,44.0,1242,1
C2009,TJL,JL04240,C2009|JL04240,Control,0,182.625,50.0,525,1
C2009,TJL,JL04241,C2009|JL04241,Control,0,182.625,51.0,945,1
C2009,TJL,JL04242,C2009|JL04242,Control,0,182.625,51.0,822,1
C2009,TJL,JL04249,C2009|JL04249,Control,0,182.625,41.0,941,1
C2009,TJL,JL04250,C2009|JL04250,Control,0,182.625,43.0,716,1
C2009,TJL,JL04251,C2009|JL04251,Control,0,182.625,42.0,1141,1
C2009,TJL,JL04255,C2009|JL04255,Control,0,182.625,48.0,814,1
C2009,TJL,JL04256,C2009|JL04256,Control,0,182.625,51.0,534,1
C2009,TJL,JL04257,C2009|JL04257,Control,0,182.625,42.0,609,1
C2009,TJL,JL04270,C2009|JL04270,Control,0,182.625,35.0,1061,1
C2009,TJL,JL04271,C2009|JL04271,Control,0,182.625,41.0,1278,1
C2009,TJL,JL04272,C2009|JL04272,Control,0,182.625,46.0,598,1
C2009,TJL,JL04273,C2009|JL04273,Control,0,182.625,32.0,829,1
C2009,TJL,JL04274,C2009|JL04274,Control,0,182.625,43.0,446,1
C2009,TJL,JL04275,C2009|JL04275,Control,0,182.625,40.0,1061,1
C2009,TJL,JL04276,C2009|JL04276,Control,0,182.625,35.0,606,1
C2009,TJL,JL04277,C2009|JL04277,Control,0,182.625,40.0,658,1
C2009,TJL,JL04278,C2009|JL04278,Control,0,182.625,42.0,908,1
C2009,TJL,JL04279,C2009|JL04279,Control,0,182.625,37.0,887,1
C2009,TJL,JL04280,C2009|JL04280,Control,0,182.625,41.0,873,1
C2009,TJL,JL04281,C2009|JL04281,Control,0,182.625,41.0,425,1
C2009,TJL,JL04301,C2009|JL04301,Control,0,182.625,34.0,807,1
C2009,TJL,JL04302,C2009|JL04302,Control,0,182.625,38.0,890,1
C2009,TJL,JL04303,C2009|JL04303,Control,0,182.625,36.0,1017,1
C2009,TJL,JL04332,C2009|JL04332,Control,0,182.625,51.0,913,1
C2009,TJL,JL04333,C2009|JL04333,Control,0,182.625,42.0,897,1
C2009,TJL,JL04334,C2009|JL04334,Control,0,182.625,43.0,759,1
C2009,TJL,JL04376,C2009|JL04376,Control,0,182.625,47.0,688,1
C2009,TJL,JL04377,C2009|JL04377,Control,0,182.625,41.0,1044,1
C2009,TJL,JL04379,C2009|JL04379,Control,0,182.625,44.0,722,1
C2009,TJL,JL04380,C2009|JL04380,Control,0,182.625,48.0,827,1
C2009,TJL,JL04381,C2009|JL04381,Control,0,182.625,44.0,260,1
C2009,TJL,JL04407,C2009|JL04407,Control,0,182.625,43.0,995,1
C2009,TJL,JL04408,C2009|JL04408,Control,0,182.625,44.0,779,1
C2009,TJL,JL04409,C2009|JL04409,Control,0,182.625,41.0,1338,1
C2009,TJL,JL04461,C2009|JL04461,Control,0,182.625,41.0,813,1
C2009,TJL,JL04462,C2009|JL04462,Control,0,182.625,50.0,568,1
C2009,TJL,JL04463,C2009|JL04463,Control,0,182.625,49.0,477,1
C2009,TJL,JL04478,C2009|JL04478,Control,0,182.625,56.0,705,1
C2009,TJL,JL04479,C2009|JL04479,Control,0,182.625,42.0,375,1
C2009,TJL,JL04480,C2009|JL04480,Control,0,182.625,53.0,467,1
C2009,TJL,JL04484,C2009|JL04484,Control,0,182.625,43.0,959,1
C2009,TJL,JL04485,C2009|JL04485,Control,0,182.625,44.0,701,1
C2009,TJL,JL04486,C2009|JL04486,Control,0,182.625,32.0,778,1
C2009,TJL,JL04493,C2009|JL04493,Control,0,182.625,53.0,435,1
C2009,TJL,JL04494,C2009|JL04494,Control,0,182.625,51.0,841,1
C2009,TJL,JL04495,C2009|JL04495,Control,0,182.625,48.0,463,1
C2009,TJL,JL04567,C2009|JL04567,Control,0,182.625,38.0,679,1
C2009,TJL,JL04568,C2009|JL04568,Control,0,182.625,41.0,904,1
C2009,TJL,JL04569,C2009|JL04569,Control,0,182.625,47.0,1162,1
C2009,TJL,JL04579,C2009|JL04579,Control,0,182.625,46.0,932,1
C2009,TJL,JL04580,C2009|JL04580,Control,0,182.625,43.0,904,1
C2009,TJL,JL04581,C2009|JL04581,Control,0,182.625,44.0,848,1
C2009,TJL,JL04613,C2009|JL04613,Control,0,182.625,44.0,890,1
C2009,TJL,JL04614,C2009|JL04614,Control,0,182.625,43.0,624,1
C2009,TJL,JL04615,C2009|JL04615,Control,0,182.625,46.0,1030,1
C2009,TJL,JL04641,C2009|JL04641,Control,0,182.625,46.0,516,1
C2009,TJL,JL04642,C2009|JL04642,Control,0,182.625,43.0,454,1
C2009,TJL,JL04643,C2009|JL04643,Control,0,182.625,49.0,950,1
C2009,TJL,JL04680,C2009|JL04680,Control,0,182.625,50.0,810,1
C2009,TJL,JL04681,C2009|JL04681,Control,0,182.625,39.0,692,1
C2009,TJL,JL04682,C2009|JL04682,Control,0,182.625,47.0,789,1
C2009,TJL,JL04723,C2009|JL04723,Control,0,182.625,38.0,330,1
C2009,TJL,JL04724,C2009|JL04724,Control,0,182.625,49.0,496,1
C2009,TJL,JL04725,C2009|JL04725,Control,0,182.625,44.0,484,1
C2009,TJL,JL04727,C2009|JL04727,Control,0,182.625,44.0,302,1
C2009,TJL,JL04728,C2009|JL04728,Control,0,182.625,46.0,1002,1
C2009,TJL,JL04729,C2009|JL04729,Control,0,182.625,50.0,841,1
C2009,TJL,JL04731,C2009|JL04731,Control,0,182.625,40.0,1009,1
C2009,TJL,JL04748,C2009|JL04748,Control,0,182.625,44.0,1008,1
C2009,TJL,JL04749,C2009|JL04749,Control,0,182.625,48.0,876,1
C2009,TJL,JL04750,C2009|JL04750,Control,0,182.625,43.0,1126,1
C2009,TJL,JL04754,C2009|JL04754,Control,0,182.625,47.0,750,1
C2009,TJL,JL04755,C2009|JL04755,Control,0,182.625,36.0,1210,1
C2009,TJL,JL04756,C2009|JL04756,Control,0,182.625,44.0,1204,1
C2009,TJL,JL04760,C2009|JL04760,Control,0,182.625,37.0,1274,1
C2009,TJL,JL04761,C2009|JL04761,Control,0,182.625,45.0,697,1
C2009,TJL,JL04762,C2009|JL04762,Control,0,182.625,36.0,952,1
C2009,TJL,JL04789,C2009|JL04789,Control,0,182.625,43.0,868,1
C2009,TJL,JL04790,C2009|JL04790,Control,0,182.625,43.0,1044,1
C2009,TJL,JL04791,C2009|JL04791,Control,0,182.625,46.0,190,1
C2009,TJL,JL04026,C2009|JL04026,Rapa_lo,1,182.625,40.0,1000,1
C2009,TJL,JL04027,C2009|JL04027,Rapa_lo,1,182.625,47.0,559,1
C2009,TJL,JL04028,C2009|JL04028,Rapa_lo,1,182.625,49.0,943,1
C2009,TJL,JL04066,C2009|JL04066,Rapa_lo,1,182.625,42.0,682,1
C2009,TJL,JL04067,C2009|JL04067,Rapa_lo,1,182.625,41.0,386,1
C2009,TJL,JL04068,C2009|JL04068,Rapa_lo,1,182.625,33.0,1163,1
C2009,TJL,JL04195,C2009|JL04195,Rapa_lo,1,182.625,41.0,565,1
C2009,TJL,JL04196,C2009|JL04196,Rapa_lo,1,182.625,53.0,731,1
C2009,TJL,JL04197,C2009|JL04197,Rapa_lo,1,182.625,38.0,1006,1
C2009,TJL,JL04246,C2009|JL04246,Rapa_lo,1,182.625,41.0,876,1
C2009,TJL,JL04247,C2009|JL04247,Rapa_lo,1,182.625,39.0,1217,1
C2009,TJL,JL04248,C2009|JL04248,Rapa_lo,1,182.625,38.0,772,1
C2009,TJL,JL04346,C2009|JL04346,Rapa_lo,1,182.625,48.0,779,1
C2009,TJL,JL04347,C2009|JL04347,Rapa_lo,1,182.625,41.0,302,1
C2009,TJL,JL04348,C2009|JL04348,Rapa_lo,1,182.625,44.0,1029,1
C2009,TJL,JL04382,C2009|JL04382,Rapa_lo,1,182.625,44.0,1106,1
C2009,TJL,JL04383,C2009|JL04383,Rapa_lo,1,182.625,52.0,441,1
C2009,TJL,JL04384,C2009|JL04384,Rapa_lo,1,182.625,39.0,612,1
C2009,TJL,JL04389,C2009|JL04389,Rapa_lo,1,182.625,45.0,313,1
C2009,TJL,JL04390,C2009|JL04390,Rapa_lo,1,182.625,44.0,774,1
C2009,TJL,JL04391,C2009|JL04391,Rapa_lo,1,182.625,36.0,551,1
C2009,TJL,JL04527,C2009|JL04527,Rapa_lo,1,182.625,49.0,498,1
C2009,TJL,JL04528,C2009|JL04528,Rapa_lo,1,182.625,47.0,765,1
C2009,TJL,JL04529,C2009|JL04529,Rapa_lo,1,182.625,51.0,428,1
C2009,TJL,JL04533,C2009|JL04533,Rapa_lo,1,182.625,46.0,1135,1
C2009,TJL,JL04534,C2009|JL04534,Rapa_lo,1,182.625,46.0,674,1
C2009,TJL,JL04535,C2009|JL04535,Rapa_lo,1,182.625,49.0,512,1
C2009,TJL,JL04555,C2009|JL04555,Rapa_lo,1,182.625,48.0,1002,1
C2009,TJL,JL04556,C2009|JL04556,Rapa_lo,1,182.625,43.0,897,1
C2009,TJL,JL04557,C2009|JL04557,Rapa_lo,1,182.625,45.0,260,1
C2009,TJL,JL04561,C2009|JL04561,Rapa_lo,1,182.625,43.0,953,1
C2009,TJL,JL04562,C2009|JL04562,Rapa_lo,1,182.625,49.0,260,1
C2009,TJL,JL04563,C2009|JL04563,Rapa_lo,1,182.625,50.0,577,1
C2009,TJL,JL04576,C2009|JL04576,Rapa_lo,1,182.625,41.0,1044,1
C2009,TJL,JL04577,C2009|JL04577,Rapa_lo,1,182.625,44.0,834,1
C2009,TJL,JL04578,C2009|JL04578,Rapa_lo,1,182.625,42.0,751,1
C2009,TJL,JL04610,C2009|JL04610,Rapa_lo,1,182.625,46.0,392,1
C2009,TJL,JL04611,C2009|JL04611,Rapa_lo,1,182.625,42.0,1058,1
C2009,TJL,JL04612,C2009|JL04612,Rapa_lo,1,182.625,55.0,288,1
C2009,TJL,JL04686,C2009|JL04686,Rapa_lo,1,182.625,48.0,840,1
C2009,TJL,JL04687,C2009|JL04687,Rapa_lo,1,182.625,44.0,718,1
C2009,TJL,JL04688,C2009|JL04688,Rapa_lo,1,182.625,47.0,887,1
C2009,TJL,JL04751,C2009|JL04751,Rapa_lo,1,182.625,42.0,449,1
C2009,TJL,JL04752,C2009|JL04752,Rapa_lo,1,182.625,38.0,1210,1
C2009,TJL,JL04753,C2009|JL04753,Rapa_lo,1,182.625,39.0,793,1
C2009,TJL,JL04757,C2009|JL04757,Rapa_lo,1,182.625,46.0,826,1
C2009,TJL,JL04758,C2009|JL04758,Rapa_lo,1,182.625,41.0,848,1
C2009,TJL,JL04759,C2009|JL04759,Rapa_lo,1,182.625,30.0,757,1
C2009,TJL,JL04783,C2009|JL04783,Rapa_lo,1,182.625,40.0,1191,1
C2009,TJL,JL04784,C2009|JL04784,Rapa_lo,1,182.625,31.0,611,1
C2009,TJL,JL04785,C2009|JL04785,Rapa_lo,1,182.625,37.0,540,1
C2009,TJL,JL04792,C2009|JL04792,Rapa_lo,1,182.625,43.0,715,1
C2009,TJL,JL04793,C2009|JL04793,Rapa_lo,1,182.625,40.0,919,1
C2009,TJL,JL04794,C2009|JL04794,Rapa_lo,1,182.625,51.0,498,1
C2009,UM,UM24801,C2009|UM24801,Control,0,182.625,32.0,836,1
C2009,UM,UM24808,C2009|UM24808,Control,0,182.625,43.099998,769,1
C2009,UM,UM24815,C2009|UM24815,Control,0,182.625,32.599998,749,1
C2009,UM,UM24899,C2009|UM24899,Control,0,182.625,34.599998,1099,1
C2009,UM,UM24906,C2009|UM24906,Control,0,182.625,33.099998,1113,1
C2009,UM,UM24913,C2009|UM24913,Control,0,182.625,32.099998,970,1
C2009,UM,UM24969,C2009|UM24969,Control,0,182.625,41.799999,737,1
C2009,UM,UM24976,C2009|UM24976,Control,0,182.625,41.200001,477,1
C2009,UM,UM24983,C2009|UM24983,Control,0,182.625,35.299999,1219,1
C2009,UM,UM25417,C2009|UM25417,Control,0,182.625,39.5,624,1
C2009,UM,UM25424,C2009|UM25424,Control,0,182.625,36.599998,611,1
C2009,UM,UM25431,C2009|UM25431,Control,0,182.625,34.799999,739,1
C2009,UM,UM25466,C2009|UM25466,Control,0,182.625,37.700001,440,1
C2009,UM,UM25473,C2009|UM25473,Control,0,182.625,34.299999,1011,1
C2009,UM,UM25480,C2009|UM25480,Control,0,182.625,34.0,938,1
C2009,UM,UM25557,C2009|UM25557,Control,0,182.625,38.700001,458,1
C2009,UM,UM25564,C2009|UM25564,Control,0,182.625,38.700001,1025,1
C2009,UM,UM25571,C2009|UM25571,Control,0,182.625,31.1,1013,1
C2009,UM,UM25578,C2009|UM25578,Control,0,182.625,37.599998,928,1
C2009,UM,UM25585,C2009|UM25585,Control,0,182.625,38.0,1138,1
C2009,UM,UM25592,C2009|UM25592,Control,0,182.625,35.599998,1006,1
C2009,UM,UM25746,C2009|UM25746,Control,0,182.625,37.900002,603,1
C2009,UM,UM25753,C2009|UM25753,Control,0,182.625,34.599998,1097,1
C2009,UM,UM25760,C2009|UM25760,Control,0,182.625,40.5,934,1
C2009,UM,UM25795,C2009|UM25795,Control,0,182.625,35.299999,802,1
C2009,UM,UM25802,C2009|UM25802,Control,0,182.625,32.900002,1007,1
C2009,UM,UM25809,C2009|UM25809,Control,0,182.625,35.5,1228,1
C2009,UM,UM26271,C2009|UM26271,Control,0,182.625,33.599998,666,1
C2009,UM,UM26278,C2009|UM26278,Control,0,182.625,32.299999,800,1
C2009,UM,UM26285,C2009|UM26285,Control,0,182.625,29.5,1083,1
C2009,UM,UM26530,C2009|UM26530,Control,0,182.625,34.900002,1151,1
C2009,UM,UM26537,C2009|UM26537,Control,0,182.625,43.0,537,1
C2009,UM,UM26544,C2009|UM26544,Control,0,182.625,38.599998,336,1
C2009,UM,UM26551,C2009|UM26551,Control,0,182.625,42.700001,272,1
C2009,UM,UM26558,C2009|UM26558,Control,0,182.625,41.400002,816,1
C2009,UM,UM26565,C2009|UM26565,Control,0,182.625,42.700001,801,1
C2009,UM,UM26866,C2009|UM26866,Control,0,182.625,36.099998,1079,1
C2009,UM,UM26873,C2009|UM26873,Control,0,182.625,35.200001,781,1
C2009,UM,UM26880,C2009|UM26880,Control,0,182.625,44.700001,1111,1
C2009,UM,UM26908,C2009|UM26908,Control,0,182.625,38.900002,526,1
C2009,UM,UM26915,C2009|UM26915,Control,0,182.625,41.099998,971,1
C2009,UM,UM26922,C2009|UM26922,Control,0,182.625,40.400002,585,1
C2009,UM,UM27174,C2009|UM27174,Control,0,182.625,34.5,758,1
C2009,UM,UM27181,C2009|UM27181,Control,0,182.625,33.200001,806,1
C2009,UM,UM27188,C2009|UM27188,Control,0,182.625,34.799999,866,1
C2009,UM,UM27293,C2009|UM27293,Control,0,182.625,34.099998,1077,1
C2009,UM,UM27300,C2009|UM27300,Control,0,182.625,36.099998,985,1
C2009,UM,UM27307,C2009|UM27307,Control,0,182.625,43.700001,713,1
C2009,UM,UM27440,C2009|UM27440,Control,0,182.625,32.599998,699,1
C2009,UM,UM27447,C2009|UM27447,Control,0,182.625,36.700001,1106,1
C2009,UM,UM27454,C2009|UM27454,Control,0,182.625,34.700001,849,1
C2009,UM,UM27608,C2009|UM27608,Control,0,182.625,38.299999,783,1
C2009,UM,UM27615,C2009|UM27615,Control,0,182.625,42.5,717,1
C2009,UM,UM27622,C2009|UM27622,Control,0,182.625,34.5,829,1
C2009,UM,UM27657,C2009|UM27657,Control,0,182.625,37.700001,939,1
C2009,UM,UM27664,C2009|UM27664,Control,0,182.625,34.400002,1169,1
C2009,UM,UM27671,C2009|UM27671,Control,0,182.625,39.099998,735,1
C2009,UM,UM27881,C2009|UM27881,Control,0,182.625,32.799999,1249,1
C2009,UM,UM27888,C2009|UM27888,Control,0,182.625,31.4,1000,1
C2009,UM,UM27895,C2009|UM27895,Control,0,182.625,41.5,907,1
C2009,UM,UM27902,C2009|UM27902,Control,0,182.625,32.299999,1204,1
C2009,UM,UM27909,C2009|UM27909,Control,0,182.625,39.099998,807,1
C2009,UM,UM27916,C2009|UM27916,Control,0,182.625,34.400002,1046,1
C2009,UM,UM28504,C2009|UM28504,Control,0,182.625,33.900002,663,1
C2009,UM,UM28511,C2009|UM28511,Control,0,182.625,40.099998,858,1
C2009,UM,UM28518,C2009|UM28518,Control,0,182.625,40.099998,697,1
C2009,UM,UM28560,C2009|UM28560,Control,0,182.625,40.900002,1024,1
C2009,UM,UM28567,C2009|UM28567,Control,0,182.625,30.6,928,1
C2009,UM,UM28679,C2009|UM28679,Control,0,182.625,31.6,629,1
C2009,UM,UM28686,C2009|UM28686,Control,0,182.625,33.400002,1275,1
C2009,UM,UM28693,C2009|UM28693,Control,0,182.625,31.799999,959,1
C2009,UM,UM28742,C2009|UM28742,Control,0,182.625,30.5,530,1
C2009,UM,UM28749,C2009|UM28749,Control,0,182.625,32.200001,1001,1
C2009,UM,UM28756,C2009|UM28756,Control,0,182.625,36.200001,1074,1
C2009,UM,UM28896,C2009|UM28896,Control,0,182.625,28.200001,1159,1
C2009,UM,UM28903,C2009|UM28903,Control,0,182.625,31.299999,1091,1
C2009,UM,UM28910,C2009|UM28910,Control,0,182.625,35.799999,978,1
C2009,UM,UM29218,C2009|UM29218,Control,0,182.625,28.799999,1325,1
C2009,UM,UM29225,C2009|UM29225,Control,0,182.625,28.799999,898,1
C2009,UM,UM29232,C2009|UM29232,Control,0,182.625,26.6,822,1
C2009,UM,UM29260,C2009|UM29260,Control,0,182.625,34.900002,721,1
C2009,UM,UM29267,C2009|UM29267,Control,0,182.625,33.599998,742,1
C2009,UM,UM29274,C2009|UM29274,Control,0,182.625,39.799999,925,1
C2009,UM,UM29421,C2009|UM29421,Control,0,182.625,28.799999,1302,1
C2009,UM,UM29428,C2009|UM29428,Control,0,182.625,31.0,1105,1
C2009,UM,UM29435,C2009|UM29435,Control,0,182.625,31.5,1059,1
C2009,UM,UM29470,C2009|UM29470,Control,0,182.625,38.599998,907,1
C2009,UM,UM29477,C2009|UM29477,Control,0,182.625,32.299999,1036,1
C2009,UM,UM29484,C2009|UM29484,Control,0,182.625,31.9,864,1
C2009,UM,UM29617,C2009|UM29617,Control,0,182.625,34.5,1094,1
C2009,UM,UM29624,C2009|UM29624,Control,0,182.625,44.299999,1017,1
C2009,UM,UM29631,C2009|UM29631,Control,0,182.625,38.299999,761,1
C2009,UM,UM29638,C2009|UM29638,Control,0,182.625,32.799999,1089,1
C2009,UM,UM29645,C2009|UM29645,Control,0,182.625,39.599998,799,1
C2009,UM,UM29652,C2009|UM29652,Control,0,182.625,41.5,1117,1
C2009,UM,UM24465,C2009|UM24465,Rapa_lo,1,182.625,31.9,1464,1
C2009,UM,UM24472,C2009|UM24472,Rapa_lo,1,182.625,42.400002,849,1
C2009,UM,UM24479,C2009|UM24479,Rapa_lo,1,182.625,37.200001,1173,1
C2009,UM,UM24948,C2009|UM24948,Rapa_lo,1,182.625,30.4,1084,1
C2009,UM,UM24955,C2009|UM24955,Rapa_lo,1,182.625,29.1,1292,1
C2009,UM,UM24962,C2009|UM24962,Rapa_lo,1,182.625,31.799999,1297,1
C2009,UM,UM25179,C2009|UM25179,Rapa_lo,1,182.625,33.5,1017,1
C2009,UM,UM25186,C2009|UM25186,Rapa_lo,1,182.625,39.200001,1088,1
C2009,UM,UM25193,C2009|UM25193,Rapa_lo,1,182.625,43.0,855,1
C2009,UM,UM25669,C2009|UM25669,Rapa_lo,1,182.625,38.200001,974,1
C2009,UM,UM25676,C2009|UM25676,Rapa_lo,1,182.625,31.0,1237,1
C2009,UM,UM25683,C2009|UM25683,Rapa_lo,1,182.625,42.400002,512,1
C2009,UM,UM26348,C2009|UM26348,Rapa_lo,1,182.625,39.900002,921,1
C2009,UM,UM26355,C2009|UM26355,Rapa_lo,1,182.625,31.1,712,1
C2009,UM,UM26362,C2009|UM26362,Rapa_lo,1,182.625,40.299999,843,1
C2009,UM,UM26698,C2009|UM26698,Rapa_lo,1,182.625,39.900002,767,1
C2009,UM,UM26705,C2009|UM26705,Rapa_lo,1,182.625,30.0,881,1
C2009,UM,UM26712,C2009|UM26712,Rapa_lo,1,182.625,34.200001,1314,1
C2009,UM,UM26719,C2009|UM26719,Rapa_lo,1,182.625,31.700001,1088,1
C2009,UM,UM26726,C2009|UM26726,Rapa_lo,1,182.625,34.400002,833,1
C2009,UM,UM26733,C2009|UM26733,Rapa_lo,1,182.625,38.5,534,1
C2009,UM,UM26978,C2009|UM26978,Rapa_lo,1,182.625,41.0,865,1
C2009,UM,UM26985,C2009|UM26985,Rapa_lo,1,182.625,41.5,810,1
C2009,UM,UM26992,C2009|UM26992,Rapa_lo,1,182.625,31.9,1100,1
C2009,UM,UM28280,C2009|UM28280,Rapa_lo,1,182.625,35.400002,1148,1
C2009,UM,UM28287,C2009|UM28287,Rapa_lo,1,182.625,37.200001,892,1
C2009,UM,UM28294,C2009|UM28294,Rapa_lo,1,182.625,34.400002,1313,1
C2009,UM,UM28350,C2009|UM28350,Rapa_lo,1,182.625,35.400002,956,1
C2009,UM,UM28357,C2009|UM28357,Rapa_lo,1,182.625,33.0,1040,1
C2009,UM,UM28364,C2009|UM28364,Rapa_lo,1,182.625,26.0,1162,1
C2009,UM,UM28791,C2009|UM28791,Rapa_lo,1,182.625,32.0,968,1
C2009,UM,UM28798,C2009|UM28798,Rapa_lo,1,182.625,38.5,1033,1
C2009,UM,UM28805,C2009|UM28805,Rapa_lo,1,182.625,31.299999,1042,1
C2009,UM,UM28854,C2009|UM28854,Rapa_lo,1,182.625,34.400002,1110,1
C2009,UM,UM28861,C2009|UM28861,Rapa_lo,1,182.625,35.5,1144,1
C2009,UM,UM28868,C2009|UM28868,Rapa_lo,1,182.625,37.0,600,1
C2009,UM,UM28938,C2009|UM28938,Rapa_lo,1,182.625,33.900002,645,1
C2009,UM,UM28945,C2009|UM28945,Rapa_lo,1,182.625,40.700001,651,1
C2009,UM,UM28952,C2009|UM28952,Rapa_lo,1,182.625,37.599998,1298,1
C2009,UM,UM28959,C2009|UM28959,Rapa_lo,1,182.625,26.9,1157,1
C2009,UM,UM28966,C2009|UM28966,Rapa_lo,1,182.625,42.599998,477,1
C2009,UM,UM28973,C2009|UM28973,Rapa_lo,1,182.625,30.4,1007,1
C2009,UM,UM29239,C2009|UM29239,Rapa_lo,1,182.625,39.5,755,1
C2009,UM,UM29246,C2009|UM29246,Rapa_lo,1,182.625,40.200001,1032,1
C2009,UM,UM29253,C2009|UM29253,Rapa_lo,1,182.625,33.799999,1317,1
C2009,UM,UM29302,C2009|UM29302,Rapa_lo,1,182.625,39.099998,664,1
C2009,UM,UM29309,C2009|UM29309,Rapa_lo,1,182.625,34.200001,899,1
C2009,UM,UM29316,C2009|UM29316,Rapa_lo,1,182.625,37.299999,713,1
C2009,UT,UT03533,C2009|UT03533,Control,0,182.625,41.200001,855,1
C2009,UT,UT03534,C2009|UT03534,Control,0,182.625,38.400002,760,1
C2009,UT,UT03535,C2009|UT03535,Control,0,182.625,46.200001,531,1
C2009,UT,UT03558,C2009|UT03558,Control,0,182.625,41.400002,909,1
C2009,UT,UT03559,C2009|UT03559,Control,0,182.625,46.700001,706,1
C2009,UT,UT03560,C2009|UT03560,Control,0,182.625,53.200001,903,1
C2009,UT,UT03627,C2009|UT03627,Control,0,182.625,44.599998,393,1
C2009,UT,UT03628,C2009|UT03628,Control,0,182.625,37.5,851,1
C2009,UT,UT03629,C2009|UT03629,Control,0,182.625,45.799999,949,1
C2009,UT,UT03636,C2009|UT03636,Control,0,182.625,43.0,730,1
C2009,UT,UT03637,C2009|UT03637,Control,0,182.625,37.5,1133,1
C2009,UT,UT03638,C2009|UT03638,Control,0,182.625,39.099998,574,1
C2009,UT,UT03731,C2009|UT03731,Control,0,182.625,44.599998,344,1
C2009,UT,UT03732,C2009|UT03732,Control,0,182.625,43.599998,917,1
C2009,UT,UT03733,C2009|UT03733,Control,0,182.625,43.599998,456,1
C2009,UT,UT03751,C2009|UT03751,Control,0,182.625,51.400002,623,1
C2009,UT,UT03752,C2009|UT03752,Control,0,182.625,44.700001,312,1
C2009,UT,UT03753,C2009|UT03753,Control,0,182.625,46.099998,718,1
C2009,UT,UT03754,C2009|UT03754,Control,0,182.625,47.599998,330,1
C2009,UT,UT03755,C2009|UT03755,Control,0,182.625,46.200001,244,1
C2009,UT,UT03756,C2009|UT03756,Control,0,182.625,48.099998,810,1
