cohort,site,id,mouse,arm,stratum,group,Tx,weight_age,entry,body_weight,weight_z_matched,matched_quartile,standardization_weight,comparison_reuse_count,lifespan_days,dead,mean_treatment_weight_effect_g
C2013,UM,UM47705,C2013|UM47705,C2013|ACA_hi,C2013|ACA_hi|UM,Control,0,6,182.625,39.4,0.18418852404606934,3,0.038461538461538464,3,555,0,-7.541784466102933
C2013,UM,UM47712,C2013|UM47712,C2013|ACA_hi,C2013|ACA_hi|UM,Control,0,6,182.625,31.9,-1.2781509911192894,1,0.04,3,555,0,-7.541784466102933
C2013,UM,UM48048,C2013|UM48048,C2013|ACA_hi,C2013|ACA_hi|UM,Control,0,6,182.625,32.6,-1.1416659697038554,1,0.04,3,1009,1,-7.541784466102933
C2013,UM,UM48055,C2013|UM48055,C2013|ACA_hi,C2013|ACA_hi|UM,Control,0,6,182.625,34.4,-0.7907044860641699,2,0.038461538461538464,3,573,1,-7.541784466102933
C2013,UM,UM48062,C2013|UM48062,C2013|ACA_hi,C2013|ACA_hi|UM,Control,0,6,182.625,34.5,-0.7712066258619648,2,0.038461538461538464,3,1125,1,-7.541784466102933
C2013,UT,UT06253,C2013|UT06253,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,38.3,-0.7492635125259297,1,0.06666666666666667,1,1104,1,-7.541784466102933
C2013,UT,UT06254,C2013|UT06254,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,42.7,0.03912057398999475,2,0.06666666666666667,1,818,1,-7.541784466102933
C2013,UT,UT06255,C2013|UT06255,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,37.9,-0.8209347931182861,1,0.06666666666666667,1,726,1,-7.541784466102933
C2013,UT,UT06273,C2013|UT06273,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,44.5,0.3616413366555993,3,0.06666666666666667,1,1163,1,-7.541784466102933
C2013,UT,UT06274,C2013|UT06274,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,46.9,0.7916690202097391,4,0.06666666666666667,1,774,1,-7.541784466102933
C2013,UT,UT06275,C2013|UT06275,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,41.0,-0.2654823685275216,2,0.06666666666666667,1,1042,1,-7.541784466102933
C2013,UT,UT06444,C2013|UT06444,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.2,0.487066077692224,3,0.06666666666666667,1,770,1,-7.541784466102933
C2013,UT,UT06445,C2013|UT06445,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,50.4,1.41879272539286,4,0.06666666666666667,1,307,1,-7.541784466102933
C2013,UT,UT06446,C2013|UT06446,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.9,0.6124908187288474,3,0.06666666666666667,1,1181,1,-7.541784466102933
C2013,UT,UT06454,C2013|UT06454,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.5,0.540819538136491,3,0.06666666666666667,1,943,1,-7.541784466102933
C2013,UT,UT06455,C2013|UT06455,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,47.9,0.9708472216906308,4,0.06666666666666667,1,873,1,-7.541784466102933
C2013,UT,UT06456,C2013|UT06456,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,44.7,0.39747697695177814,3,0.06666666666666667,1,1029,1,-7.541784466102933
C2013,UT,UT06478,C2013|UT06478,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,40.1,-0.4267427498603239,2,0.06666666666666667,1,1122,1,-7.541784466102933
C2013,UT,UT06479,C2013|UT06479,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,37.7,-0.8567704334144637,1,0.06666666666666667,1,1103,1,-7.541784466102933
C2013,UT,UT06480,C2013|UT06480,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,38.2,-0.7671813326740179,1,0.06666666666666667,1,1125,1,-7.541784466102933
C2013,UT,UT06492,C2013|UT06492,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,49.4,1.2396145239119682,4,0.06666666666666667,1,1105,1,-7.541784466102933
C2013,UT,UT06493,C2013|UT06493,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,48.7,1.1141897828753449,4,0.06666666666666667,1,852,1,-7.541784466102933
C2013,UT,UT06494,C2013|UT06494,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,46.9,0.7916690202097391,4,0.06666666666666667,1,858,1,-7.541784466102933
C2013,UT,UT06522,C2013|UT06522,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.0,0.4512304373960451,3,0.06666666666666667,1,972,1,-7.541784466102933
C2013,UT,UT06523,C2013|UT06523,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.5,0.540819538136491,3,0.06666666666666667,1,964,1,-7.541784466102933
C2013,UT,UT06524,C2013|UT06524,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,41.4,-0.19381108793516522,2,0.06666666666666667,1,948,1,-7.541784466102933
C2013,UT,UT06585,C2013|UT06585,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,44.3,0.3258056963594204,3,0.06666666666666667,1,784,1,-7.541784466102933
C2013,UT,UT06586,C2013|UT06586,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,40.3,-0.3909071095641463,2,0.06666666666666667,1,1039,1,-7.541784466102933
C2013,UT,UT06587,C2013|UT06587,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,47.9,0.9708472216906308,4,0.06666666666666667,1,1109,1,-7.541784466102933
C2013,UT,UT06601,C2013|UT06601,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,42.4,-0.014632886454273518,2,0.06666666666666667,1,1067,1,-7.541784466102933
C2013,UT,UT06602,C2013|UT06602,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,41.4,-0.19381108793516522,2,0.06666666666666667,1,1063,1,-7.541784466102933
C2013,UT,UT06603,C2013|UT06603,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,40.5,-0.35507146926796745,2,0.06666666666666667,1,844,1,-7.541784466102933
C2013,UT,UT06608,C2013|UT06608,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,51.9,1.6875600276141975,4,0.06666666666666667,1,997,1,-7.541784466102933
C2013,UT,UT06609,C2013|UT06609,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,49.2,1.2037788836157908,4,0.06666666666666667,1,865,1,-7.541784466102933
C2013,UT,UT06610,C2013|UT06610,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,41.5,-0.17589326778707579,2,0.06666666666666667,1,1131,1,-7.541784466102933
C2013,UT,UT06618,C2013|UT06618,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,47.5,0.8991759410982744,4,0.06666666666666667,1,804,1,-7.541784466102933
C2013,UT,UT06619,C2013|UT06619,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,51.1,1.5442174664294848,4,0.06666666666666667,1,632,1,-7.541784466102933
C2013,UT,UT06620,C2013|UT06620,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,50.1,1.365039264948593,4,0.06666666666666667,1,949,1,-7.541784466102933
C2013,UT,UT06632,C2013|UT06632,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,50.5,1.4367105455409495,4,0.06666666666666667,1,311,1,-7.541784466102933
C2013,UT,UT06633,C2013|UT06633,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,45.0,0.4512304373960451,3,0.06666666666666667,1,896,1,-7.541784466102933
C2013,UT,UT06634,C2013|UT06634,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,39.6,-0.5163318506007697,2,0.06666666666666667,1,1000,1,-7.541784466102933
C2013,UT,UT06659,C2013|UT06659,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,38.2,-0.7671813326740179,1,0.06666666666666667,1,1314,1,-7.541784466102933
C2013,UT,UT06660,C2013|UT06660,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,38.9,-0.6417565916373944,2,0.06666666666666667,1,1271,1,-7.541784466102933
C2013,UT,UT06661,C2013|UT06661,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,46.3,0.6841620993212039,3,0.06666666666666667,1,573,1,-7.541784466102933
C2013,UT,UT06712,C2013|UT06712,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,41.6,-0.15797544763898635,2,0.06666666666666667,1,697,1,-7.541784466102933
C2013,UT,UT06713,C2013|UT06713,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,42.1,-0.06838634689854052,2,0.06666666666666667,1,854,1,-7.541784466102933
C2013,UT,UT06714,C2013|UT06714,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,37.9,-0.8209347931182861,1,0.06666666666666667,1,783,1,-7.541784466102933
C2013,UT,UT06740,C2013|UT06740,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,38.2,-0.7671813326740179,1,0.06666666666666667,1,1064,1,-7.541784466102933
C2013,UT,UT06741,C2013|UT06741,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,39.3,-0.570085311045038,2,0.06666666666666667,1,995,1,-7.541784466102933
C2013,UT,UT06742,C2013|UT06742,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,32.6,-1.7705792609670115,1,0.06666666666666667,1,1072,1,-7.541784466102933
C2013,UT,UT06753,C2013|UT06753,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,37.1,-0.964277354302999,1,0.06666666666666667,1,932,1,-7.541784466102933
C2013,UT,UT06754,C2013|UT06754,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,44.6,0.37955915680368874,3,0.06666666666666667,1,869,1,-7.541784466102933
C2013,UT,UT06755,C2013|UT06755,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,42.8,0.057038394138082905,3,0.06666666666666667,1,823,1,-7.541784466102933
C2013,UT,UT06826,C2013|UT06826,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,43.3,0.14662749487852875,3,0.06666666666666667,1,1006,1,-7.541784466102933
C2013,UT,UT06827,C2013|UT06827,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,43.5,0.1824631351747076,3,0.06666666666666667,1,1075,1,-7.541784466102933
C2013,UT,UT06828,C2013|UT06828,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,50.2,1.3829570850966824,4,0.06666666666666667,1,1018,1,-7.541784466102933
C2013,UT,UT06833,C2013|UT06833,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,32.5,-1.788497081115101,1,0.06666666666666667,1,869,1,-7.541784466102933
C2013,UT,UT06834,C2013|UT06834,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,37.9,-0.8209347931182861,1,0.06666666666666667,1,808,1,-7.541784466102933
C2013,UT,UT06835,C2013|UT06835,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,34.4,-1.448058498301407,1,0.06666666666666667,1,1114,1,-7.541784466102933
C2013,UT,UT06854,C2013|UT06854,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,48.1,1.0066828619868096,4,0.06666666666666667,1,1240,1,-7.541784466102933
C2013,UT,UT06855,C2013|UT06855,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,43.1,0.11079185458235118,3,0.06666666666666667,1,773,1,-7.541784466102933
C2013,UT,UT06856,C2013|UT06856,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,42.5,0.003284933693815906,2,0.06666666666666667,1,930,1,-7.541784466102933
C2013,UT,UT06887,C2013|UT06887,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,28.0,-2.5947989877791136,1,0.06666666666666667,1,1152,1,-7.541784466102933
C2013,UT,UT06888,C2013|UT06888,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,27.6,-2.66647026837147,1,0.06666666666666667,1,1322,1,-7.541784466102933
C2013,UT,UT06889,C2013|UT06889,C2013|ACA_hi,C2013|ACA_hi|UT,ACA_hi,1,6,182.625,31.2,-2.02142874304026,1,0.06666666666666667,1,925,1,-7.541784466102933
C2013,UT,UT06223,C2013|UT06223,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.3,0.36481543564781765,3,0.04,3,1160,1,-7.541784466102933
C2013,UT,UT06224,C2013|UT06224,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,50.5,1.8879561743616158,4,0.038461538461538464,3,714,1,-7.541784466102933
C2013,UT,UT06225,C2013|UT06225,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,45.4,0.8090648177726756,4,0.038461538461538464,3,870,1,-7.541784466102933
C2013,UT,UT06240,C2013|UT06240,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,49.8,1.7398730469866628,4,0.038461538461538464,3,623,1,-7.541784466102933
C2013,UT,UT06241,C2013|UT06241,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,48.5,1.4648615247188943,4,0.038461538461538464,3,551,1,-7.541784466102933
C2013,UT,UT06242,C2013|UT06242,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.9,0.7032911553619952,4,0.038461538461538464,3,363,1,-7.541784466102933
C2013,UT,UT06263,C2013|UT06263,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.5,0.4071249006120904,3,0.04,3,968,1,-7.541784466102933
C2013,UT,UT06264,C2013|UT06264,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.8,0.470589098058498,3,0.04,3,300,1,-7.541784466102933
C2013,UT,UT06265,C2013|UT06265,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,36.0,-1.1794800355481154,1,0.04,3,891,1,-7.541784466102933
C2013,UT,UT06290,C2013|UT06290,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.8,0.2590417732371373,3,0.04,3,692,1,-7.541784466102933
C2013,UT,UT06291,C2013|UT06291,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.3,-0.0582792139949039,2,0.038461538461538464,3,869,1,-7.541784466102933
C2013,UT,UT06292,C2013|UT06292,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.6,0.21673230827286602,3,0.04,3,919,1,-7.541784466102933
C2013,UT,UT06304,C2013|UT06304,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.0,0.5128985630227708,3,0.04,3,421,1,-7.541784466102933
C2013,UT,UT06305,C2013|UT06305,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.2,-0.07943394647703877,2,0.038461538461538464,3,938,1,-7.541784466102933
C2013,UT,UT06306,C2013|UT06306,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,37.6,-0.8410043158339379,1,0.04,3,976,1,-7.541784466102933
C2013,UT,UT06319,C2013|UT06319,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.7,0.4494343655763632,3,0.04,3,623,1,-7.541784466102933
C2013,UT,UT06320,C2013|UT06320,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.2,0.34366070316568276,3,0.04,3,512,1,-7.541784466102933
C2013,UT,UT06321,C2013|UT06321,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,37.9,-0.7775401183875302,1,0.04,3,484,1,-7.541784466102933
C2013,UT,UT06332,C2013|UT06332,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,40.8,-0.16405287640558427,2,0.038461538461538464,3,642,1,-7.541784466102933
C2013,UT,UT06333,C2013|UT06333,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,40.2,-0.29098127129839957,2,0.038461538461538464,3,711,1,-7.541784466102933
C2013,UT,UT06334,C2013|UT06334,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,35.7,-1.242944232994523,1,0.04,3,807,1,-7.541784466102933
C2013,UT,UT06356,C2013|UT06356,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.1,0.11095864586218562,3,0.04,3,547,1,-7.541784466102933
C2013,UT,UT06357,C2013|UT06357,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,45.0,0.7244458878441316,4,0.038461538461538464,3,655,1,-7.541784466102933
C2013,UT,UT06358,C2013|UT06358,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.3,1.2110047349332609,4,0.038461538461538464,3,623,1,-7.541784466102933
C2013,UT,UT06365,C2013|UT06365,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,39.4,-0.46021913115548907,2,0.038461538461538464,3,833,1,-7.541784466102933
C2013,UT,UT06366,C2013|UT06366,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.7,1.2956236648618062,4,0.038461538461538464,3,833,1,-7.541784466102933
C2013,UT,UT06367,C2013|UT06367,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.0,-0.7563853859053938,1,0.04,3,946,1,-7.541784466102933
C2013,UT,UT06376,C2013|UT06376,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.0,1.1475405374868533,4,0.038461538461538464,3,673,1,-7.541784466102933
C2013,UT,UT06377,C2013|UT06377,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,46.6,1.0629216075583092,4,0.038461538461538464,3,336,1,-7.541784466102933
C2013,UT,UT06378,C2013|UT06378,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,31.3,-2.173752462208511,1,0.04,3,758,1,-7.541784466102933
C2013,UT,UT06379,C2013|UT06379,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.7,0.6609816903977239,3,0.04,3,586,1,-7.541784466102933
C2013,UT,UT06380,C2013|UT06380,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,46.7,1.0840763400404456,4,0.038461538461538464,3,1066,1,-7.541784466102933
C2013,UT,UT06381,C2013|UT06381,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.0,0.30135123820141,3,0.04,3,1065,1,-7.541784466102933
C2013,UT,UT06464,C2013|UT06464,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,45.2,0.7667553528084043,4,0.038461538461538464,3,585,1,-7.541784466102933
C2013,UT,UT06465,C2013|UT06465,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.6,0.6398269579155875,3,0.04,3,828,1,-7.541784466102933
C2013,UT,UT06466,C2013|UT06466,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.7,0.2378870407550024,3,0.04,3,1085,1,-7.541784466102933
C2013,UT,UT06471,C2013|UT06471,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,36.6,-1.0525516406552986,1,0.04,3,833,1,-7.541784466102933
C2013,UT,UT06472,C2013|UT06472,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.9,0.06864918089791287,2,0.038461538461538464,3,990,1,-7.541784466102933
C2013,UT,UT06473,C2013|UT06473,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,37.9,-0.7775401183875302,1,0.04,3,1133,1,-7.541784466102933
C2013,UT,UT06502,C2013|UT06502,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.2,-0.07943394647703877,2,0.038461538461538464,3,564,1,-7.541784466102933
C2013,UT,UT06503,C2013|UT06503,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.7,1.2956236648618062,4,0.038461538461538464,3,558,1,-7.541784466102933
C2013,UT,UT06504,C2013|UT06504,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,51.6,2.120658231665113,4,0.038461538461538464,3,920,1,-7.541784466102933
C2013,UT,UT06512,C2013|UT06512,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,49.8,1.7398730469866628,4,0.038461538461538464,3,539,1,-7.541784466102933
C2013,UT,UT06513,C2013|UT06513,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.7,-0.6083022585304407,2,0.038461538461538464,3,725,1,-7.541784466102933
C2013,UT,UT06514,C2013|UT06514,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.2,0.13211337834432202,3,0.04,3,679,1,-7.541784466102933
C2013,UT,UT06529,C2013|UT06529,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,45.6,0.8513742827369484,4,0.038461538461538464,3,583,1,-7.541784466102933
C2013,UT,UT06530,C2013|UT06530,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.4,-0.6717664559768498,2,0.038461538461538464,3,944,1,-7.541784466102933
C2013,UT,UT06531,C2013|UT06531,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,48.7,1.507170989683167,4,0.038461538461538464,3,891,1,-7.541784466102933
C2013,UT,UT06536,C2013|UT06536,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,33.9,-1.6237294176729733,1,0.04,3,424,1,-7.541784466102933
C2013,UT,UT06537,C2013|UT06537,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.1,-0.10058867895917516,2,0.038461538461538464,3,666,1,-7.541784466102933
C2013,UT,UT06538,C2013|UT06538,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.1,-0.10058867895917516,2,0.038461538461538464,3,955,1,-7.541784466102933
C2013,UT,UT06543,C2013|UT06543,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,37.3,-0.904468513280347,1,0.04,3,1071,1,-7.541784466102933
C2013,UT,UT06544,C2013|UT06544,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.8,1.316778397343941,4,0.038461538461538464,3,1016,1,-7.541784466102933
C2013,UT,UT06545,C2013|UT06545,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.4,0.17442284330859326,3,0.04,3,848,1,-7.541784466102933
C2013,UT,UT06568,C2013|UT06568,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.8,0.2590417732371373,3,0.04,3,341,1,-7.541784466102933
C2013,UT,UT06569,C2013|UT06569,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.0,1.1475405374868533,4,0.038461538461538464,3,624,1,-7.541784466102933
C2013,UT,UT06570,C2013|UT06570,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.0,1.1475405374868533,4,0.038461538461538464,3,309,1,-7.541784466102933
C2013,UT,UT06625,C2013|UT06625,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.9,-0.5659927935661695,2,0.038461538461538464,3,1204,1,-7.541784466102933
C2013,UT,UT06626,C2013|UT06626,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,40.6,-0.20636234136985554,2,0.038461538461538464,3,745,1,-7.541784466102933
C2013,UT,UT06627,C2013|UT06627,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.7,-0.6083022585304407,2,0.038461538461538464,3,1086,1,-7.541784466102933
C2013,UT,UT06635,C2013|UT06635,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,49.8,1.7398730469866628,4,0.038461538461538464,3,479,1,-7.541784466102933
C2013,UT,UT06636,C2013|UT06636,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,39.7,-0.39675493370907994,2,0.038461538461538464,3,916,1,-7.541784466102933
C2013,UT,UT06637,C2013|UT06637,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,47.4,1.232159467415397,4,0.038461538461538464,3,263,1,-7.541784466102933
C2013,UT,UT06638,C2013|UT06638,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.1,0.5340532955049072,3,0.04,3,624,1,-7.541784466102933
C2013,UT,UT06639,C2013|UT06639,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.1,0.3225059706835464,3,0.04,3,666,1,-7.541784466102933
C2013,UT,UT06640,C2013|UT06640,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,44.3,0.5763627604691784,3,0.04,3,503,1,-7.541784466102933
C2013,UT,UT06669,C2013|UT06669,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,46.9,1.1263858050047169,4,0.038461538461538464,3,1008,1,-7.541784466102933
C2013,UT,UT06670,C2013|UT06670,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.1,0.11095864586218562,3,0.04,3,463,1,-7.541784466102933
C2013,UT,UT06671,C2013|UT06671,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.0,-0.12174341144131152,2,0.038461538461538464,3,707,1,-7.541784466102933
C2013,UT,UT06679,C2013|UT06679,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,36.3,-1.1160158381017078,1,0.04,3,649,1,-7.541784466102933
C2013,UT,UT06680,C2013|UT06680,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,46.9,1.1263858050047169,4,0.038461538461538464,3,1013,1,-7.541784466102933
C2013,UT,UT06681,C2013|UT06681,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,39.5,-0.4390643986733527,2,0.038461538461538464,3,937,1,-7.541784466102933
C2013,UT,UT06693,C2013|UT06693,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,41.5,-0.015969749030631142,2,0.038461538461538464,3,731,1,-7.541784466102933
C2013,UT,UT06694,C2013|UT06694,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,43.6,0.4282796330942268,3,0.04,3,871,1,-7.541784466102933
C2013,UT,UT06695,C2013|UT06695,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,38.3,-0.6929211884589862,1,0.04,3,226,1,-7.541784466102933
C2013,UT,UT06696,C2013|UT06696,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,42.8,0.2590417732371373,3,0.04,3,902,1,-7.541784466102933
C2013,UT,UT06697,C2013|UT06697,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,33.2,-1.771812545047925,1,0.04,3,889,1,-7.541784466102933
C2013,UT,UT06698,C2013|UT06698,C2013|ACA_hi,C2013|ACA_hi|UT,Control,0,6,182.625,45.4,0.8090648177726756,4,0.038461538461538464,3,912,1,-7.541784466102933
