cohort,group,site,sex,ctl_bw6,ctl_median,n_ctl,n_tx,log_hr,se,hr,control_km_median,treated_km_median,median_gain_pct,control_cluster,sex_specific_control
C2005,Rapa,UT,m,43.32934760869566,716.5,126,60,-0.9305359254121314,0.1724291581728376,0.3943423156627201,722.0,977.0,35.3185595567867,C2005|UT,C2005|UT|m
C2005,Rapa,UT,f,28.64666661333333,883.5,104,48,-0.3662414043448529,0.1790250432488944,0.6933354068260548,896.0,942.0,5.133928571428571,C2005|UT,C2005|UT|f
C2006,Rapa,TJL,m,42.06666666666667,726.5,120,60,-0.4442256955236969,0.1764798822782892,0.6413206612896372,808.0,841.0,4.084158415841584,C2006|TJL,C2006|TJL|m
C2006,Rapa,TJL,f,29.661016949152543,848.0,96,48,-1.0212432732637062,0.2181213277187649,0.3601469007003944,915.0,1077.0,17.704918032786885,C2006|TJL,C2006|TJL|f
C2006,Rapa,UM,m,34.34672885981309,846.0,111,54,-0.5452513074068172,0.1908543151380453,0.5796960831134509,869.0,952.0,9.551208285385501,C2006|UM,C2006|UM|m
C2006,Rapa,UM,f,26.037931,893.0,88,48,-0.8374549117614208,0.1973555344882641,0.4328106641885393,891.0,1001.0,12.345679012345679,C2006|UM,C2006|UM|f
C2006,Res_hi,TJL,m,42.06666666666667,726.5,120,60,0.1571308520626484,0.1716943345502029,1.170148720257205,808.0,805.0,-0.3712871287128713,C2006|TJL,C2006|TJL|m
C2006,Res_hi,TJL,f,29.661016949152543,848.0,96,48,-0.0633967872293409,0.1947811484848547,0.9385709868136052,915.0,893.0,-2.4043715846994536,C2006|TJL,C2006|TJL|f
C2006,Res_hi,UM,m,34.34672885981309,846.0,111,54,-0.190287386984027,0.1780790257808233,0.8267215107984797,869.0,893.0,2.761795166858458,C2006|UM,C2006|UM|m
C2006,Res_hi,UM,f,26.037931,893.0,88,48,-0.2535407547624378,0.1819305167203452,0.7760481166240059,891.0,945.0,6.0606060606060606,C2006|UM,C2006|UM|f
C2006,Res_lo,TJL,m,42.06666666666667,726.5,120,60,0.103081695841395,0.1676983299104289,1.108581971913604,808.0,757.0,-6.311881188118812,C2006|TJL,C2006|TJL|m
C2006,Res_lo,TJL,f,29.661016949152543,848.0,96,48,0.0219931630688547,0.1941017323105466,1.0222367954839615,915.0,925.0,1.092896174863388,C2006|TJL,C2006|TJL|f
C2006,Res_lo,UM,m,34.34672885981309,846.0,111,51,0.0323644394778082,0.1735042000247978,1.0328938640214012,869.0,882.0,1.4959723820483315,C2006|UM,C2006|UM|m
C2006,Res_lo,UM,f,26.037931,893.0,88,48,0.122169122104208,0.1809549039214201,1.1299451843289354,891.0,860.0,-3.479236812570146,C2006|UM,C2006|UM|f
