cohort,group,init,weight_age,post_dosing,n_tx,diff_g,pct,p
C2016,Cana,7.0,18,True,270,-5.367978363885771,-11.629420106138719,6.237970813347098e-18
C2016,Cana,7.0,24,True,223,-3.8064294576824245,-8.594950528783226,2.4797171389287894e-09
C2016,GGA,9.0,6,False,282,0.3836475300557899,1.0142526704288743,0.20070469130518498
C2016,GGA,9.0,12,True,265,-0.9622312324168638,-2.1857097054800496,0.16074556573518392
C2016,GGA,9.0,18,True,244,-0.5169808053209661,-1.1200095388490592,0.47161375538607425
C2016,GGA,9.0,24,True,201,-2.3405759871665643,-5.285040755964269,0.0020387728913859393
C2016,MIF098,8.0,6,False,284,-0.2986735374512507,-0.7896061077268434,0.9901431419409379
C2016,MIF098,8.0,12,True,269,-0.7101107213871973,-1.6130175818581494,0.32597531727895185
C2016,MIF098,8.0,18,True,256,-1.4835124684343444,-3.2139454667304563,0.015092226669098019
C2016,MIF098,8.0,24,True,201,-1.9653150370153611,-4.43769829558473,0.0035396812813319302
C2016,NR,8.0,6,False,284,0.6038975457675759,1.5965297583725797,0.05283027824393316
C2016,NR,8.0,12,True,275,-0.6236293143163659,-1.4165749343839948,0.5183730364221458
C2016,NR,8.0,18,True,251,-1.0437402578239197,-2.2612039611756893,0.10676324477438907
C2016,NR,8.0,24,True,188,-0.3152632920780633,-0.7118672312404016,0.6459433488888948
C2017,BD,6.0,6,True,193,0.17297786299567422,0.45823391716955236,0.5791857838935184
C2017,BD,6.0,12,True,189,-1.4711617314770524,-3.2803328133245317,0.15596539482535648
C2017,BD,6.0,18,True,174,-1.4057242498530607,-3.0644687822124657,0.10005442732659796
C2017,BD,6.0,24,True,145,0.6953575762618672,1.6040865645844233,0.46639855862374396
C2017,Capt,5.0,6,True,193,-1.2329297607972105,-3.2661418293689612,0.24225122585989833
C2017,Capt,5.0,12,True,190,-4.516109002217922,-10.069824568949398,4.263702779502648e-07
C2017,Capt,5.0,18,True,175,-3.708105585576301,-8.083643580406365,2.3641257068665945e-05
C2017,Capt,5.0,24,True,148,-2.519447645123385,-5.811991205218875,0.006032169181973257
C2017,Leu,5.0,6,True,193,-0.18515667173311623,-0.4904966769098341,0.9781350053761442
C2017,Leu,5.0,12,True,174,-1.5865613490802628,-3.5376458905814077,0.062319952932123404
C2017,Leu,5.0,18,True,160,-0.8183930647816062,-1.7840910113520267,0.3474030999627027
C2017,Leu,5.0,24,True,125,-1.3721333638840552,-3.165307704931875,0.19033747766903086
C2017,PB125,5.0,6,True,185,-0.3811637260151459,-1.0097369931043154,0.8772427477256949
C2017,PB125,5.0,12,True,173,-2.1281709458406626,-4.745303549322187,0.027615422257896358
C2017,PB125,5.0,18,True,144,-0.8234730945983263,-1.7951654399162877,0.3923879485180037
C2017,PB125,5.0,24,True,105,-0.7156726610766049,-1.6509504454454,0.49165688979329125
C2017,RaAc_16,16.0,6,False,196,-0.3189053616441323,-0.8448089862008407,0.9921804617527384
