cohort,group,site,sex,ctl_bw6,ctl_median,n_ctl,n_tx,log_hr,se,hr
C2015,rapa_hi_start_stop,UT,m,41.74615389010989,762.0,99,51,-0.4691793998911819,0.18215317033915313,0.6255153557030695
C2015,rapa_hi_start_stop,UT,f,31.688636363636366,885.5,92,44,-0.18685871299347057,0.18640979885769118,0.8295609342870778
C2016,17aE2_16m,TJL,m,43.58510638297872,696.5,102,54,-0.33956492152081896,0.17365271620852676,0.7120800660886051
C2016,17aE2_16m,UM,m,41.53440860215054,735.5,102,51,-0.35450889553629295,0.1867275069921718,0.7015178771859742
C2016,17aE2_16m,UT,m,41.093939393939394,799.0,99,51,-0.7111742708204214,0.17796285512538473,0.49106721286024835
C2016,17aE2_20m,TJL,m,43.58510638297872,696.5,102,54,-0.4272753810625566,0.17915951968013116,0.6522839008590362
C2016,17aE2_20m,UM,m,41.53440860215054,735.5,102,54,-0.26651613758742354,0.1871931059596439,0.7660436415302109
C2016,17aE2_20m,UT,m,41.093939393939394,799.0,99,51,-0.14449738498455203,0.17815992858497823,0.8654571755840315
C2016,CC,TJL,m,43.58510638297872,696.5,102,54,-0.33299349706490206,0.1752530667952727,0.7167748552809071
C2016,CC,TJL,f,35.1578947368421,882.0,96,48,-0.34320271724374446,0.18568917975464955,0.7094943702379563
C2016,CC,UM,m,41.53440860215054,735.5,102,51,-0.0380097915239107,0.1981638430008742,0.962703514510569
C2016,CC,UM,f,35.22391304347826,858.0,92,44,0.17222049027772093,0.1852808029885582,1.1879397335013666
C2016,CC,UT,m,41.093939393939394,799.0,99,51,0.13263357534588155,0.17742585037778033,1.1418315264442294
C2016,CC,UT,f,31.643965517241377,881.5,116,44,-0.1802692206374419,0.18599905891004734,0.8350453696998921
C2016,Cana,TJL,m,43.58510638297872,696.5,102,54,-0.6032906352812814,0.1773965327551702,0.5470086652481785
C2016,Cana,TJL,f,35.1578947368421,882.0,96,48,-0.2380907408382047,0.18172122601002957,0.7881311721657982
C2016,Cana,UM,m,41.53440860215054,735.5,102,51,-0.6709677254284381,0.20220757038566278,0.5112136239122204
C2016,Cana,UM,f,35.22391304347826,858.0,92,44,-0.2103788693749308,0.18796977324792807,0.8102771985926844
C2016,Cana,UT,m,41.093939393939394,799.0,99,51,-0.3261140745711332,0.17414807194931556,0.7217228525107675
C2016,Cana,UT,f,31.643965517241377,881.5,116,44,0.2623272143352796,0.179200033950324,1.2999518357203772
C2016,GGA,TJL,m,43.58510638297872,696.5,102,54,0.026998786404908458,0.17353984641008258,1.0273665559557232
C2016,GGA,TJL,f,35.1578947368421,882.0,96,48,-0.020581592997030433,0.17818871626838312,0.9796287623668317
C2016,GGA,UM,m,41.53440860215054,735.5,102,51,-0.2126685507281095,0.20790939362166266,0.8084240443761065
C2016,GGA,UM,f,35.22391304347826,858.0,92,44,-0.13459598290840116,0.1875604074995361,0.8740689791674038
C2016,GGA,UT,m,41.093939393939394,799.0,99,51,0.018106827767172387,0.17715159609180328,1.0182717502771115
C2016,GGA,UT,f,31.643965517241377,881.5,116,44,0.022122970462004603,0.17834992824348975,1.0223694979902622
C2016,MIF098,TJL,m,43.58510638297872,696.5,102,54,-0.1662927443339267,0.17863349101824222,0.8467983024958367
C2016,MIF098,TJL,f,35.1578947368421,882.0,96,48,0.05501594398250011,0.1782284378496123,1.056557460274858
C2016,MIF098,UM,m,41.53440860215054,735.5,102,51,0.09157418294096625,0.1879731730328254,1.0958980706190704
C2016,MIF098,UM,f,35.22391304347826,858.0,92,44,0.3228894052661405,0.18763184104567712,1.381112598678709
C2016,MIF098,UT,m,41.093939393939394,799.0,99,51,-0.06070017403443709,0.17391562091306528,0.9411053653044656
C2016,MIF098,UT,f,31.643965517241377,881.5,116,44,0.22188819172344484,0.17854347643875035,1.2484317850543296
C2016,NR,TJL,m,43.58510638297872,696.5,102,54,0.05174736524216333,0.1739177876597685,1.053109656800409
C2016,NR,TJL,f,35.1578947368421,882.0,96,48,-0.38819016495756453,0.18415555659971516,0.6782833452754733
C2016,NR,UM,m,41.53440860215054,735.5,102,51,-0.10720501338222457,0.19187310920061154,0.8983414820845156
C2016,NR,UM,f,35.22391304347826,858.0,92,44,0.4255655152647166,0.18721131975845662,1.5304556710278303
C2016,NR,UT,m,41.093939393939394,799.0,99,51,0.4095230887762229,0.17582126809901388,1.5060993381302783
C2016,NR,UT,f,31.643965517241377,881.5,116,44,0.17103394144261416,0.17846816507025615,1.186531020912821
C2017,BD,TJL,m,44.37755102040816,747.5,102,54,-0.031718287338721236,0.17045010677272612,0.9687794610808314
C2017,BD,TJL,f,32.947916666666664,870.5,96,48,-0.3677437075274577,0.17904997455350083,0.6922945888456028
C2017,BD,UT,m,42.65578947368421,633.0,99,51,-0.4504286609400232,0.17750000449137332,0.6373548839126948
C2017,BD,UT,f,30.47222225555556,819.5,92,44,-0.40789241966747863,0.1920498370789021,0.6650504213195191
C2017,Capt,TJL,m,44.37755102040816,747.5,102,54,-0.2018535953518164,0.1712235312281759,0.8172145631950595
C2017,Capt,TJL,f,32.947916666666664,870.5,96,48,-0.544958920524557,0.187135486183681,0.5798656034254008
C2017,Capt,UT,m,42.65578947368421,633.0,99,51,-0.7103607795104728,0.17943737523135161,0.49146685430089115
C2017,Capt,UT,f,30.47222225555556,819.5,92,44,-0.47461144435611685,0.19734229352203297,0.622126740364337
C2017,Leu,TJL,m,44.37755102040816,747.5,102,54,0.11811505902044289,0.17402130937413762,1.125373588301157
C2017,Leu,TJL,f,32.947916666666664,870.5,96,48,-0.0743468188242202,0.17812502834547575,0.9283496688617328
C2017,Leu,UT,m,42.65578947368421,633.0,99,51,-0.06645963986067761,0.17443719449276807,0.9357006801040536
C2017,Leu,UT,f,30.47222225555556,819.5,92,44,-0.44575569140306087,0.1889769736543909,0.640340193567564
C2017,PB125,TJL,m,44.37755102040816,747.5,102,54,0.1406786091783195,0.17397436055050602,1.1510546501311671
C2017,PB125,TJL,f,32.947916666666664,870.5,96,48,-0.1716640280468986,0.17935228440767403,0.8422621020812083
C2017,PB125,UT,m,42.65578947368421,633.0,99,51,-0.2740646021235206,0.17560633594073397,0.7602829577808032
C2017,PB125,UT,f,30.47222225555556,819.5,92,44,-0.5539578726361815,0.20761762824324156,0.5746708294466425
C2017,RaAc_16,TJL,m,44.37755102040816,747.5,102,54,-0.2515271958808013,0.1789868213657626,0.7776123094705197
C2017,RaAc_16,TJL,f,32.947916666666664,870.5,96,48,-1.167672268108377,0.20496794273309638,0.31109023378171585
C2017,RaAc_16,UT,m,42.65578947368421,633.0,99,51,-0.8399747233135775,0.18448946469031619,0.4317214357785191
C2017,RaAc_16,UT,f,30.47222225555556,819.5,92,44,-1.0626182201060803,0.21548355290602902,0.34554989921643636
C2017,RaAc_9,TJL,m,44.37755102040816,747.5,102,54,-0.6924689502932471,0.18528142378861592,0.5003392301584259
C2017,RaAc_9,TJL,f,32.947916666666664,870.5,96,48,-1.599321596630891,0.22858260163379598,0.20203353174271368
C2017,RaAc_9,UT,m,42.65578947368421,633.0,99,51,-1.2550988926804867,0.20525489869960672,0.2850476577036217
C2017,RaAc_9,UT,f,30.47222225555556,819.5,92,44,-1.9676941644616344,0.2517551113279795,0.13977879181281053
C2017,Sul,TJL,m,44.37755102040816,747.5,102,54,-0.10184550759907603,0.17762397680710992,0.9031690736496848
C2017,Sul,TJL,f,32.947916666666664,870.5,96,48,-0.16284770241456892,0.17890064366494077,0.8497205889546341
C2017,Sul,UT,m,42.65578947368421,633.0,99,51,-0.004949380234800605,0.1749557698235032,0.9950628477655614
C2017,Sul,UT,f,30.47222225555556,819.5,92,44,-0.2475579307095627,0.1867510226898872,0.7807049927067037
C2017,Syr,TJL,m,44.37755102040816,747.5,102,54,0.23570784663952313,0.1743560618483779,1.2658044471182122
C2017,Syr,TJL,f,32.947916666666664,870.5,96,48,-0.19333141054250721,0.1803975363047885,0.8242087773934127
C2017,Syr,UT,m,42.65578947368421,633.0,99,51,-0.3768385906659967,0.1751381572593201,0.6860267960882471
C2017,Syr,UT,f,30.47222225555556,819.5,92,44,-0.17011582764187771,0.18630358523882487,0.8435671025492452
C2018,Fis_Cyc,TJL,m,43.386792452830186,667.0,108,54,-0.22444551223131093,0.17124497754906082,0.7989591090130458
C2018,Fis_Cyc,TJL,f,33.25,905.0,96,48,0.10074787521658722,0.1793899333713154,1.1059977571630613
C2018,Fis_Cyc,UT,m,42.079411745098035,790.0,105,51,0.3779944981017761,0.18102700583193643,1.4593549136315012
C2018,Fis_Cyc,UT,f,31.62872354255319,883.5,96,48,0.07109939817938946,0.18375659181254883,1.0736879431913013
C2018,Fis_On,TJL,m,43.386792452830186,667.0,108,54,-0.11505061149588096,0.17391099888013875,0.891321031674519
C2018,Fis_On,TJL,f,33.25,905.0,96,48,0.3390286693584231,0.17933853772870567,1.4035835844767666
C2018,Fis_On,UT,m,42.079411745098035,790.0,105,51,0.05025978927419401,0.1803150599232244,1.0515442408095936
C2018,Fis_On,UT,f,31.62872354255319,883.5,96,48,-0.2882517182943797,0.17992811368811965,0.749572887281093
C2018,SG1002,TJL,m,43.386792452830186,667.0,108,54,-0.0752974342383906,0.1688761383376993,0.9274675846846067
C2018,SG1002,TJL,f,33.25,905.0,96,48,0.025563117335940428,0.17785051138683167,1.0258926558384103
C2018,SG1002,UT,m,42.079411745098035,790.0,105,51,0.06101869747942151,0.17236728711591848,1.062918787903564
C2018,SG1002,UT,f,31.62872354255319,883.5,96,48,-0.2689509263267881,0.18913501806960162,0.7641807558847433
C2019,Asta,TJL,m,42.4,771.5,108,54,-0.18241924154323608,0.1686405161250775,0.8332519333514319
C2019,Asta,TJL,f,31.66,939.0,100,48,0.030394109226907603,0.17729034083801717,1.030860725629943
C2019,Asta,UT,m,40.30505032323232,791.0,102,51,-0.3299978663161485,0.17512184343557524,0.7189252673895231
C2019,Asta,UT,f,29.596739282608695,877.5,92,44,0.006998541717216707,0.19152626160939565,1.0070230887413452
C2019,DMF_16,TJL,m,42.4,771.5,108,54,-0.08805936202546041,0.17480584313395783,0.915706516916316
C2019,DMF_16,TJL,f,31.66,939.0,100,48,0.2268470467111113,0.17881252908653286,1.2546379522624234
C2019,DMF_16,UT,m,40.30505032323232,791.0,102,51,-0.08380155463156425,0.17413935724415713,0.9196137310745502
C2019,DMF_16,UT,f,29.596739282608695,877.5,92,44,-0.05482803460411798,0.18601821867602655,0.9466479246422259
C2019,DMF_9,TJL,m,42.4,771.5,108,54,0.14506276841770166,0.17176829193193255,1.1561121353200208
C2019,DMF_9,TJL,f,31.66,939.0,100,48,0.12426096241942904,0.1768089912783543,1.1323113231489803
C2019,DMF_9,UT,m,40.30505032323232,791.0,102,51,-0.40588578865217756,0.17751068183443197,0.6663862719530934
C2019,DMF_9,UT,f,29.596739282608695,877.5,92,44,0.09823530304086135,0.1862104913937443,1.1032223461423534
C2019,MPA,TJL,m,42.4,771.5,108,54,-0.12864613002628097,0.17625206644090868,0.8792850630804624
C2019,MPA,TJL,f,31.66,939.0,100,48,0.2657334124081297,0.1782280860356659,1.3043872788685555
C2019,MPA,UT,m,40.30505032323232,791.0,102,51,-0.1256789632196876,0.1755900285291419,0.8818979230118122
C2019,MPA,UT,f,29.596739282608695,877.5,92,44,0.09968512603271215,0.18707854706954447,1.1048229833048175
C2019,Mec,TJL,m,42.4,771.5,108,54,-0.30760023765471456,0.1718244846465176,0.7352091682113919
C2019,Mec,TJL,f,31.66,939.0,100,48,0.09975568120532412,0.17737393647326052,1.1049009370310972
C2019,Mec,UT,m,40.30505032323232,791.0,102,51,0.01767226089965947,0.17333954520620368,1.0178293392478666
C2019,Mec,UT,f,29.596739282608695,877.5,92,44,-0.14214333085651631,0.1861266879358624,0.8674969084997547
C2019,PBA,TJL,m,42.4,771.5,108,54,-0.1448321434630577,0.17144336238006472,0.8651675049442775
C2019,PBA,TJL,f,31.66,939.0,100,48,0.5168237815563625,0.18258610123787494,1.6766936379327664
C2019,PBA,UT,m,40.30505032323232,791.0,102,51,0.0794582743244423,0.1744612061894045,1.0827003821820447
C2019,PBA,UT,f,29.596739282608695,877.5,92,44,0.11025306193132235,0.18564582435847843,1.1165605936897038
C2019,SG1002,TJL,m,42.4,771.5,108,54,-0.21648084728261444,0.1744292954395083,0.805347959376824
C2019,SG1002,TJL,f,31.66,939.0,100,48,0.07367449765065306,0.17755284298815005,1.0764563593898477
C2019,SG1002,UT,m,40.30505032323232,791.0,102,51,-0.028624445822865552,0.177553890685881,0.9717813524908946
C2019,SG1002,UT,f,29.596739282608695,877.5,92,44,0.1668528174319505,0.18525335266071682,1.181580344480161
C2020,AKG_18,TJL,m,39.705882352941174,802.0,102,51,0.10913398961552764,0.1823629558143549,1.115311780526844
C2020,AKG_18,TJL,f,30.380434782608695,928.0,92,44,0.043144522363316805,0.18504453743372842,1.0440887781250734
C2020,AKG_18,UM,m,36.66262626262627,828.5,102,51,-0.10072668261438207,0.18024714387109556,0.9041801272652428
C2020,AKG_18,UM,f,27.29659090909091,879.0,88,44,0.09292880948088966,0.18886807429282246,1.097383609178396
C2020,AKG_18,UT,m,39.16734693877551,821.0,99,51,-0.05129962295599682,0.1785281510873005,0.9499939878790001
C2020,AKG_18,UT,f,29.11086956521739,908.5,92,44,0.04276823971358444,0.18486088557567232,1.0436959795393657
C2020,Cana_16,UM,m,36.66262626262627,828.5,102,51,-0.3066277335598667,0.1794456644718275,0.7359245099180379
C2020,Cana_16,UM,f,27.29659090909091,879.0,88,48,0.43157076074256445,0.18688082272900505,1.5396740847403463
C2020,Cana_16,UT,m,39.16734693877551,821.0,99,51,-0.2711305905402437,0.17457406675549378,0.7625169124073067
C2020,Cana_16,UT,f,29.11086956521739,908.5,92,44,0.12208444337721475,0.18462778637345145,1.1298495060601683
C2020,Cana_6,TJL,m,39.705882352941174,802.0,102,60,-0.3998137213912991,0.17445553499741262,0.6704449239518803
C2020,Cana_6,TJL,f,30.380434782608695,928.0,92,44,-0.02418250608185209,0.18493705958440693,0.9761075479365557
C2020,DNP,TJL,m,39.705882352941174,802.0,102,51,0.020077190845177558,0.18610726460139942,1.0202800932699194
C2020,DNP,TJL,f,30.380434782608695,928.0,92,44,-0.11194738192360969,0.18985356521301439,0.8940913016270696
C2020,DNP,UM,m,36.66262626262627,828.5,102,48,-0.2522797326430591,0.18231703487067236,0.7770273477510641
C2020,DNP,UM,f,27.29659090909091,879.0,88,44,0.22170995671035182,0.18887428887110527,1.2482092906275122
C2020,DNP,UT,m,39.16734693877551,821.0,99,51,0.2553902098221004,0.17766738605650947,1.2909652699304122
C2020,DNP,UT,f,29.11086956521739,908.5,92,44,0.04871289015823307,0.18567073486620048,1.0499188654230787
C2020,HYD_16,TJL,m,39.705882352941174,802.0,102,51,-0.08540968487750719,0.1739929183614381,0.9181360608805392
C2020,HYD_16,TJL,f,30.380434782608695,928.0,92,44,0.05678643554992288,0.1854516675177757,1.0584297432903398
C2020,HYD_16,UM,m,36.66262626262627,828.5,102,51,0.1274172681735667,0.1827118336721408,1.13589089002576
C2020,HYD_16,UM,f,27.29659090909091,879.0,88,44,0.17662156080082525,0.18858318759843,1.1931794617950355
C2020,HYD_16,UT,m,39.16734693877551,821.0,99,51,0.14449896390119385,0.17636912294950027,1.1554604977918903
C2020,HYD_16,UT,f,29.11086956521739,908.5,92,44,0.07698234458571045,0.18753070177707384,1.0800230079706223
C2020,HYD_6,TJL,m,39.705882352941174,802.0,102,51,-0.1124021465869433,0.1737207618054616,0.8936847929371953
C2020,HYD_6,TJL,f,30.380434782608695,928.0,92,44,0.30531698875627833,0.1859708998809283,1.357055106043975
C2020,HYD_6,UM,m,36.66262626262627,828.5,102,51,-0.37931871115139143,0.18025107789834172,0.6843274751091679
C2020,HYD_6,UM,f,27.29659090909091,879.0,88,44,0.10101294373487511,0.18935914001879747,1.1062909612076464
C2020,HYD_6,UT,m,39.16734693877551,821.0,99,51,0.279697876929832,0.17662131081832622,1.3227301246767746
C2020,HYD_6,UT,f,29.11086956521739,908.5,92,44,0.09234157762699793,0.18530790146585613,1.096739379741684
C2020,NEBI,TJL,m,39.705882352941174,802.0,102,48,0.030891164221158007,0.17790948259503714,1.0313732474672113
C2020,NEBI,TJL,f,30.380434782608695,928.0,92,44,0.3062045207949641,0.18604309572603878,1.3582600705720662
C2020,NEBI,UM,m,36.66262626262627,828.5,102,51,-0.099038759744617,0.18028998158067935,0.9057076023478448
C2020,NEBI,UM,f,27.29659090909091,879.0,88,44,0.16404322761961684,0.1937860999176434,1.1782652475937996
C2020,NEBI,UT,m,39.16734693877551,821.0,99,51,0.36588591169178675,0.17837911312509505,1.4417907418043527
C2020,NEBI,UT,f,29.11086956521739,908.5,92,44,0.28874974954349475,0.1862351783594909,1.3347576630157347
C2020,OH-EST,TJL,m,39.705882352941174,802.0,102,54,-0.1712697926630722,0.1772359828882588,0.8425942170657424
C2020,OH-EST,TJL,f,30.380434782608695,928.0,92,48,0.13081117877388965,0.1787127123613016,1.1397525515184128
C2020,OH-EST,UM,m,36.66262626262627,828.5,102,51,-0.5139674310433267,0.17649855447954466,0.59811787382066
C2020,OH-EST,UM,f,27.29659090909091,879.0,88,44,0.7086045064093032,0.19663125689109426,2.0311548164605293
C2020,OH-EST,UT,m,39.16734693877551,821.0,99,51,-0.364293338761127,0.17550500570183858,0.6946873861146734
C2020,OH-EST,UT,f,29.11086956521739,908.5,92,44,0.23426788116835617,0.18521963056150767,1.263983044114553
C2020,THIO,TJL,m,39.705882352941174,802.0,102,49,-0.19369396759366317,0.18025183396888764,0.8239100088531373
C2020,THIO,TJL,f,30.380434782608695,928.0,92,44,0.0600058588050493,0.18505993957286337,1.0618427676569042
C2020,THIO,UM,m,36.66262626262627,828.5,102,51,-0.23737032985966672,0.1761345839443131,0.7886991550807534
C2020,THIO,UM,f,27.29659090909091,879.0,88,44,0.09635611785002951,0.18997255275164446,1.1011511337526252
C2020,THIO,UT,m,39.16734693877551,821.0,99,51,-0.025829136519069682,0.1756567955804999,0.9745015821170921
C2020,THIO,UT,f,29.11086956521739,908.5,92,44,0.026210889344679984,0.18575419674299518,1.026557415667994
C2021,2BA,TJL,m,41.34313725490196,692.5,102,51,0.006220247740095704,0.17632884865684714,1.006239633655291
C2021,2BA,TJL,f,29.645833333333332,892.5,96,48,-0.1736951549003774,0.1801374106236178,0.8405530970984986
C2021,2BA,UM,m,39.32941176470588,866.5,102,51,0.29896483303730076,0.17529895935624795,1.3484622013191339
C2021,2BA,UM,f,29.549473684210525,888.0,96,48,0.4543890390465351,0.18242334894353832,1.5752106967528763
C2021,2BA,UT,m,39.063725490196084,783.0,102,51,0.19944351543501374,0.17284459040547429,1.2207232554615393
C2021,2BA,UT,f,28.950000000000003,848.5,96,48,0.027805421361418704,0.1775533880116894,1.0281956000559305
C2021,DCA,TJL,m,41.34313725490196,692.5,102,51,-0.15392091378491413,0.1781095942749699,0.8573398220919284
C2021,DCA,TJL,f,29.645833333333332,892.5,96,48,0.08411604711242765,0.18083848752135429,1.0877551173251412
C2021,DCA,UM,m,39.32941176470588,866.5,102,54,-0.13095614636089065,0.17271541975094848,0.8772562444262614
C2021,DCA,UM,f,29.549473684210525,888.0,96,48,0.046633741606399444,0.18040255362441282,1.0477381958880048
C2021,DCA,UT,m,39.063725490196084,783.0,102,51,-0.0277885681398114,0.172981132082356,0.9725939824185457
C2021,DCA,UT,f,28.950000000000003,848.5,96,48,-0.06959883487486121,0.17918559747532686,0.9327679388261038
C2021,Epi,TJL,m,41.34313725490196,692.5,102,51,-0.37490923998288983,0.18943680544509545,0.6873516600084922
C2021,Epi,TJL,f,29.645833333333332,892.5,96,48,0.14427509299228045,0.17886616869183677,1.1552018527526662
C2021,Epi,UM,m,39.32941176470588,866.5,102,51,-0.16593245589937117,0.1800900278652835,0.8471034490977221
C2021,Epi,UM,f,29.549473684210525,888.0,96,48,-0.1074608396978177,0.18159606579610213,0.8981116920874269
C2021,Epi,UT,m,39.063725490196084,783.0,102,51,-0.13566810204885282,0.17300710684314996,0.8731323752499709
C2021,Epi,UT,f,28.950000000000003,848.5,96,48,0.14141689728182227,0.17820494455434002,1.1519047738653454
C2021,For,TJL,m,41.34313725490196,692.5,102,51,-0.3059361579323612,0.17847151291082,0.7364336334011855
C2021,For,TJL,f,29.645833333333332,892.5,96,48,0.03741527124261288,0.1792221534059185,1.038124034395945
C2021,For,UM,m,39.32941176470588,866.5,102,54,0.002673252422282735,0.1772206406496673,1.0026768287476362
C2021,For,UM,f,29.549473684210525,888.0,96,48,0.19665643436305244,0.17975256785116278,1.2173257375603321
C2021,For,UT,m,39.063725490196084,783.0,102,51,-0.1060171406799669,0.17262532593640306,0.8994092314580031
C2021,For,UT,f,28.950000000000003,848.5,96,48,-0.20856315726325142,0.1783803717251182,0.8117497651899254
C2021,Hal,TJL,m,41.34313725490196,692.5,102,51,-0.3347887996550121,0.178375358198391,0.715489181958341
C2021,Hal,TJL,f,29.645833333333332,892.5,96,48,-0.0063463722620520175,0.17800741723630584,0.99367372342435
C2021,Hal,UM,m,39.32941176470588,866.5,102,57,-0.24083013041790666,0.17176975220040305,0.785975128315649
C2021,Hal,UM,f,29.549473684210525,888.0,96,48,0.1486153059532908,0.1809547142137829,1.160226571092662
C2021,Hal,UT,m,39.063725490196084,783.0,102,51,-0.36512213176018216,0.17908025166451164,0.6941118725962603
C2021,Hal,UT,f,28.950000000000003,848.5,96,48,-0.030008076661526054,0.17764823490901865,0.9704376956200564
C2021,M160,TJL,m,41.34313725490196,692.5,102,51,-0.4966888002444318,0.1766278306635221,0.6085423325721534
C2021,M160,TJL,f,29.645833333333332,892.5,96,48,-0.01900407871124362,0.17958888667228856,0.9811753603036706
C2021,M160,UM,m,39.32941176470588,866.5,102,51,-0.09210811756776936,0.17602305958669004,0.9120065402855644
C2021,M160,UM,f,29.549473684210525,888.0,96,48,0.47381482303225686,0.18209532460668795,1.6061095449931981
C2021,M160,UT,m,39.063725490196084,783.0,102,51,-0.14925011810636737,0.17606953863151223,0.8613536478106685
C2021,M160,UT,f,28.950000000000003,848.5,96,48,0.14847245367875786,0.17811242177961886,1.160060841925684
