cohort,site,sex,group,dose,cell,is_control,init_months,bw_6,bw_12,pct_6_12,lifespan_days,dead
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.400002,47.400002,26.737966484600722,861,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,34.400002,37.900002,10.17441801311523,1117,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,40.299999,41.0,1.7369752292053415,881,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,35.599998,41.099998,15.449439070193206,879,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,41.200001,46.0,11.65048272693003,866,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.200001,43.799999,17.741929630593287,1107,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,28.0,30.9,10.357142857142852,1064,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,26.4,29.6,12.121212121212132,707,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.4,27.799999,9.448814960629926,1048,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,27.6,29.1,5.434782608695652,723,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,33.200001,36.200001,9.036144306140232,627,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,28.0,28.700001,2.5000035714285724,751,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,34.599998,40.700001,17.63006749306749,755,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,33.599998,38.299999,13.988099046910659,688,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,33.900002,39.5,16.519167167010785,1243,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,42.799999,45.299999,5.841121631801907,981,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,34.099998,40.299999,18.181822180752032,507,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,39.700001,46.400002,16.876576401093793,837,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,45.599998,55.0,20.61404037780879,1026,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,48.400002,54.5,12.603301132094993,896,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,40.299999,45.900002,13.895789426694531,776,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,45.200001,49.299999,9.070791834716994,549,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,45.099998,51.900002,15.077614859317736,773,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,42.299999,47.0,11.11111373785139,742,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,43.700001,48.0,9.839814420141545,795,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,39.5,45.700001,15.696205063291139,1073,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,37.5,44.0,17.333333333333332,827,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,34.400002,38.5,11.918598144267548,984,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,29.299999,37.599998,28.327642605039,819,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,30.200001,37.799999,25.165555458094186,1030,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,32.0,43.700001,36.562503125,886,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,28.6,33.200001,16.083919580419575,1016,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,43.700001,53.299999,21.967958307369372,452,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,29.700001,34.400002,15.82491865909365,1145,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,42.5,48.400002,13.882357647058825,850,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.5,43.299999,18.63013424657534,857,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,35.700001,43.799999,22.68906939246304,1147,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,24.299999,26.700001,9.876551846771683,1135,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,27.5,35.599998,29.45453818181818,1092,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.799999,31.700001,22.86822569256689,864,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.4,27.1,6.692913385826783,1126,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,34.099998,43.099998,26.39296342480724,787,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,27.700001,36.0,29.963894225130172,657,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,29.700001,36.299999,22.22221473999277,968,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,29.1,38.299999,31.615116838487964,741,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,28.1,34.900002,24.19929537366548,654,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,33.700001,44.599998,32.34420378800582,1091,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,36.400002,49.200001,35.164830485448874,1011,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.1,34.200001,36.25498406374501,827,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,24.5,30.9,26.122448979591834,806,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,42.099998,50.400002,19.714974808312345,901,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.599998,46.5,27.049187270447394,1036,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,33.400002,38.299999,14.670648822116833,778,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,39.299999,44.0,11.959290380643521,659,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,33.5,42.0,25.37313432835821,911,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,24.200001,27.4,13.223135817225785,803,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,27.200001,29.9,9.926466546821075,998,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,26.0,34.599998,33.07691538461538,877,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,33.0,42.799999,29.69696666666667,797,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.299999,45.799999,26.170799619030294,1002,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,35.299999,40.799999,15.580736985289999,871,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.599998,43.400002,18.579246916898743,1087,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,46.900002,45.599998,-2.7718634212425006,427,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,41.099998,44.700001,8.759131813096442,693,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,40.700001,42.700001,4.914004793267695,725,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.4,27.6,8.661417322834657,863,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,26.700001,30.4,13.85767363828937,611,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,24.700001,31.700001,28.340079824288267,877,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,30.799999,39.400002,27.922088568898985,983,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,42.0,45.400002,8.095242857142859,963,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.599998,41.299999,9.840428714916422,804,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,32.400002,41.200001,27.160489064167344,938,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.0,37.799999,2.1621594594594584,922,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,46.900002,46.799999,-0.21322600370038566,496,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,40.700001,43.5,6.879604253572376,950,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,41.0,42.599998,3.902434146341462,756,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.5,44.5,18.666666666666668,893,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,45.0,47.099998,4.666662222222221,617,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,30.700001,28.4,-7.491859690818909,741,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,26.4,27.4,3.787878787878788,943,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,28.0,33.599998,19.999992857142853,1123,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,29.200001,32.299999,10.616431143272903,769,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.099998,43.700001,21.052641055547987,735,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,31.200001,32.200001,3.2051281023997404,1237,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,37.599998,41.700001,10.904263877886379,864,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,34.599998,42.900002,23.988452253667763,928,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,32.900002,40.700001,23.708202206188314,1128,1
C2004,UM,m,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|m,False,4.0,36.099998,46.799999,29.639893608858372,1141,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,24.4,32.5,33.196721311475414,508,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,29.1,31.700001,8.93471134020618,953,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,25.700001,31.4,22.17898357280219,942,1
C2004,UM,f,4-OH-PBN,350,C2004|UM|4-OH-PBN|350|f,False,4.0,22.4,27.799999,24.107138392857152,579,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,31.5,34.900002,10.793657142857144,742,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,28.9,30.1,4.152249134948107,889,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,31.799999,37.900002,19.18239997428931,777,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,26.5,28.6,7.924528301886798,734,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,39.299999,44.799999,13.99491129758044,926,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,46.400002,47.700001,2.801721861994747,650,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.200001,41.299999,11.021499703723125,724,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.700001,41.5,10.079572676934411,1036,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,44.0,47.700001,8.409093181818182,905,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,39.0,43.299999,11.025638461538461,1029,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,27.6,30.1,9.057971014492754,830,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,32.700001,38.5,17.736999457584115,915,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,39.0,38.5,-1.2820512820512822,1013,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,29.200001,33.400002,14.383564575905323,1089,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.599998,43.599998,15.957447657311047,1032,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,35.700001,39.299999,10.084027728738716,889,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,38.200001,44.200001,15.706805871549584,1009,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,41.200001,48.0,16.50485154114438,882,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,38.099998,45.200001,18.635179455914937,1177,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,41.700001,46.299999,11.031169999252516,584,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,33.0,41.0,24.242424242424242,931,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.9,29.5,13.899613899613906,843,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,31.1,31.9,2.5723472668810197,868,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,30.200001,30.0,-0.6622549449584466,940,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,39.599998,38.900002,-1.7676667559427623,1137,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,35.700001,39.400002,10.36414816907148,921,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,41.700001,46.700001,11.990407386321166,540,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,38.599998,47.099998,22.020726529571323,859,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,42.099998,46.599998,10.688836612296276,418,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,43.799999,49.099998,12.100454614165631,997,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,24.5,30.1,22.85714285714286,764,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,29.5,27.9,-5.423728813559327,863,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,22.9,30.6,33.62445414847163,809,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,26.799999,32.799999,22.38806053686793,662,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,34.599998,42.0,21.387290253600597,1118,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,31.299999,37.900002,21.086272239178033,588,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,29.700001,34.900002,17.508420285911775,834,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,35.200001,44.400002,26.136365734762336,837,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,33.799999,42.200001,24.852077658345493,991,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,30.1,38.700001,28.571431893687702,845,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.0,42.700001,15.405408108108107,1096,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.700001,42.700001,16.34877339649119,700,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.700001,29.0,12.84046253539056,838,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,21.9,27.299999,24.657529680365304,835,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.700001,32.0,24.513613832155105,622,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,23.5,23.6,0.4255319148936231,811,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,43.200001,45.799999,6.018513749571439,998,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,41.5,43.700001,5.301207228915663,961,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.900002,45.700001,23.84823447977049,661,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.200001,46.599998,28.729272687036662,889,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,31.4,40.099998,27.707000000000004,1154,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.4,32.900002,29.527566929133865,835,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,28.299999,33.0,16.60777797200629,917,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,26.799999,30.5,13.805974395745315,849,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,24.9,32.700001,31.325305220883543,927,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.799999,46.200001,22.222228101117146,846,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,30.200001,36.700001,21.523178095259002,777,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.900002,45.400002,23.03522910378162,942,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,35.099998,35.700001,1.7094103538125585,1103,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.0,36.900002,2.5000055555555574,834,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,34.799999,39.900002,14.655181455608666,910,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,30.9,34.5,11.650485436893208,826,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,28.700001,44.299999,54.35539183430691,1133,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,26.9,31.9,18.58736059479554,889,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,38.400002,42.400002,10.416666124131973,818,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,32.200001,41.700001,29.503104673816626,1049,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,32.099998,38.599998,20.24922244543442,1202,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,27.5,37.900002,37.81818909090909,1011,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,33.299999,39.700001,19.219225802379157,746,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,34.900002,42.0,20.34383264505257,966,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,38.0,44.5,17.105263157894736,1175,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,51.099998,59.099998,15.65557791215569,825,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,43.400002,44.400002,2.304147359255882,895,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.599998,43.299999,18.306014661530856,819,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.900002,40.900002,10.840107813544291,1034,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,40.200001,50.599998,25.870638659934357,720,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,30.6,43.299999,41.503264705882344,912,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,27.1,39.400002,45.38746125461254,678,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.1,29.200001,16.33466533864541,628,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,28.799999,35.5,23.26389316888518,753,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.1,29.6,17.92828685258964,969,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,31.1,30.799999,-0.964633440514475,1073,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,30.5,37.5,22.950819672131146,1021,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,31.5,41.900002,33.015879365079364,757,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,25.1,25.700001,2.3904422310756925,707,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,45.900002,50.299999,9.586049691239662,795,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,37.400002,37.799999,1.0695106379940809,588,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,44.900002,47.299999,5.345204661683532,863,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,31.700001,36.200001,14.195583148404317,1256,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,36.200001,37.900002,4.69613522938853,611,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,38.0,44.299999,16.578944736842107,913,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,24.0,27.299999,13.749995833333331,510,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,32.0,41.200001,28.750003125,734,1
C2004,UM,f,Aspirin,21,C2004|UM|Aspirin|21|f,False,4.0,28.700001,34.400002,19.86062997001289,1023,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,41.0,47.5,15.853658536585366,879,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,44.5,50.799999,14.157301123595506,891,1
C2004,UM,m,Aspirin,21,C2004|UM|Aspirin|21|m,False,4.0,46.299999,55.799999,20.518358974478595,422,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,32.700001,32.5,-0.6116238345069174,945,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,26.6,32.599998,22.556383458646607,985,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,31.6,37.599998,18.987335443037967,604,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,33.400002,43.099998,29.041902452580686,838,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,48.5,55.299999,14.020616494845362,687,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,35.299999,45.099998,27.76203761365546,1033,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,26.6,33.0,24.060150375939845,988,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,30.4,35.799999,17.763154605263164,831,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,25.1,29.9,19.123505976095604,803,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,40.400002,45.299999,12.128704845113619,910,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,41.299999,48.299999,16.949152952763995,876,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,38.799999,42.299999,9.020618789191206,722,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,31.6,37.700001,19.303800632911386,1305,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,33.400002,41.900002,25.449100272508964,1134,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,44.099998,50.599998,14.739229693389102,435,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,34.799999,38.799999,11.49425320385785,432,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,40.099998,46.900002,16.957616805866177,766,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,43.599998,47.299999,8.486241214965194,1004,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,35.099998,39.200001,11.680920893499769,1083,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,41.799999,36.700001,-12.200952444998862,507,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,34.900002,37.5,7.449850575939793,644,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,31.9,32.900002,3.134802507836997,1121,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,40.400002,44.799999,10.89108114400588,970,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,37.599998,39.5,5.053197077297718,893,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,41.0,46.700001,13.902441463414634,735,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,45.900002,46.799999,1.960777692340839,835,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,44.099998,49.299999,11.79138602228508,692,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,38.900002,43.700001,12.339328414430415,1209,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,35.299999,42.599998,20.67988443852364,1011,1
C2004,UM,m,Control,0,C2004|UM|Control|0|m,True,,39.799999,48.0,20.603018105603468,728,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,23.1,26.6,15.15151515151515,973,1
C2004,UM,f,Control,0,C2004|UM|Control|0|f,True,,27.0,30.799999,14.07407037037037,1010,1
