population,cohort,site,sex,id,group,dose,age_initiation,status,dead,age,Rx(ppm),Unnamed: 11,weight_42d,weight_6m,weight_12m,maternal_age_days,parity,Tx,entry,mean,std,weight_42d_z,arm,positive_m,positive_f,mouse
UM-HET3,C2005,TJL,f,JL01608,Control,0,,dead,1,965,,,18.0,24.0,33.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01608
UM-HET3,C2005,TJL,f,JL01610,Control,0,,dead,1,682,,,18.0,33.0,45.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01610
UM-HET3,C2005,TJL,f,JL01690,Control,0,,dead,1,713,,,20.0,28.0,32.0,,,0,608.75,18.529411764705884,1.3097862219928142,1.122769663171937,C2005|Rapa,True,True,C2005|JL01690
UM-HET3,C2005,TJL,f,JL01697,Control,0,,dead,1,1100,,,18.0,29.0,38.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01697
UM-HET3,C2005,TJL,f,JL01698,Control,0,,dead,1,839,,,18.0,29.0,39.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01698
UM-HET3,C2005,TJL,f,JL01699,Control,0,,dead,1,1168,,,21.0,30.0,39.0,,,0,608.75,18.529411764705884,1.3097862219928142,1.886253034128855,C2005|Rapa,True,True,C2005|JL01699
UM-HET3,C2005,TJL,f,JL01707,Control,0,,dead,1,684,,,20.0,29.0,39.0,,,0,608.75,18.529411764705884,1.3097862219928142,1.122769663171937,C2005|Rapa,True,True,C2005|JL01707
UM-HET3,C2005,TJL,f,JL01708,Control,0,,dead,1,933,,,18.0,41.0,47.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01708
UM-HET3,C2005,TJL,f,JL01709,Control,0,,dead,1,930,,,18.0,31.0,42.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01709
UM-HET3,C2005,TJL,f,JL01776,Control,0,,dead,1,971,,,18.0,35.0,48.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01776
UM-HET3,C2005,TJL,f,JL01778,Control,0,,dead,1,998,,,18.0,28.0,41.0,,,0,608.75,18.529411764705884,1.3097862219928142,-0.4041970787418991,C2005|Rapa,True,True,C2005|JL01778
UM-HET3,C2005,TJL,m,JL01056,Control,0,,dead,1,886,,,25.0,48.0,53.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01056
UM-HET3,C2005,TJL,m,JL01061,Control,0,,dead,1,1111,,,23.0,44.0,48.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01061
UM-HET3,C2005,TJL,m,JL01116,Control,0,,dead,1,724,,,24.0,38.0,51.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01116
UM-HET3,C2005,TJL,m,JL01118,Control,0,,dead,1,937,,,24.0,40.0,55.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01118
UM-HET3,C2005,TJL,m,JL01119,Control,0,,dead,1,643,,,25.0,44.0,63.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01119
UM-HET3,C2005,TJL,m,JL01120,Control,0,,dead,1,774,,,26.0,47.0,53.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.6420943514360036,C2005|Rapa,True,True,C2005|JL01120
UM-HET3,C2005,TJL,m,JL01124,Control,0,,dead,1,844,,,25.0,44.0,48.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01124
UM-HET3,C2005,TJL,m,JL01125,Control,0,,dead,1,985,,,25.0,38.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01125
UM-HET3,C2005,TJL,m,JL01126,Control,0,,dead,1,693,,,24.0,33.0,42.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01126
UM-HET3,C2005,TJL,m,JL01146,Control,0,,dead,1,1119,,,23.0,39.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01146
UM-HET3,C2005,TJL,m,JL01148,Control,0,,dead,1,893,,,26.0,44.0,47.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.6420943514360036,C2005|Rapa,True,True,C2005|JL01148
UM-HET3,C2005,TJL,m,JL01223,Control,0,,dead,1,876,,,23.0,39.0,53.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01223
UM-HET3,C2005,TJL,m,JL01224,Control,0,,dead,1,622,,,27.0,44.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,2.1569883429879706,C2005|Rapa,True,True,C2005|JL01224
UM-HET3,C2005,TJL,m,JL01225,Control,0,,dead,1,763,,,23.0,43.0,40.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01225
UM-HET3,C2005,TJL,m,JL01263,Control,0,,dead,1,923,,,26.0,49.0,55.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.6420943514360036,C2005|Rapa,True,True,C2005|JL01263
UM-HET3,C2005,TJL,m,JL01265,Control,0,,dead,1,692,,,25.0,45.0,43.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01265
UM-HET3,C2005,TJL,m,JL01266,Control,0,,dead,1,1029,,,23.0,40.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01266
UM-HET3,C2005,TJL,m,JL01267,Control,0,,dead,1,944,,,22.0,40.0,54.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01267
UM-HET3,C2005,TJL,m,JL01268,Control,0,,dead,1,756,,,23.0,46.0,47.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01268
UM-HET3,C2005,TJL,m,JL01278,Control,0,,dead,1,972,,,25.0,44.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01278
UM-HET3,C2005,TJL,m,JL01279,Control,0,,dead,1,958,,,20.0,39.0,45.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01279
UM-HET3,C2005,TJL,m,JL01280,Control,0,,dead,1,940,,,21.0,45.0,,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01280
UM-HET3,C2005,TJL,m,JL01337,Control,0,,dead,1,856,,,18.0,35.0,43.0,,,0,608.75,22.81081081081081,1.9421473476236362,-2.477057580979734,C2005|Rapa,True,True,C2005|JL01337
UM-HET3,C2005,TJL,m,JL01343,Control,0,,dead,1,1001,,,26.0,38.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.6420943514360036,C2005|Rapa,True,True,C2005|JL01343
UM-HET3,C2005,TJL,m,JL01344,Control,0,,dead,1,674,,,23.0,40.0,48.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01344
UM-HET3,C2005,TJL,m,JL01345,Control,0,,dead,1,1064,,,24.0,33.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01345
UM-HET3,C2005,TJL,m,JL01350,Control,0,,dead,1,1220,,,22.0,32.0,41.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01350
UM-HET3,C2005,TJL,m,JL01351,Control,0,,dead,1,794,,,21.0,37.0,41.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01351
UM-HET3,C2005,TJL,m,JL01352,Control,0,,dead,1,1035,,,21.0,37.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01352
UM-HET3,C2005,TJL,m,JL01385,Control,0,,dead,1,866,,,21.0,33.0,42.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01385
UM-HET3,C2005,TJL,m,JL01387,Control,0,,dead,1,769,,,23.0,39.0,42.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01387
UM-HET3,C2005,TJL,m,JL01394,Control,0,,dead,1,1006,,,23.0,45.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01394
UM-HET3,C2005,TJL,m,JL01399,Control,0,,dead,1,1084,,,24.0,41.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01399
UM-HET3,C2005,TJL,m,JL01400,Control,0,,dead,1,1124,,,22.0,35.0,43.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01400
UM-HET3,C2005,TJL,m,JL01401,Control,0,,dead,1,849,,,23.0,41.0,47.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01401
UM-HET3,C2005,TJL,m,JL01455,Control,0,,dead,1,892,,,23.0,30.0,40.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01455
UM-HET3,C2005,TJL,m,JL01456,Control,0,,dead,1,893,,,21.0,31.0,37.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01456
UM-HET3,C2005,TJL,m,JL01458,Control,0,,dead,1,752,,,23.0,39.0,49.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01458
UM-HET3,C2005,TJL,m,JL01459,Control,0,,dead,1,998,,,25.0,42.0,53.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01459
UM-HET3,C2005,TJL,m,JL01474,Control,0,,dead,1,1077,,,21.0,42.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01474
UM-HET3,C2005,TJL,m,JL01475,Control,0,,dead,1,671,,,22.0,39.0,40.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01475
UM-HET3,C2005,TJL,m,JL01476,Control,0,,dead,1,793,,,20.0,34.0,42.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01476
UM-HET3,C2005,TJL,m,JL01477,Control,0,,dead,1,1116,,,21.0,32.0,37.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01477
UM-HET3,C2005,TJL,m,JL01478,Control,0,,dead,1,983,,,21.0,32.0,37.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01478
UM-HET3,C2005,TJL,m,JL01479,Control,0,,dead,1,1091,,,21.0,35.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01479
UM-HET3,C2005,TJL,m,JL01523,Control,0,,dead,1,730,,,20.0,42.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01523
UM-HET3,C2005,TJL,m,JL01524,Control,0,,dead,1,850,,,20.0,43.0,52.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01524
UM-HET3,C2005,TJL,m,JL01536,Control,0,,dead,1,946,,,20.0,43.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01536
UM-HET3,C2005,TJL,m,JL01537,Control,0,,dead,1,870,,,20.0,39.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01537
UM-HET3,C2005,TJL,m,JL01538,Control,0,,dead,1,1027,,,24.0,42.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01538
UM-HET3,C2005,TJL,m,JL01542,Control,0,,dead,1,1056,,,23.0,41.0,48.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01542
UM-HET3,C2005,TJL,m,JL01544,Control,0,,dead,1,859,,,22.0,42.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01544
UM-HET3,C2005,TJL,m,JL01557,Control,0,,dead,1,969,,,23.0,37.0,45.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01557
UM-HET3,C2005,TJL,m,JL01624,Control,0,,dead,1,850,,,23.0,37.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01624
UM-HET3,C2005,TJL,m,JL01626,Control,0,,dead,1,901,,,23.0,42.0,46.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01626
UM-HET3,C2005,TJL,m,JL01652,Control,0,,dead,1,1027,,,22.0,38.0,48.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01652
UM-HET3,C2005,TJL,m,JL01679,Control,0,,dead,1,1022,,,23.0,43.0,,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01679
UM-HET3,C2005,TJL,m,JL01680,Control,0,,dead,1,1029,,,23.0,39.0,,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01680
UM-HET3,C2005,TJL,m,JL01701,Control,0,,dead,1,1022,,,26.0,38.0,40.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.6420943514360036,C2005|Rapa,True,True,C2005|JL01701
UM-HET3,C2005,TJL,m,JL01703,Control,0,,dead,1,936,,,24.0,40.0,41.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01703
UM-HET3,C2005,TJL,m,JL01748,Control,0,,dead,1,736,,,23.0,42.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01748
UM-HET3,C2005,TJL,m,JL01749,Control,0,,dead,1,811,,,23.0,47.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01749
UM-HET3,C2005,TJL,m,JL01779,Control,0,,dead,1,817,,,18.0,33.0,38.0,,,0,608.75,22.81081081081081,1.9421473476236362,-2.477057580979734,C2005|Rapa,True,True,C2005|JL01779
UM-HET3,C2005,TJL,m,JL01780,Control,0,,dead,1,724,,,21.0,30.0,36.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01780
UM-HET3,C2005,TJL,m,JL01791,Control,0,,dead,1,1189,,,20.0,39.0,44.0,,,0,608.75,22.81081081081081,1.9421473476236362,-1.4472695978757995,C2005|Rapa,True,True,C2005|JL01791
UM-HET3,C2005,TJL,m,JL01792,Control,0,,dead,1,842,,,21.0,35.0,42.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01792
UM-HET3,C2005,TJL,m,JL01818,Control,0,,dead,1,615,,,24.0,39.0,45.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01818
UM-HET3,C2005,TJL,m,JL01825,Control,0,,dead,1,1088,,,24.0,45.0,50.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.6123063683320692,C2005|Rapa,True,True,C2005|JL01825
UM-HET3,C2005,TJL,m,JL01826,Control,0,,dead,1,993,,,23.0,43.0,47.0,,,0,608.75,22.81081081081081,1.9421473476236362,0.09741237678010205,C2005|Rapa,True,True,C2005|JL01826
UM-HET3,C2005,TJL,m,JL01835,Control,0,,dead,1,719,,,25.0,46.0,53.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01835
UM-HET3,C2005,TJL,m,JL01857,Control,0,,dead,1,840,,,25.0,38.0,43.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01857
UM-HET3,C2005,TJL,m,JL01859,Control,0,,dead,1,852,,,25.0,48.0,57.0,,,0,608.75,22.81081081081081,1.9421473476236362,1.1272003598840363,C2005|Rapa,True,True,C2005|JL01859
UM-HET3,C2005,TJL,m,JL01867,Control,0,,dead,1,826,,,22.0,38.0,43.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.41748161477186513,C2005|Rapa,True,True,C2005|JL01867
UM-HET3,C2005,TJL,m,JL01868,Control,0,,dead,1,633,,,21.0,36.0,40.0,,,0,608.75,22.81081081081081,1.9421473476236362,-0.9323756063238323,C2005|Rapa,True,True,C2005|JL01868
UM-HET3,C2005,UM,f,UM08010,Control,0,,dead,1,897,,,17.0,26.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.34648553241342994,C2005|Rapa,True,True,C2005|UM08010
UM-HET3,C2005,UM,f,UM08017,Control,0,,dead,1,1111,,,17.200001,27.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.2174489047509975,C2005|Rapa,True,True,C2005|UM08017
UM-HET3,C2005,UM,f,UM08024,Control,0,,dead,1,1009,,,16.299999,25.4,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.7981121162821619,C2005|Rapa,True,True,C2005|UM08024
UM-HET3,C2005,UM,f,UM08150,Control,0,,dead,1,908,,,17.700001,26.1,,,,0,608.75,17.537037074074075,1.5499552617200671,0.10514105145530202,C2005|Rapa,True,True,C2005|UM08150
UM-HET3,C2005,UM,f,UM08157,Control,0,,dead,1,983,,,16.9,28.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.4110035236546908,C2005|Rapa,True,True,C2005|UM08157
UM-HET3,C2005,UM,f,UM08164,Control,0,,dead,1,973,,,14.2,22.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-2.1529892871687077,C2005|Rapa,True,True,C2005|UM08164
UM-HET3,C2005,UM,f,UM08171,Control,0,,dead,1,1006,,,14.0,22.700001,,,,0,608.75,17.537037074074075,1.5499552617200671,-2.282025269651227,C2005|Rapa,True,True,C2005|UM08171
UM-HET3,C2005,UM,f,UM08507,Control,0,,dead,1,924,,,16.1,21.1,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.9271474535847682,C2005|Rapa,True,True,C2005|UM08507
UM-HET3,C2005,UM,f,UM08514,Control,0,,dead,1,1043,,,16.200001,22.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.8626288171635966,C2005|Rapa,True,True,C2005|UM08514
UM-HET3,C2005,UM,f,UM08521,Control,0,,dead,1,683,,,16.0,22.1,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.991665444826029,C2005|Rapa,True,True,C2005|UM08521
UM-HET3,C2005,UM,f,UM08528,Control,0,,dead,1,722,,,16.5,22.4,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.6690754886197295,C2005|Rapa,True,True,C2005|UM08528
UM-HET3,C2005,UM,f,UM08759,Control,0,,dead,1,717,,,20.200001,27.799999,,,,0,608.75,17.537037074074075,1.5499552617200671,1.7180908324867996,C2005|Rapa,True,True,C2005|UM08759
UM-HET3,C2005,UM,f,UM08766,Control,0,,dead,1,1067,,,17.5,23.299999,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.02389557620713042,C2005|Rapa,True,True,C2005|UM08766
UM-HET3,C2005,UM,f,UM08773,Control,0,,dead,1,718,,,17.6,24.1,,,,0,608.75,17.537037074074075,1.5499552617200671,0.0406224150341304,C2005|Rapa,True,True,C2005|UM08773
UM-HET3,C2005,UM,f,UM08780,Control,0,,dead,1,815,,,18.700001,25.6,,,,0,608.75,17.537037074074075,1.5499552617200671,0.750320963867901,C2005|Rapa,True,True,C2005|UM08780
UM-HET3,C2005,UM,f,UM09095,Control,0,,dead,1,652,,,15.6,19.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-1.249737409791069,C2005|Rapa,True,True,C2005|UM09095
UM-HET3,C2005,UM,f,UM09102,Control,0,,dead,1,932,,,17.799999,25.9,,,,0,608.75,17.537037074074075,1.5499552617200671,0.1696577523367367,C2005|Rapa,True,True,C2005|UM09102
UM-HET3,C2005,UM,f,UM09109,Control,0,,dead,1,935,,,17.4,23.9,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.08841356744839124,C2005|Rapa,True,True,C2005|UM09109
UM-HET3,C2005,UM,f,UM09445,Control,0,,dead,1,1082,,,16.299999,21.5,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.7981121162821619,C2005|Rapa,True,True,C2005|UM09445
UM-HET3,C2005,UM,f,UM09452,Control,0,,dead,1,932,,,18.4,29.1,,,,0,608.75,17.537037074074075,1.5499552617200671,0.5567663449642078,C2005|Rapa,True,True,C2005|UM09452
UM-HET3,C2005,UM,f,UM09459,Control,0,,dead,1,855,,,18.5,26.1,,,,0,608.75,17.537037074074075,1.5499552617200671,0.6212843362054686,C2005|Rapa,True,True,C2005|UM09459
UM-HET3,C2005,UM,f,UM09466,Control,0,,dead,1,918,,,18.299999,28.6,,,,0,608.75,17.537037074074075,1.5499552617200671,0.49224770854303623,C2005|Rapa,True,True,C2005|UM09466
UM-HET3,C2005,UM,f,UM09634,Control,0,,dead,1,702,,,20.200001,24.799999,,,,0,608.75,17.537037074074075,1.5499552617200671,1.7180908324867996,C2005|Rapa,True,True,C2005|UM09634
UM-HET3,C2005,UM,f,UM09641,Control,0,,dead,1,802,,,18.6,28.6,,,,0,608.75,17.537037074074075,1.5499552617200671,0.6858023274467295,C2005|Rapa,True,True,C2005|UM09641
UM-HET3,C2005,UM,f,UM09648,Control,0,,dead,1,878,,,17.200001,21.4,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.2174489047509975,C2005|Rapa,True,True,C2005|UM09648
UM-HET3,C2005,UM,f,UM09655,Control,0,,dead,1,817,,,19.700001,27.4,,,,0,608.75,17.537037074074075,1.5499552617200671,1.3955008762805001,C2005|Rapa,True,True,C2005|UM09655
UM-HET3,C2005,UM,f,UM10061,Control,0,,dead,1,946,,,16.700001,22.4,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.540038860957297,C2005|Rapa,True,True,C2005|UM10061
UM-HET3,C2005,UM,f,UM10103,Control,0,,dead,1,782,,,20.0,28.5,,,,0,608.75,17.537037074074075,1.5499552617200671,1.5890542048243672,C2005|Rapa,True,True,C2005|UM10103
UM-HET3,C2005,UM,f,UM10110,Control,0,,dead,1,827,,,18.200001,24.9,,,,0,608.75,17.537037074074075,1.5499552617200671,0.42773100766160155,C2005|Rapa,True,True,C2005|UM10110
UM-HET3,C2005,UM,f,UM10117,Control,0,,dead,1,731,,,17.1,23.5,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.28196754117216916,C2005|Rapa,True,True,C2005|UM10117
UM-HET3,C2005,UM,f,UM10124,Control,0,,dead,1,829,,,18.1,28.5,,,,0,608.75,17.537037074074075,1.5499552617200671,0.36321237124042993,C2005|Rapa,True,True,C2005|UM10124
UM-HET3,C2005,UM,f,UM10152,Control,0,,dead,1,864,,,16.799999,23.799999,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.4755221600758624,C2005|Rapa,True,True,C2005|UM10152
UM-HET3,C2005,UM,f,UM10159,Control,0,,dead,1,1056,,,16.700001,24.1,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.540038860957297,C2005|Rapa,True,True,C2005|UM10159
UM-HET3,C2005,UM,f,UM10166,Control,0,,dead,1,686,,,17.5,24.1,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.02389557620713042,C2005|Rapa,True,True,C2005|UM10166
UM-HET3,C2005,UM,f,UM10173,Control,0,,dead,1,813,,,16.299999,31.5,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.7981121162821619,C2005|Rapa,True,True,C2005|UM10173
UM-HET3,C2005,UM,f,UM10628,Control,0,,dead,1,924,,,17.6,32.5,,,,0,608.75,17.537037074074075,1.5499552617200671,0.0406224150341304,C2005|Rapa,True,True,C2005|UM10628
UM-HET3,C2005,UM,f,UM10635,Control,0,,dead,1,1082,,,20.0,35.299999,,,,0,608.75,17.537037074074075,1.5499552617200671,1.5890542048243672,C2005|Rapa,True,True,C2005|UM10635
UM-HET3,C2005,UM,f,UM10642,Control,0,,dead,1,996,,,17.299999,26.1,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.15293220386956285,C2005|Rapa,True,True,C2005|UM10642
UM-HET3,C2005,UM,f,UM10649,Control,0,,dead,1,1114,,,18.5,28.5,,,,0,608.75,17.537037074074075,1.5499552617200671,0.6212843362054686,C2005|Rapa,True,True,C2005|UM10649
UM-HET3,C2005,UM,f,UM11118,Control,0,,dead,1,1125,,,19.0,34.5,,,,0,608.75,17.537037074074075,1.5499552617200671,0.9438742924117682,C2005|Rapa,True,True,C2005|UM11118
UM-HET3,C2005,UM,f,UM11125,Control,0,,dead,1,1066,,,17.4,30.0,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.08841356744839124,C2005|Rapa,True,True,C2005|UM11125
UM-HET3,C2005,UM,f,UM11132,Control,0,,dead,1,723,,,18.6,28.799999,,,,0,608.75,17.537037074074075,1.5499552617200671,0.6858023274467295,C2005|Rapa,True,True,C2005|UM11132
UM-HET3,C2005,UM,f,UM11139,Control,0,,dead,1,1023,,,17.200001,26.700001,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.2174489047509975,C2005|Rapa,True,True,C2005|UM11139
UM-HET3,C2005,UM,f,UM11230,Control,0,,dead,1,1149,,,18.0,26.0,,,,0,608.75,17.537037074074075,1.5499552617200671,0.29869437999916915,C2005|Rapa,True,True,C2005|UM11230
UM-HET3,C2005,UM,f,UM11237,Control,0,,dead,1,942,,,19.1,33.299999,,,,0,608.75,17.537037074074075,1.5499552617200671,1.008392283653029,C2005|Rapa,True,True,C2005|UM11237
UM-HET3,C2005,UM,f,UM11244,Control,0,,dead,1,1132,,,18.1,29.200001,,,,0,608.75,17.537037074074075,1.5499552617200671,0.36321237124042993,C2005|Rapa,True,True,C2005|UM11244
UM-HET3,C2005,UM,f,UM11251,Control,0,,dead,1,721,,,16.9,22.4,,,,0,608.75,17.537037074074075,1.5499552617200671,-0.4110035236546908,C2005|Rapa,True,True,C2005|UM11251
UM-HET3,C2005,UM,f,UM11265,Control,0,,dead,1,818,,,19.299999,28.1,,,,0,608.75,17.537037074074075,1.5499552617200671,1.1374276209556353,C2005|Rapa,True,True,C2005|UM11265
