cohort,site,sex,group,dead,lifespan_days,bw_6,bw_12,bw_18,bw_24
C2014,UT,f,Control,1,1052,37.5,47.099998,54.099998,49.599998
C2014,UT,f,Control,1,853,43.700001,51.0,50.099998,48.200001
C2014,UT,f,Control,1,846,31.1,36.700001,44.700001,43.5
C2014,UT,f,Control,1,1045,34.200001,42.599998,47.200001,45.200001
C2014,UT,f,Control,1,1187,30.5,42.099998,40.799999,41.099998
C2014,UT,f,Control,1,1074,38.200001,49.599998,48.099998,45.799999
C2014,UT,f,Control,1,275,34.400002,,,
C2014,UT,f,Control,1,998,30.9,37.099998,37.200001,39.599998
C2014,UT,m,Control,1,812,45.5,41.099998,47.5,47.799999
C2014,UT,m,Control,1,824,32.400002,42.900002,46.400002,38.299999
C2014,UT,m,Control,1,968,43.900002,47.599998,50.599998,50.700001
C2014,UT,f,Control,1,805,35.099998,37.599998,44.700001,42.799999
C2014,UT,f,Control,1,945,34.299999,42.0,46.5,44.599998
C2014,UT,f,Control,1,782,29.200001,40.5,48.200001,45.900002
C2014,UT,f,Control,1,1082,26.6,35.299999,38.900002,40.700001
C2014,UT,m,Control,1,661,45.099998,47.799999,35.099998,
C2014,UT,m,Control,1,584,40.200001,48.599998,49.799999,
C2014,UT,m,Control,1,785,40.200001,46.599998,49.799999,44.900002
C2014,UT,m,Control,1,829,42.400002,47.299999,49.099998,51.099998
C2014,UT,m,Control,1,497,45.799999,47.200001,,
C2014,UT,m,Control,1,876,39.200001,47.299999,48.799999,40.700001
C2014,UT,m,Control,1,916,44.799999,52.799999,39.299999,34.700001
C2014,UT,m,Control,1,738,41.599998,44.200001,32.200001,36.700001
C2014,UT,m,Control,1,905,44.5,48.900002,34.700001,36.200001
C2014,UT,f,Control,1,913,35.0,42.599998,42.400002,41.900002
C2014,UT,f,Control,1,696,24.9,29.799999,32.900002,
C2014,UT,f,Control,1,1128,29.200001,38.0,54.900002,56.299999
C2014,UT,f,Control,1,953,29.6,36.5,39.900002,34.599998
C2014,UT,m,Control,1,847,32.700001,37.900002,41.5,36.799999
C2014,UT,m,Control,1,316,39.200001,,,
C2014,UT,m,Control,1,499,39.599998,42.599998,,
C2014,UT,f,Control,1,695,38.099998,44.099998,48.099998,
C2014,UT,f,Control,1,929,38.299999,49.599998,55.799999,56.700001
C2014,UT,f,Control,1,1238,25.9,32.099998,34.299999,34.0
C2014,UT,f,Control,1,1230,23.6,28.200001,29.4,28.6
C2014,UT,f,Control,1,859,39.299999,53.799999,55.5,42.5
C2014,UT,f,Control,1,919,40.0,50.400002,54.099998,56.0
C2014,UT,f,Control,1,986,42.0,52.599998,61.200001,57.5
C2014,UT,f,Control,1,750,36.599998,49.299999,53.599998,53.400002
C2014,UT,f,Control,1,1151,25.700001,35.299999,46.400002,41.5
C2014,UT,f,Control,1,862,31.299999,47.5,59.700001,63.5
C2014,UT,f,Control,1,840,33.0,49.099998,64.199997,62.099998
C2014,UT,f,Control,1,820,30.9,35.700001,39.799999,34.700001
C2014,UT,m,Control,1,223,44.599998,,,
C2014,UT,m,Control,1,818,45.400002,40.5,38.099998,39.799999
C2014,UT,m,Control,1,700,46.5,49.900002,49.900002,
C2014,UT,m,Control,1,870,38.599998,44.0,44.700001,40.200001
C2014,UT,m,Control,1,513,46.400002,51.700001,,
C2014,UT,m,Control,1,580,44.200001,50.5,53.700001,
C2014,UT,m,Control,1,874,43.599998,45.5,44.299999,38.900002
C2014,UT,m,Control,1,343,46.299999,,,
C2014,UT,m,Control,1,1044,44.700001,38.599998,38.0,35.700001
C2014,UT,m,Gly,1,754,40.400002,44.900002,48.5,38.400002
C2014,UT,m,Gly,1,1238,47.5,47.599998,46.700001,49.0
C2014,UT,m,Gly,1,1108,41.799999,40.0,36.799999,39.099998
C2014,UT,f,Gly,1,868,39.0,43.400002,46.299999,49.099998
C2014,UT,f,Gly,1,1049,32.200001,30.799999,31.6,29.6
C2014,UT,f,Gly,1,769,29.1,34.5,43.099998,40.299999
C2014,UT,f,Gly,1,1005,40.799999,39.200001,38.900002,40.900002
C2014,UT,m,Gly,1,800,41.299999,44.700001,44.799999,41.400002
C2014,UT,m,Gly,1,259,45.799999,,,
C2014,UT,m,Gly,1,633,36.900002,38.0,32.900002,
C2014,UT,m,Gly,1,991,44.700001,47.599998,49.299999,47.099998
C2014,UT,m,Gly,1,729,32.0,34.900002,36.799999,
C2014,UT,m,Gly,1,907,48.400002,50.5,52.299999,53.599998
C2014,UT,f,Gly,0,983,,,,
C2014,UT,f,Gly,0,980,,,,
C2014,UT,f,Gly,0,980,,,,
C2014,UT,f,Gly,1,912,29.5,39.900002,44.299999,42.700001
C2014,UT,m,Gly,1,654,47.5,49.200001,49.200001,
C2014,UT,m,Gly,1,1096,42.400002,44.700001,45.400002,41.5
C2014,UT,m,Gly,1,776,43.5,44.5,43.299999,37.0
C2014,UT,f,Gly,1,1010,31.4,31.5,37.700001,35.099998
C2014,UT,f,Gly,1,956,34.700001,39.5,43.5,44.099998
C2014,UT,f,Gly,1,717,30.1,31.1,31.799999,
C2014,UT,f,Gly,1,1254,31.4,31.5,35.599998,32.900002
C2014,UT,f,Gly,1,1106,38.700001,41.400002,43.599998,41.700001
C2014,UT,f,Gly,1,1078,36.799999,38.200001,40.200001,37.799999
C2014,UT,f,Gly,1,798,42.400002,43.799999,48.299999,42.799999
C2014,UT,f,Gly,1,1111,41.299999,42.5,44.200001,40.299999
C2014,UT,f,Gly,1,960,43.400002,39.799999,41.700001,34.599998
C2014,UT,f,Gly,1,974,54.599998,54.799999,56.5,56.900002
C2014,UT,f,Gly,1,895,34.099998,34.200001,36.799999,33.900002
C2014,UT,f,Gly,1,758,33.5,33.5,34.200001,21.6
C2014,UT,m,Gly,1,503,48.400002,51.700001,,
C2014,UT,m,Gly,1,795,47.700001,49.0,51.299999,33.099998
C2014,UT,m,Gly,1,716,32.200001,37.700001,38.700001,
C2014,UT,m,Gly,1,941,42.200001,45.900002,46.700001,44.299999
C2014,UT,m,Gly,1,942,45.700001,47.700001,36.400002,47.799999
C2014,UT,m,Gly,1,699,54.099998,58.099998,59.400002,
C2014,UT,f,Gly,1,732,39.799999,47.299999,49.900002,32.299999
C2014,UT,f,Gly,1,458,33.799999,35.900002,,
C2014,UT,f,Gly,1,862,23.0,25.9,24.6,28.0
C2014,UT,f,Gly,1,860,30.1,35.900002,37.0,38.5
C2014,UT,m,Gly,1,1006,43.299999,46.700001,46.5,29.299999
C2014,UT,m,Gly,1,1009,42.0,42.099998,43.900002,43.0
C2014,UT,m,Gly,1,279,45.099998,,,
C2014,UT,m,Gly,1,940,41.200001,44.0,45.599998,45.5
C2014,UT,m,Gly,1,901,41.599998,38.400002,42.099998,47.200001
C2014,UT,m,Gly,1,1028,42.0,47.900002,49.0,51.0
C2014,UT,m,Gly,1,711,48.0,50.599998,53.799999,
C2014,UT,m,Gly,1,668,37.400002,47.400002,42.900002,
C2014,UT,m,Gly,1,409,45.700001,48.799999,,
C2014,UT,m,Gly,1,892,41.099998,43.200001,44.5,44.5
C2014,UT,m,Gly,1,643,47.900002,54.799999,49.400002,
C2014,UT,m,Gly,1,1176,34.200001,33.700001,35.400002,37.200001
C2014,UT,m,Gly,1,475,47.099998,47.900002,,
C2014,UT,m,Gly,1,949,50.299999,53.400002,55.799999,56.700001
C2014,UT,m,Gly,1,609,45.0,46.799999,47.900002,
C2014,UT,m,Gly,1,1005,38.900002,37.0,41.0,34.200001
C2014,UT,m,Gly,1,678,38.700001,41.099998,41.0,
C2014,UT,m,Gly,1,990,32.099998,30.299999,30.9,30.200001
C2014,UT,m,Gly,1,928,42.400002,45.5,48.099998,46.900002
C2014,UT,m,Gly,1,534,37.799999,45.200001,,
C2014,UT,m,Gly,1,884,38.200001,42.400002,44.299999,44.799999
C2014,UT,f,Gly,1,857,31.0,35.099998,35.400002,36.700001
C2014,UT,f,Gly,1,1076,24.5,31.700001,34.299999,34.700001
C2014,UT,f,Gly,1,800,37.200001,42.599998,44.799999,42.900002
C2014,UT,f,Gly,1,859,41.700001,46.900002,47.799999,49.099998
C2014,UT,m,Gly,1,604,40.400002,45.299999,46.799999,
C2014,UT,m,Gly,1,810,42.599998,48.900002,49.799999,31.700001
C2014,UT,m,Gly,1,985,39.700001,44.200001,41.799999,42.5
C2014,UT,m,Gly,1,735,37.700001,40.5,41.5,43.799999
C2014,UT,m,Gly,1,344,45.599998,,,
C2014,UT,m,Gly,1,1073,42.799999,42.0,49.599998,50.900002
C2014,UT,f,Gly,1,734,26.0,30.1,28.700001,44.900002
C2014,UT,f,Gly,1,1237,27.6,29.6,27.799999,28.299999
C2014,UT,f,Gly,1,479,27.4,30.299999,,
C2014,UT,f,Gly,1,215,28.1,,,
C2014,UT,m,Gly,1,648,32.599998,39.099998,48.900002,
C2014,UT,m,Gly,1,909,46.400002,51.900002,55.700001,58.900002
C2014,UT,m,Gly,1,1149,37.099998,45.099998,48.200001,45.900002
C2014,UT,f,Gly,1,872,30.5,37.900002,40.099998,38.099998
C2014,UT,f,Gly,1,763,33.099998,40.799999,42.099998,29.299999
C2014,UT,f,Gly,1,768,30.200001,36.900002,41.5,35.900002
C2014,UT,f,Gly,1,887,34.799999,37.200001,42.299999,42.200001
C2014,UT,m,Gly,1,973,45.0,47.900002,48.099998,47.0
C2014,UT,m,Gly,1,935,37.599998,39.700001,42.099998,41.900002
C2014,UT,m,Gly,1,728,39.599998,40.700001,41.400002,
C2014,UT,f,Gly,1,982,41.5,43.299999,41.299999,48.299999
C2014,UT,f,Gly,1,928,29.200001,36.299999,44.200001,40.5
C2014,UT,f,Gly,1,799,44.5,53.900002,59.5,45.099998
C2014,UT,f,Gly,1,674,36.799999,42.799999,45.0,
C2014,UT,f,Gly,1,991,42.400002,51.299999,56.5,59.0
C2014,UT,f,Gly,1,1116,31.1,36.700001,42.400002,41.900002
C2014,UT,f,Gly,1,1047,30.700001,36.799999,35.299999,35.400002
C2014,UT,f,Gly,1,694,25.200001,32.200001,36.099998,
C2014,UT,m,Inu,1,879,46.0,46.599998,45.299999,44.099998
C2014,UT,m,Inu,1,1035,39.0,47.700001,39.700001,34.099998
C2014,UT,m,Inu,1,454,42.900002,47.400002,,
C2014,UT,f,Inu,1,1128,35.099998,40.0,48.5,50.799999
C2014,UT,f,Inu,1,730,32.299999,43.5,49.099998,
C2014,UT,f,Inu,1,943,44.200001,55.5,58.900002,59.099998
C2014,UT,f,Inu,1,785,45.799999,51.400002,59.5,58.5
C2014,UT,m,Inu,1,567,40.0,41.400002,,
C2014,UT,m,Inu,1,1036,46.200001,46.900002,42.5,41.299999
C2014,UT,m,Inu,1,1030,48.299999,50.900002,48.700001,38.700001
C2014,UT,f,Inu,1,1098,44.299999,53.099998,61.799999,59.799999
C2014,UT,f,Inu,1,1018,35.599998,41.5,47.900002,47.0
C2014,UT,f,Inu,1,870,42.200001,44.099998,51.0,49.799999
C2014,UT,f,Inu,1,875,33.799999,36.200001,37.099998,33.200001
C2014,UT,f,Inu,1,952,29.799999,35.299999,40.299999,39.0
C2014,UT,f,Inu,1,1026,34.400002,38.700001,41.5,41.0
C2014,UT,f,Inu,1,959,27.700001,27.4,32.400002,31.6
C2014,UT,f,Inu,1,728,35.900002,40.5,48.299999,
C2014,UT,f,Inu,1,885,50.099998,54.200001,61.400002,56.400002
C2014,UT,f,Inu,1,1187,38.599998,46.799999,55.599998,41.200001
C2014,UT,f,Inu,1,1143,33.5,37.900002,43.700001,31.4
C2014,UT,f,Inu,1,670,36.400002,46.599998,58.299999,
C2014,UT,m,Inu,1,472,42.599998,46.299999,,
C2014,UT,m,Inu,1,811,47.099998,49.400002,49.799999,36.700001
C2014,UT,m,Inu,1,771,39.200001,40.900002,41.5,30.200001
C2014,UT,m,Inu,1,616,49.799999,51.700001,50.5,
C2014,UT,m,Inu,1,829,48.0,49.299999,50.900002,49.400002
C2014,UT,m,Inu,1,302,45.5,,,
C2014,UT,m,Inu,1,196,26.200001,,,
C2014,UT,m,Inu,1,382,43.799999,47.5,,
C2014,UT,m,Inu,1,826,30.299999,36.099998,42.799999,26.4
C2014,UT,m,Inu,1,831,48.299999,50.700001,50.5,29.9
C2014,UT,m,Inu,1,831,43.400002,46.099998,36.5,32.200001
C2014,UT,m,Inu,1,428,50.099998,55.099998,,
C2014,UT,f,Inu,1,1042,22.0,24.6,27.5,31.799999
C2014,UT,f,Inu,1,837,28.200001,42.799999,48.900002,50.099998
C2014,UT,f,Inu,1,818,34.200001,43.0,46.900002,45.5
C2014,UT,f,Inu,1,795,40.400002,49.599998,49.900002,35.200001
C2014,UT,f,Inu,1,885,26.0,31.4,30.799999,29.200001
C2014,UT,f,Inu,1,814,30.5,38.299999,45.099998,42.5
C2014,UT,f,Inu,1,717,35.299999,45.799999,45.900002,
C2014,UT,f,Inu,1,788,34.700001,46.299999,50.799999,43.700001
C2014,UT,m,Inu,1,866,48.200001,55.0,51.400002,42.599998
C2014,UT,m,Inu,1,765,40.0,46.099998,47.299999,27.200001
C2014,UT,m,Inu,1,867,32.900002,44.900002,45.299999,37.200001
C2014,UT,m,Inu,1,1221,35.900002,40.200001,43.5,40.5
C2014,UT,m,Inu,1,804,38.299999,46.200001,46.0,41.799999
C2014,UT,m,Inu,1,742,43.400002,45.799999,47.200001,50.400002
C2014,UT,f,Inu,1,1116,26.5,35.599998,46.900002,47.400002
C2014,UT,f,Inu,1,810,39.0,45.900002,52.5,50.900002
C2014,UT,f,Inu,1,715,35.799999,41.200001,44.0,
C2014,UT,f,Inu,1,828,41.700001,55.700001,67.5,68.400002
C2014,UT,f,Inu,1,909,35.200001,43.400002,49.200001,47.599998
C2014,UT,f,Inu,1,828,34.799999,41.099998,43.599998,40.400002
C2014,UT,f,Inu,1,1141,31.1,37.299999,38.599998,37.5
C2014,UT,f,Inu,1,1017,44.0,55.0,66.599998,67.199997
C2014,UT,m,Inu,1,706,43.700001,49.700001,50.0,
C2014,UT,m,Inu,1,908,35.5,40.799999,39.200001,37.5
C2014,UT,m,Inu,1,708,44.200001,47.599998,48.299999,
C2014,UT,m,Inu,1,811,40.400002,44.200001,42.200001,30.0
C2014,UT,m,Inu,1,806,36.599998,42.799999,33.200001,34.099998
C2014,UT,m,Inu,1,603,43.700001,47.599998,39.299999,
C2014,UT,m,Inu,1,855,40.200001,41.400002,42.5,31.200001
C2014,UT,m,Inu,1,1034,46.0,49.400002,50.900002,44.400002
C2014,UT,m,Inu,1,1035,42.400002,47.200001,48.400002,50.099998
C2014,UT,m,Inu,1,312,48.900002,,,
C2014,UT,m,Inu,1,899,44.200001,48.099998,47.400002,45.900002
C2014,UT,m,Inu,1,1049,43.799999,49.799999,51.0,54.299999
C2014,UT,f,Inu,1,1099,22.299999,25.299999,29.4,27.5
C2014,UT,f,Inu,1,713,28.5,36.099998,41.400002,
C2014,UT,f,Inu,1,940,21.5,25.799999,29.0,29.200001
C2014,UT,f,Inu,1,852,37.200001,43.5,47.099998,43.299999
C2014,UT,f,Inu,1,890,35.200001,44.799999,44.900002,51.900002
C2014,UT,f,Inu,1,840,38.200001,42.799999,44.799999,40.200001
C2014,UT,f,Inu,1,821,42.5,52.5,50.599998,32.599998
C2014,UT,f,Inu,1,942,52.799999,66.900002,72.900002,75.300003
C2014,UT,m,Inu,1,642,40.799999,51.5,53.400002,
C2014,UT,m,Inu,1,466,45.599998,50.0,,
C2014,UT,m,Inu,1,941,45.099998,48.599998,48.5,39.200001
C2014,UT,m,Inu,1,815,36.900002,44.900002,44.099998,42.299999
C2014,UT,m,Inu,1,1062,43.799999,53.0,50.299999,43.599998
C2014,UT,m,Inu,1,732,45.099998,50.599998,48.900002,28.299999
C2014,UT,m,Inu,1,831,46.400002,50.700001,53.5,46.599998
C2014,UT,m,Inu,1,790,34.0,39.400002,39.900002,37.299999
C2014,UT,m,Inu,1,596,42.299999,45.400002,48.0,
C2014,UT,m,Inu,1,440,47.099998,53.099998,,
C2014,UT,m,Inu,1,711,43.5,45.400002,45.5,
C2014,UT,m,Inu,1,765,33.200001,36.5,36.0,32.099998
C2014,UT,f,Inu,1,1129,33.0,37.299999,35.299999,36.200001
C2014,UT,f,Inu,1,1201,33.5,44.599998,54.299999,53.299999
C2014,UT,f,Inu,1,865,38.400002,47.0,49.099998,48.099998
C2014,UT,f,Inu,1,826,28.799999,41.299999,45.900002,39.700001
C2014,UT,m,Inu,1,595,38.900002,47.099998,49.200001,
C2014,UT,m,Inu,1,700,50.200001,57.700001,58.099998,
C2014,UT,m,Inu,1,663,42.700001,49.200001,52.599998,
C2014,UT,f,TM,1,909,33.400002,38.0,47.200001,44.599998
C2014,UT,f,TM,1,589,51.0,55.900002,,
C2014,UT,f,TM,1,1000,44.799999,53.0,59.400002,61.0
C2014,UT,f,TM,1,582,50.5,61.200001,,
C2014,UT,m,TM,1,682,44.400002,43.799999,35.900002,
C2014,UT,m,TM,1,719,45.0,49.299999,50.200001,
C2014,UT,m,TM,1,456,41.5,44.400002,,
C2014,UT,f,TM,1,752,36.799999,53.0,61.5,42.099998
C2014,UT,f,TM,1,608,35.799999,43.0,48.200001,
C2014,UT,f,TM,1,810,25.6,30.5,40.900002,29.5
C2014,UT,f,TM,1,1117,28.0,41.099998,55.900002,49.799999
C2014,UT,m,TM,1,936,47.400002,52.299999,53.599998,47.400002
C2014,UT,m,TM,1,953,48.900002,52.0,58.700001,55.299999
C2014,UT,m,TM,1,297,47.799999,,,
C2014,UT,m,TM,1,694,47.799999,51.200001,52.799999,
C2014,UT,m,TM,1,903,46.400002,51.599998,55.700001,58.200001
C2014,UT,m,TM,1,1092,30.1,35.799999,43.400002,43.200001
C2014,UT,m,TM,1,935,41.400002,44.0,46.5,41.700001
C2014,UT,m,TM,1,1066,37.0,39.5,42.799999,39.0
C2014,UT,m,TM,1,460,39.400002,43.400002,,
C2014,UT,m,TM,1,726,45.299999,46.799999,48.799999,
C2014,UT,m,TM,1,390,45.0,44.799999,,
C2014,UT,m,TM,1,638,51.200001,47.799999,50.5,
C2014,UT,m,TM,1,442,51.599998,55.900002,,
C2014,UT,m,TM,1,365,45.5,,,
C2014,UT,m,TM,1,776,49.200001,52.200001,55.299999,41.099998
C2014,UT,m,TM,1,1049,47.400002,47.400002,45.099998,40.099998
C2014,UT,m,TM,1,1023,46.400002,49.900002,51.200001,54.0
C2014,UT,m,TM,1,759,48.900002,55.099998,53.5,30.5
C2014,UT,m,TM,1,353,40.599998,,,
C2014,UT,m,TM,1,750,47.400002,53.0,54.700001,65.599998
C2014,UT,m,TM,1,836,45.099998,48.099998,49.5,47.700001
C2014,UT,f,TM,1,1122,30.4,42.5,50.900002,52.200001
C2014,UT,f,TM,1,931,25.1,33.900002,40.200001,42.799999
C2014,UT,f,TM,1,733,30.0,41.799999,46.200001,40.5
C2014,UT,f,TM,1,957,25.700001,29.0,31.6,32.099998
C2014,UT,m,TM,1,578,42.200001,49.400002,52.5,
C2014,UT,m,TM,1,874,40.400002,48.900002,48.900002,42.400002
C2014,UT,m,TM,1,1037,34.5,42.900002,45.400002,46.799999
C2014,UT,f,TM,1,974,48.200001,62.400002,68.0,59.700001
C2014,UT,f,TM,1,845,42.5,59.200001,65.099998,69.699997
C2014,UT,f,TM,1,1145,41.099998,52.5,50.299999,59.099998
C2014,UT,f,TM,1,932,35.799999,44.599998,46.799999,50.5
C2014,UT,m,TM,1,708,47.400002,52.299999,56.299999,
C2014,UT,m,TM,1,1132,33.400002,39.0,42.400002,37.200001
C2014,UT,m,TM,1,873,47.700001,53.799999,53.400002,42.700001
C2014,UT,f,TM,1,902,32.200001,44.099998,45.5,42.700001
C2014,UT,f,TM,1,845,33.200001,48.799999,28.9,27.200001
C2014,UT,f,TM,1,1111,23.299999,29.4,29.5,21.5
C2014,UT,f,TM,1,612,30.5,44.900002,51.900002,
C2014,UT,f,TM,1,936,42.400002,50.5,52.299999,54.400002
C2014,UT,f,TM,1,1002,32.099998,42.599998,46.799999,44.0
C2014,UT,f,TM,1,690,30.5,40.200001,41.799999,
C2014,UT,f,TM,1,1057,41.099998,53.0,62.599998,58.700001
C2014,UT,f,TM,1,673,35.700001,43.700001,52.299999,
C2014,UT,f,TM,1,1122,38.700001,50.0,54.099998,48.400002
C2014,UT,f,TM,1,613,41.900002,49.900002,54.5,
C2014,UT,f,TM,1,740,36.0,43.5,53.200001,45.5
C2014,UT,f,TM,1,1015,27.5,37.599998,43.599998,38.900002
C2014,UT,f,TM,1,577,34.0,39.700001,38.900002,
C2014,UT,f,TM,1,899,35.900002,50.200001,53.400002,51.299999
C2014,UT,f,TM,1,1095,31.299999,38.799999,38.799999,33.299999
C2014,UT,m,TM,1,902,38.799999,48.200001,48.599998,48.599998
C2014,UT,m,TM,1,853,38.5,46.0,45.599998,36.0
C2014,UT,m,TM,1,1005,37.200001,43.299999,47.0,49.700001
C2014,UT,f,TM,1,1131,34.099998,44.400002,46.200001,43.099998
C2014,UT,f,TM,1,780,33.700001,43.099998,39.0,35.400002
C2014,UT,f,TM,1,1187,28.5,36.099998,35.900002,35.900002
C2014,UT,f,TM,1,913,30.4,40.200001,43.5,43.799999
C2014,UT,m,TM,1,1072,38.799999,48.0,49.599998,51.299999
C2014,UT,m,TM,1,947,34.200001,34.799999,35.099998,35.0
C2014,UT,m,TM,1,898,29.6,30.4,32.099998,31.9
C2014,UT,f,TM,1,1084,39.400002,52.400002,58.299999,58.0
C2014,UT,f,TM,1,831,24.6,33.900002,34.599998,31.1
C2014,UT,f,TM,1,763,27.0,37.900002,41.099998,41.900002
C2014,UT,f,TM,1,764,33.799999,43.799999,47.400002,40.599998
C2014,UT,m,TM,1,510,42.599998,46.299999,,
C2014,UT,m,TM,1,726,44.400002,48.599998,47.5,
C2014,UT,m,TM,1,803,39.0,46.099998,48.299999,44.099998
C2014,UT,f,TM,1,703,37.700001,55.5,59.700001,
C2014,UT,f,TM,1,961,35.299999,52.099998,59.099998,57.400002
C2014,UT,f,TM,1,925,31.0,44.900002,45.299999,39.599998
C2014,UT,f,TM,1,900,31.1,44.599998,50.700001,45.599998
C2014,UT,m,TM,1,1009,43.5,48.799999,50.299999,50.599998
C2014,UT,m,TM,1,1130,36.099998,42.099998,41.5,32.599998
C2014,UT,m,TM,1,752,41.5,44.099998,44.799999,29.0
C2014,UT,m,TM,1,1079,33.799999,42.0,42.0,38.799999
C2014,UT,m,TM,1,787,33.299999,43.0,44.0,43.0
C2014,UT,m,TM,1,953,34.599998,44.0,44.5,42.900002
C2014,UT,m,TM,1,867,42.299999,44.799999,43.5,43.799999
C2014,UT,m,TM,1,351,45.299999,,,
C2014,UT,m,TM,1,442,47.799999,52.799999,,
C2014,UT,m,TM,1,473,39.700001,42.5,,
C2014,UT,m,TM,1,371,47.599998,52.299999,,
C2014,UT,m,TM,1,781,34.5,42.299999,41.299999,27.1
C2015,TJL,f,Control,1,638,30.0,37.0,41.0,
C2015,TJL,f,Control,1,939,35.0,42.0,48.0,44.0
C2015,TJL,f,Control,1,1099,32.0,35.0,34.0,35.0
C2015,TJL,f,Control,1,1156,36.0,34.0,44.0,50.0
C2015,TJL,f,Control,1,727,27.0,31.0,43.0,
C2015,TJL,f,Control,1,1120,32.0,35.0,37.0,43.0
C2015,TJL,f,Control,1,734,38.0,43.0,46.0,33.0
C2015,TJL,f,Control,1,904,32.0,31.0,37.0,36.0
C2015,TJL,m,Control,1,373,49.0,30.0,,
C2015,TJL,m,Control,1,887,42.0,46.0,43.0,36.0
C2015,TJL,m,Control,1,840,40.0,51.0,46.0,40.0
C2015,TJL,m,Control,1,601,30.0,44.0,45.0,
C2015,TJL,m,Control,1,1237,31.0,39.0,42.0,40.0
C2015,TJL,m,Control,1,1164,29.0,38.0,41.0,41.0
C2015,TJL,m,Control,1,762,37.0,38.0,40.0,40.0
C2015,TJL,m,Control,1,629,40.0,47.0,46.0,
C2015,TJL,m,Control,1,483,41.0,46.0,,
C2015,TJL,m,Control,1,348,47.0,,,
C2015,TJL,m,Control,1,1009,40.0,46.0,50.0,48.0
C2015,TJL,m,Control,1,873,45.0,46.0,49.0,47.0
C2015,TJL,f,Control,1,649,34.0,42.0,47.0,
C2015,TJL,f,Control,1,1005,37.0,44.0,43.0,46.0
C2015,TJL,f,Control,1,866,31.0,37.0,37.0,34.0
C2015,TJL,f,Control,1,992,29.0,31.0,33.0,38.0
C2015,TJL,m,Control,1,873,35.0,42.0,41.0,38.0
C2015,TJL,m,Control,1,935,50.0,55.0,59.0,63.0
C2015,TJL,m,Control,1,1061,43.0,45.0,48.0,40.0
C2015,TJL,f,Control,1,924,22.0,23.0,28.0,32.0
C2015,TJL,f,Control,1,854,24.0,29.0,38.0,32.0
C2015,TJL,f,Control,1,981,40.0,48.0,50.0,50.0
C2015,TJL,f,Control,1,1188,27.0,31.0,36.0,39.0
C2015,TJL,m,Control,1,918,39.0,40.0,39.0,42.0
C2015,TJL,m,Control,1,942,39.0,50.0,49.0,35.0
C2015,TJL,m,Control,1,239,45.0,,,
C2015,TJL,f,Control,1,541,28.0,31.0,,
C2015,TJL,f,Control,1,988,26.0,32.0,35.0,32.0
C2015,TJL,f,Control,1,1210,30.0,37.0,42.0,49.0
C2015,TJL,f,Control,1,911,23.0,25.0,29.0,31.0
C2015,TJL,f,Control,1,911,42.0,52.0,55.0,45.0
C2015,TJL,f,Control,1,1317,35.0,44.0,47.0,48.0
C2015,TJL,f,Control,1,917,43.0,55.0,56.0,62.0
C2015,TJL,f,Control,1,517,36.0,55.0,,
C2015,TJL,f,Control,1,695,25.0,31.0,34.0,
C2015,TJL,f,Control,1,492,31.0,45.0,,
C2015,TJL,f,Control,1,1002,30.0,44.0,49.0,45.0
C2015,TJL,f,Control,1,1152,35.0,42.0,48.0,50.0
C2015,TJL,f,Control,1,952,30.0,38.0,43.0,46.0
C2015,TJL,f,Control,1,1056,26.0,32.0,42.0,45.0
C2015,TJL,f,Control,1,1043,34.0,42.0,54.0,62.0
C2015,TJL,f,Control,0,917,,,,
C2015,TJL,m,Control,1,820,46.0,53.0,53.0,49.0
C2015,TJL,m,Control,1,885,33.0,48.0,40.0,35.0
C2015,TJL,m,Control,1,945,42.0,45.0,45.0,45.0
C2015,TJL,m,Control,1,1042,30.0,37.0,43.0,43.0
C2015,TJL,m,Control,1,457,36.0,43.0,,
C2015,TJL,m,Control,1,520,46.0,53.0,,
C2015,TJL,m,Control,1,177,,,,
C2015,TJL,m,Control,1,1056,34.0,40.0,42.0,40.0
C2015,TJL,m,Control,1,1094,32.0,39.0,41.0,38.0
C2015,TJL,f,Control,1,1173,23.0,26.0,27.0,29.0
C2015,TJL,f,Control,1,838,26.0,31.0,35.0,40.0
C2015,TJL,f,Control,1,928,28.0,33.0,36.0,40.0
C2015,TJL,f,Control,1,838,37.0,42.0,44.0,43.0
C2015,TJL,m,Control,1,932,42.0,51.0,52.0,53.0
C2015,TJL,m,Control,1,768,40.0,50.0,51.0,39.0
C2015,TJL,m,Control,1,392,37.0,33.0,,
C2015,TJL,m,Control,1,289,47.0,,,
C2015,TJL,m,Control,1,1032,43.0,48.0,50.0,47.0
C2015,TJL,m,Control,1,924,33.0,40.0,41.0,40.0
C2015,TJL,f,Control,1,719,21.0,25.0,29.0,
C2015,TJL,f,Control,1,900,33.0,38.0,41.0,40.0
C2015,TJL,f,Control,1,873,38.0,46.0,53.0,52.0
C2015,TJL,f,Control,1,719,31.0,43.0,39.0,
C2015,TJL,f,Control,1,776,25.0,29.0,36.0,35.0
C2015,TJL,f,Control,1,811,26.0,31.0,35.0,37.0
C2015,TJL,f,Control,1,1056,22.0,25.0,24.0,25.0
C2015,TJL,f,Control,1,1042,20.0,23.0,26.0,29.0
C2015,TJL,f,Control,1,758,31.0,42.0,46.0,39.0
C2015,TJL,f,Control,1,953,31.0,39.0,40.0,42.0
