cohort,site,sex,group,dead,lifespan_days,bw_6,bw_12,bw_18,bw_24
C2004,TJL,m,4-OH-PBN,1,896,,,,
C2004,TJL,m,4-OH-PBN,1,1077,,,,
C2004,TJL,m,4-OH-PBN,1,790,,,,
C2004,TJL,f,4-OH-PBN,1,823,,,,
C2004,TJL,f,4-OH-PBN,1,601,,,,
C2004,TJL,f,4-OH-PBN,1,842,,,,
C2004,TJL,f,4-OH-PBN,1,885,,,,
C2004,TJL,m,4-OH-PBN,1,912,,,,
C2004,TJL,m,4-OH-PBN,1,919,,,,
C2004,TJL,m,4-OH-PBN,1,967,,,,
C2004,TJL,m,4-OH-PBN,1,605,,,,
C2004,TJL,m,4-OH-PBN,1,870,,,,
C2004,TJL,m,4-OH-PBN,1,435,,,,
C2004,TJL,m,4-OH-PBN,0,653,,,,
C2004,TJL,m,4-OH-PBN,1,128,,,,
C2004,TJL,m,4-OH-PBN,0,653,,,,
C2004,TJL,m,4-OH-PBN,1,910,,,,
C2004,TJL,m,4-OH-PBN,1,1028,,,,
C2004,TJL,m,4-OH-PBN,1,939,,,,
C2004,TJL,f,4-OH-PBN,1,950,,,,
C2004,TJL,f,4-OH-PBN,1,686,,,,
C2004,TJL,f,4-OH-PBN,1,610,,,,
C2004,TJL,f,4-OH-PBN,1,1043,,,,
C2004,TJL,m,4-OH-PBN,1,496,,,,
C2004,TJL,m,4-OH-PBN,1,876,,,,
C2004,TJL,m,4-OH-PBN,1,961,,,,
C2004,TJL,f,4-OH-PBN,1,715,,,,
C2004,TJL,f,4-OH-PBN,1,930,,,,
C2004,TJL,f,4-OH-PBN,1,1101,,,,
C2004,TJL,f,4-OH-PBN,1,820,,,,
C2004,TJL,f,4-OH-PBN,1,620,,,,
C2004,TJL,f,4-OH-PBN,1,850,,,,
C2004,TJL,f,4-OH-PBN,1,584,,,,
C2004,TJL,f,4-OH-PBN,1,850,,,,
C2004,TJL,m,4-OH-PBN,1,416,,,,
C2004,TJL,m,4-OH-PBN,1,634,,,,
C2004,TJL,m,4-OH-PBN,1,641,,,,
C2004,TJL,f,4-OH-PBN,1,876,,,,
C2004,TJL,f,4-OH-PBN,1,959,,,,
C2004,TJL,f,4-OH-PBN,1,762,,,,
C2004,TJL,f,4-OH-PBN,1,328,,,,
C2004,TJL,f,4-OH-PBN,1,981,,,,
C2004,TJL,f,4-OH-PBN,1,743,,,,
C2004,TJL,f,4-OH-PBN,1,743,,,,
C2004,TJL,f,4-OH-PBN,1,1099,,,,
C2004,TJL,f,4-OH-PBN,1,793,,,,
C2004,TJL,f,4-OH-PBN,1,927,,,,
C2004,TJL,f,4-OH-PBN,1,912,,,,
C2004,TJL,f,4-OH-PBN,1,1005,,,,
C2004,TJL,f,4-OH-PBN,1,916,,,,
C2004,TJL,f,4-OH-PBN,1,367,,,,
C2004,TJL,f,4-OH-PBN,1,677,,,,
C2004,TJL,f,4-OH-PBN,1,1055,,,,
C2004,TJL,m,4-OH-PBN,1,491,,,,
C2004,TJL,m,4-OH-PBN,1,966,,,,
C2004,TJL,m,4-OH-PBN,1,659,,,,
C2004,TJL,m,4-OH-PBN,1,722,,,,
C2004,TJL,m,4-OH-PBN,1,597,,,,
C2004,TJL,m,4-OH-PBN,1,853,,,,
C2004,TJL,f,4-OH-PBN,1,874,,,,
C2004,TJL,f,4-OH-PBN,1,448,,,,
C2004,TJL,f,4-OH-PBN,1,990,,,,
C2004,TJL,f,4-OH-PBN,1,1119,,,,
C2004,TJL,m,4-OH-PBN,1,910,,,,
C2004,TJL,m,4-OH-PBN,1,881,,,,
C2004,TJL,m,4-OH-PBN,1,862,,,,
C2004,TJL,m,4-OH-PBN,1,1037,,,,
C2004,TJL,m,4-OH-PBN,1,792,,,,
C2004,TJL,m,4-OH-PBN,1,953,,,,
C2004,TJL,m,4-OH-PBN,1,248,,,,
C2004,TJL,m,4-OH-PBN,1,787,,,,
C2004,TJL,m,4-OH-PBN,1,387,,,,
C2004,TJL,m,4-OH-PBN,1,745,,,,
C2004,TJL,m,4-OH-PBN,1,738,,,,
C2004,TJL,m,4-OH-PBN,1,550,,,,
C2004,TJL,m,4-OH-PBN,1,769,,,,
C2004,TJL,m,4-OH-PBN,1,355,,,,
C2004,TJL,m,4-OH-PBN,1,502,,,,
C2004,TJL,m,4-OH-PBN,1,911,,,,
C2004,TJL,m,4-OH-PBN,1,547,,,,
C2004,TJL,m,4-OH-PBN,1,652,,,,
C2004,TJL,f,4-OH-PBN,1,1004,,,,
C2004,TJL,f,4-OH-PBN,1,1057,,,,
C2004,TJL,f,4-OH-PBN,1,906,,,,
C2004,TJL,f,4-OH-PBN,1,970,,,,
C2004,TJL,m,4-OH-PBN,1,170,,,,
C2004,TJL,m,4-OH-PBN,1,365,,,,
C2004,TJL,m,4-OH-PBN,1,836,,,,
C2004,TJL,f,4-OH-PBN,1,1019,,,,
C2004,TJL,f,4-OH-PBN,1,988,,,,
C2004,TJL,f,4-OH-PBN,1,655,,,,
C2004,TJL,f,4-OH-PBN,1,837,,,,
C2004,TJL,m,4-OH-PBN,1,447,,,,
C2004,TJL,m,4-OH-PBN,1,713,,,,
C2004,TJL,m,4-OH-PBN,1,685,,,,
C2004,TJL,f,4-OH-PBN,1,927,,,,
C2004,TJL,f,4-OH-PBN,1,715,,,,
C2004,TJL,f,4-OH-PBN,1,813,,,,
C2004,TJL,f,4-OH-PBN,1,905,,,,
C2004,TJL,m,4-OH-PBN,1,414,,,,
C2004,TJL,m,4-OH-PBN,1,293,,,,
C2004,TJL,m,4-OH-PBN,1,405,,,,
C2004,TJL,m,4-OH-PBN,1,695,,,,
C2004,TJL,m,4-OH-PBN,1,330,,,,
C2004,TJL,m,4-OH-PBN,1,429,,,,
C2004,TJL,m,4-OH-PBN,1,920,,,,
C2004,TJL,m,4-OH-PBN,1,570,,,,
C2004,TJL,m,4-OH-PBN,1,625,,,,
C2004,TJL,m,Aspirin,1,665,,,,
C2004,TJL,m,Aspirin,1,1008,,,,
C2004,TJL,m,Aspirin,1,1131,,,,
C2004,TJL,f,Aspirin,1,625,,,,
C2004,TJL,f,Aspirin,1,856,,,,
C2004,TJL,f,Aspirin,1,842,,,,
C2004,TJL,f,Aspirin,1,752,,,,
C2004,TJL,f,Aspirin,1,772,,,,
C2004,TJL,f,Aspirin,1,1107,,,,
C2004,TJL,f,Aspirin,1,866,,,,
C2004,TJL,f,Aspirin,1,727,,,,
C2004,TJL,m,Aspirin,1,897,,,,
C2004,TJL,m,Aspirin,1,1090,,,,
C2004,TJL,m,Aspirin,1,936,,,,
C2004,TJL,m,Aspirin,1,632,,,,
C2004,TJL,m,Aspirin,1,927,,,,
C2004,TJL,m,Aspirin,1,696,,,,
C2004,TJL,m,Aspirin,1,790,,,,
C2004,TJL,m,Aspirin,1,1168,,,,
C2004,TJL,m,Aspirin,1,882,,,,
C2004,TJL,m,Aspirin,1,763,,,,
C2004,TJL,m,Aspirin,1,839,,,,
C2004,TJL,m,Aspirin,1,768,,,,
C2004,TJL,f,Aspirin,1,874,,,,
C2004,TJL,f,Aspirin,1,854,,,,
C2004,TJL,f,Aspirin,1,617,,,,
C2004,TJL,f,Aspirin,1,804,,,,
C2004,TJL,m,Aspirin,1,1022,,,,
C2004,TJL,m,Aspirin,1,882,,,,
C2004,TJL,m,Aspirin,1,1091,,,,
C2004,TJL,f,Aspirin,1,739,,,,
C2004,TJL,f,Aspirin,1,577,,,,
C2004,TJL,f,Aspirin,1,1163,,,,
C2004,TJL,f,Aspirin,1,1019,,,,
C2004,TJL,m,Aspirin,1,834,,,,
C2004,TJL,m,Aspirin,1,657,,,,
C2004,TJL,m,Aspirin,1,632,,,,
C2004,TJL,m,Aspirin,1,654,,,,
C2004,TJL,m,Aspirin,1,415,,,,
C2004,TJL,m,Aspirin,1,1201,,,,
C2004,TJL,f,Aspirin,1,844,,,,
C2004,TJL,f,Aspirin,1,816,,,,
C2004,TJL,f,Aspirin,1,927,,,,
C2004,TJL,f,Aspirin,1,762,,,,
C2004,TJL,m,Aspirin,1,859,,,,
C2004,TJL,m,Aspirin,1,951,,,,
C2004,TJL,m,Aspirin,1,788,,,,
C2004,TJL,f,Aspirin,1,892,,,,
C2004,TJL,f,Aspirin,1,879,,,,
C2004,TJL,f,Aspirin,1,767,,,,
C2004,TJL,f,Aspirin,1,1075,,,,
C2004,TJL,m,Aspirin,1,852,,,,
C2004,TJL,m,Aspirin,1,318,,,,
C2004,TJL,m,Aspirin,1,802,,,,
C2004,TJL,m,Aspirin,1,708,,,,
C2004,TJL,m,Aspirin,1,866,,,,
C2004,TJL,m,Aspirin,1,840,,,,
C2004,TJL,f,Aspirin,1,910,,,,
C2004,TJL,f,Aspirin,1,840,,,,
C2004,TJL,f,Aspirin,1,981,,,,
C2004,TJL,f,Aspirin,1,777,,,,
C2004,TJL,m,Aspirin,1,672,,,,
C2004,TJL,m,Aspirin,1,851,,,,
C2004,TJL,m,Aspirin,1,251,,,,
C2004,TJL,m,Aspirin,1,890,,,,
C2004,TJL,m,Aspirin,1,653,,,,
C2004,TJL,m,Aspirin,1,855,,,,
C2004,TJL,m,Aspirin,0,829,,,,
C2004,TJL,m,Aspirin,0,827,,,,
C2004,TJL,m,Aspirin,0,827,,,,
C2004,TJL,m,Aspirin,1,846,,,,
C2004,TJL,m,Aspirin,1,698,,,,
C2004,TJL,m,Aspirin,1,571,,,,
C2004,TJL,f,Aspirin,1,988,,,,
C2004,TJL,f,Aspirin,1,791,,,,
C2004,TJL,f,Aspirin,1,1117,,,,
C2004,TJL,f,Aspirin,1,791,,,,
C2004,TJL,f,Aspirin,1,841,,,,
C2004,TJL,f,Aspirin,1,687,,,,
C2004,TJL,f,Aspirin,1,867,,,,
C2004,TJL,f,Aspirin,1,1111,,,,
C2004,TJL,m,Aspirin,1,922,,,,
C2004,TJL,m,Aspirin,1,940,,,,
C2004,TJL,m,Aspirin,1,908,,,,
C2004,TJL,f,Aspirin,1,798,,,,
C2004,TJL,f,Aspirin,1,687,,,,
C2004,TJL,f,Aspirin,1,883,,,,
C2004,TJL,f,Aspirin,1,953,,,,
C2004,TJL,m,Aspirin,1,858,,,,
C2004,TJL,m,Aspirin,1,1185,,,,
C2004,TJL,m,Aspirin,1,88,,,,
C2004,TJL,f,Aspirin,1,890,,,,
C2004,TJL,f,Aspirin,1,828,,,,
C2004,TJL,f,Aspirin,1,1093,,,,
C2004,TJL,f,Aspirin,1,1022,,,,
C2004,TJL,m,Aspirin,1,295,,,,
C2004,TJL,m,Aspirin,1,280,,,,
C2004,TJL,m,Aspirin,1,211,,,,
C2004,TJL,f,Aspirin,1,786,,,,
C2004,TJL,f,Aspirin,1,729,,,,
C2004,TJL,f,Aspirin,1,386,,,,
C2004,TJL,f,Aspirin,1,1017,,,,
C2004,TJL,m,Aspirin,1,992,,,,
C2004,TJL,m,Aspirin,1,820,,,,
C2004,TJL,m,Aspirin,1,671,,,,
C2004,TJL,m,Aspirin,1,861,,,,
C2004,TJL,m,Aspirin,1,952,,,,
C2004,TJL,m,Aspirin,1,755,,,,
C2004,TJL,m,Control,1,916,,,,
C2004,TJL,m,Control,1,1099,,,,
C2004,TJL,m,Control,1,666,,,,
C2004,TJL,m,Control,1,957,,,,
C2004,TJL,m,Control,1,553,,,,
C2004,TJL,m,Control,1,1112,,,,
C2004,TJL,m,Control,1,686,,,,
C2004,TJL,m,Control,1,924,,,,
C2004,TJL,m,Control,1,292,,,,
C2004,TJL,f,Control,1,800,,,,
C2004,TJL,f,Control,1,800,,,,
C2004,TJL,f,Control,1,1000,,,,
C2004,TJL,f,Control,1,700,,,,
C2004,TJL,f,Control,1,738,,,,
C2004,TJL,f,Control,1,807,,,,
C2004,TJL,f,Control,1,1012,,,,
C2004,TJL,f,Control,1,919,,,,
C2004,TJL,m,Control,1,454,,,,
C2004,TJL,m,Control,1,847,,,,
C2004,TJL,m,Control,1,974,,,,
C2004,TJL,m,Control,1,875,,,,
C2004,TJL,m,Control,1,736,,,,
C2004,TJL,m,Control,1,757,,,,
C2004,TJL,m,Control,1,868,,,,
C2004,TJL,m,Control,1,847,,,,
C2004,TJL,m,Control,1,1106,,,,
C2004,TJL,m,Control,1,620,,,,
C2004,TJL,m,Control,1,564,,,,
C2004,TJL,m,Control,1,929,,,,
C2004,TJL,f,Control,1,541,,,,
C2004,TJL,f,Control,1,683,,,,
C2004,TJL,f,Control,1,969,,,,
C2004,TJL,f,Control,1,714,,,,
C2004,TJL,f,Control,1,962,,,,
C2004,TJL,f,Control,1,738,,,,
C2004,TJL,f,Control,1,962,,,,
C2004,TJL,f,Control,1,1103,,,,
C2004,TJL,m,Control,1,903,,,,
C2004,TJL,m,Control,1,961,,,,
C2004,TJL,m,Control,1,961,,,,
C2004,TJL,f,Control,0,917,,,,
C2004,TJL,f,Control,0,917,,,,
C2004,TJL,f,Control,1,238,,,,
C2004,TJL,f,Control,0,917,,,,
C2004,TJL,f,Control,1,821,,,,
C2004,TJL,f,Control,1,578,,,,
C2004,TJL,f,Control,1,896,,,,
C2004,TJL,f,Control,1,1212,,,,
C2004,TJL,m,Control,1,884,,,,
C2004,TJL,m,Control,1,371,,,,
C2004,TJL,m,Control,1,273,,,,
C2004,TJL,m,Control,1,763,,,,
C2004,TJL,m,Control,1,540,,,,
C2004,TJL,m,Control,1,433,,,,
C2004,TJL,f,Control,1,895,,,,
C2004,TJL,f,Control,1,798,,,,
C2004,TJL,f,Control,1,1063,,,,
C2004,TJL,f,Control,1,699,,,,
C2004,TJL,m,Control,1,489,,,,
C2004,TJL,m,Control,1,685,,,,
C2004,TJL,m,Control,1,417,,,,
C2004,TJL,m,Control,1,1031,,,,
C2004,TJL,m,Control,1,844,,,,
C2004,TJL,m,Control,1,612,,,,
C2004,TJL,m,Control,1,593,,,,
C2004,TJL,m,Control,1,324,,,,
C2004,TJL,m,Control,1,437,,,,
C2004,TJL,m,Control,1,876,,,,
C2004,TJL,m,Control,1,791,,,,
C2004,TJL,m,Control,1,763,,,,
C2004,TJL,m,Control,1,467,,,,
C2004,TJL,m,Control,1,776,,,,
C2004,TJL,m,Control,1,1040,,,,
C2004,TJL,f,Control,1,747,,,,
C2004,TJL,f,Control,1,970,,,,
C2004,TJL,f,Control,1,815,,,,
C2004,TJL,f,Control,1,858,,,,
C2004,TJL,f,Control,1,1097,,,,
C2004,TJL,f,Control,1,974,,,,
C2004,TJL,f,Control,1,994,,,,
C2004,TJL,f,Control,1,512,,,,
C2004,TJL,f,Control,1,962,,,,
C2004,TJL,f,Control,1,999,,,,
C2004,TJL,f,Control,1,843,,,,
C2004,TJL,f,Control,1,843,,,,
C2004,TJL,m,Control,1,625,,,,
C2004,TJL,m,Control,1,940,,,,
C2004,TJL,m,Control,1,757,,,,
C2004,TJL,f,Control,1,737,,,,
C2004,TJL,f,Control,1,709,,,,
C2004,TJL,f,Control,1,940,,,,
C2004,TJL,f,Control,1,794,,,,
C2004,TJL,m,Control,1,88,,,,
C2004,TJL,m,Control,1,522,,,,
C2004,TJL,m,Control,1,554,,,,
C2004,TJL,f,Control,1,910,,,,
C2004,TJL,f,Control,1,787,,,,
C2004,TJL,f,Control,1,935,,,,
C2004,TJL,f,Control,1,935,,,,
C2004,TJL,f,Control,1,961,,,,
C2004,TJL,f,Control,1,941,,,,
C2004,TJL,f,Control,1,879,,,,
C2004,TJL,f,Control,1,696,,,,
C2004,TJL,m,Control,1,366,,,,
C2004,TJL,m,Control,1,816,,,,
C2004,TJL,m,Control,1,299,,,,
C2004,TJL,m,Control,1,967,,,,
C2004,TJL,m,Control,1,499,,,,
C2004,TJL,m,Control,1,875,,,,
C2004,TJL,m,Control,1,806,,,,
C2004,TJL,m,Control,1,582,,,,
C2004,TJL,m,Control,1,714,,,,
C2004,TJL,m,Control,1,365,,,,
C2004,TJL,m,Control,1,714,,,,
C2004,TJL,m,Control,1,813,,,,
C2004,TJL,m,Control,1,831,,,,
C2004,TJL,m,Control,1,831,,,,
C2004,TJL,m,Control,1,665,,,,
C2004,TJL,m,Control,1,1108,,,,
C2004,TJL,m,Control,1,784,,,,
C2004,TJL,m,Control,1,498,,,,
C2004,TJL,m,Control,1,915,,,,
C2004,TJL,m,Control,1,703,,,,
C2004,TJL,m,Control,1,841,,,,
C2004,TJL,f,Control,1,741,,,,
C2004,TJL,f,Control,1,1050,,,,
C2004,TJL,f,Control,1,786,,,,
C2004,TJL,f,Control,1,904,,,,
C2004,TJL,f,Control,1,719,,,,
C2004,TJL,f,Control,1,937,,,,
C2004,TJL,f,Control,1,775,,,,
C2004,TJL,f,Control,1,747,,,,
C2004,TJL,m,Control,1,854,,,,
C2004,TJL,m,Control,1,854,,,,
C2004,TJL,m,Control,1,818,,,,
C2004,TJL,m,Control,1,860,,,,
C2004,TJL,m,Control,1,391,,,,
C2004,TJL,m,Control,1,791,,,,
C2004,TJL,m,Control,1,516,,,,
C2004,TJL,m,Control,1,750,,,,
C2004,TJL,m,Control,1,750,,,,
C2004,TJL,m,Control,1,822,,,,
C2004,TJL,m,Control,1,781,,,,
C2004,TJL,m,Control,1,838,,,,
C2004,TJL,m,Control,1,344,,,,
C2004,TJL,m,Control,1,478,,,,
C2004,TJL,m,Control,1,486,,,,
C2004,TJL,m,Control,1,819,,,,
C2004,TJL,m,Control,1,953,,,,
C2004,TJL,m,Control,1,876,,,,
C2004,TJL,m,Control,1,463,,,,
C2004,TJL,m,Control,1,581,,,,
C2004,TJL,m,Control,1,1071,,,,
C2004,TJL,m,Control,1,830,,,,
C2004,TJL,m,Control,1,1054,,,,
C2004,TJL,m,Control,1,830,,,,
C2004,TJL,f,Control,1,562,,,,
C2004,TJL,f,Control,1,715,,,,
C2004,TJL,f,Control,1,1042,,,,
C2004,TJL,f,Control,1,484,,,,
C2004,TJL,f,Control,1,625,,,,
C2004,TJL,f,Control,1,863,,,,
C2004,TJL,f,Control,1,680,,,,
C2004,TJL,f,Control,1,899,,,,
C2004,TJL,m,Control,1,729,,,,
C2004,TJL,m,Control,1,757,,,,
C2004,TJL,m,Control,1,408,,,,
C2004,TJL,m,Control,1,493,,,,
C2004,TJL,m,Control,1,611,,,,
C2004,TJL,m,Control,1,583,,,,
C2004,TJL,m,Control,1,504,,,,
C2004,TJL,m,Control,0,841,,,,
C2004,TJL,m,Control,1,561,,,,
C2004,TJL,m,Control,1,905,,,,
C2004,TJL,m,Control,1,903,,,,
C2004,TJL,m,Control,1,511,,,,
C2004,TJL,m,Control,1,848,,,,
C2004,TJL,m,Control,1,420,,,,
C2004,TJL,m,Control,1,540,,,,
C2004,TJL,m,Control,1,1064,,,,
C2004,TJL,m,Control,1,936,,,,
C2004,TJL,m,Control,1,875,,,,
C2004,TJL,f,Control,1,692,,,,
C2004,TJL,f,Control,1,726,,,,
C2004,TJL,f,Control,1,847,,,,
C2004,TJL,f,Control,1,888,,,,
C2004,TJL,f,Control,1,1106,,,,
C2004,TJL,f,Control,1,705,,,,
C2004,TJL,f,Control,1,580,,,,
C2004,TJL,f,Control,1,1161,,,,
C2004,TJL,f,Control,1,1028,,,,
C2004,TJL,f,Control,1,946,,,,
C2004,TJL,f,Control,1,715,,,,
C2004,TJL,f,Control,1,982,,,,
C2004,TJL,f,Control,1,534,,,,
C2004,TJL,f,Control,1,1188,,,,
C2004,TJL,f,Control,1,1009,,,,
C2004,TJL,f,Control,1,856,,,,
C2004,TJL,f,Control,1,916,,,,
C2004,TJL,f,Control,1,865,,,,
C2004,TJL,f,Control,1,860,,,,
C2004,TJL,f,Control,1,801,,,,
C2004,TJL,f,Control,1,994,,,,
C2004,TJL,f,Control,1,1021,,,,
C2004,TJL,f,Control,1,791,,,,
C2004,TJL,f,Control,1,741,,,,
C2004,TJL,m,Control,1,730,,,,
C2004,TJL,m,Control,1,955,,,,
C2004,TJL,m,Control,1,857,,,,
C2004,TJL,m,Control,1,1216,,,,
C2004,TJL,m,Control,1,659,,,,
C2004,TJL,m,Control,1,600,,,,
C2004,TJL,f,Control,1,994,,,,
C2004,TJL,f,Control,1,850,,,,
C2004,TJL,f,Control,1,1052,,,,
C2004,TJL,m,Control,1,860,,,,
C2004,TJL,m,Control,1,998,,,,
C2004,TJL,m,Control,1,553,,,,
C2004,TJL,f,Control,1,1078,,,,
C2004,TJL,m,Control,1,757,,,,
C2004,TJL,m,Control,1,751,,,,
C2004,TJL,m,Control,1,479,,,,
C2004,TJL,m,NDGA,1,575,,,,
C2004,TJL,m,NDGA,1,978,,,,
C2004,TJL,m,NDGA,1,811,,,,
C2004,TJL,f,NDGA,1,720,,,,
C2004,TJL,f,NDGA,1,536,,,,
C2004,TJL,f,NDGA,1,1065,,,,
C2004,TJL,f,NDGA,1,1169,,,,
C2004,TJL,m,NDGA,1,846,,,,
C2004,TJL,m,NDGA,1,664,,,,
C2004,TJL,m,NDGA,1,679,,,,
C2004,TJL,f,NDGA,1,894,,,,
C2004,TJL,f,NDGA,1,750,,,,
C2004,TJL,f,NDGA,1,1143,,,,
C2004,TJL,f,NDGA,1,960,,,,
C2004,TJL,m,NDGA,1,658,,,,
C2004,TJL,m,NDGA,1,762,,,,
C2004,TJL,m,NDGA,1,1012,,,,
C2004,TJL,m,NDGA,1,315,,,,
C2004,TJL,m,NDGA,1,973,,,,
C2004,TJL,m,NDGA,1,917,,,,
C2004,TJL,f,NDGA,1,862,,,,
C2004,TJL,f,NDGA,1,458,,,,
C2004,TJL,f,NDGA,1,973,,,,
C2004,TJL,f,NDGA,1,1056,,,,
C2004,TJL,f,NDGA,1,1094,,,,
C2004,TJL,f,NDGA,1,870,,,,
C2004,TJL,f,NDGA,1,722,,,,
C2004,TJL,f,NDGA,1,757,,,,
C2004,TJL,f,NDGA,1,748,,,,
C2004,TJL,f,NDGA,1,1020,,,,
C2004,TJL,f,NDGA,1,818,,,,
C2004,TJL,f,NDGA,1,895,,,,
C2004,TJL,m,NDGA,1,1035,,,,
C2004,TJL,m,NDGA,1,601,,,,
C2004,TJL,m,NDGA,1,845,,,,
C2004,TJL,m,NDGA,0,332,,,,
C2004,TJL,m,NDGA,0,332,,,,
C2004,TJL,m,NDGA,0,332,,,,
C2004,TJL,m,NDGA,1,906,,,,
C2004,TJL,m,NDGA,1,1156,,,,
C2004,TJL,m,NDGA,1,1039,,,,
C2004,TJL,f,NDGA,1,939,,,,
C2004,TJL,f,NDGA,1,891,,,,
C2004,TJL,f,NDGA,1,871,,,,
C2004,TJL,f,NDGA,1,981,,,,
C2004,TJL,m,NDGA,1,1015,,,,
C2004,TJL,m,NDGA,1,890,,,,
C2004,TJL,m,NDGA,1,771,,,,
C2004,TJL,m,NDGA,1,505,,,,
C2004,TJL,m,NDGA,1,1010,,,,
C2004,TJL,m,NDGA,1,763,,,,
C2004,TJL,m,NDGA,1,1053,,,,
C2004,TJL,m,NDGA,1,236,,,,
C2004,TJL,m,NDGA,1,782,,,,
C2004,TJL,m,NDGA,1,887,,,,
C2004,TJL,m,NDGA,1,915,,,,
C2004,TJL,m,NDGA,1,543,,,,
C2004,TJL,m,NDGA,1,463,,,,
C2004,TJL,m,NDGA,1,889,,,,
C2004,TJL,m,NDGA,1,455,,,,
C2004,TJL,m,NDGA,1,857,,,,
C2004,TJL,m,NDGA,1,330,,,,
C2004,TJL,m,NDGA,1,847,,,,
C2004,TJL,f,NDGA,1,896,,,,
C2004,TJL,f,NDGA,1,924,,,,
C2004,TJL,f,NDGA,1,664,,,,
C2004,TJL,f,NDGA,1,531,,,,
C2004,TJL,f,NDGA,1,813,,,,
C2004,TJL,f,NDGA,1,813,,,,
C2004,TJL,f,NDGA,1,647,,,,
C2004,TJL,f,NDGA,1,961,,,,
C2004,TJL,m,NDGA,1,913,,,,
C2004,TJL,m,NDGA,1,907,,,,
C2004,TJL,m,NDGA,1,703,,,,
C2004,TJL,m,NDGA,1,997,,,,
C2004,TJL,m,NDGA,1,927,,,,
C2004,TJL,m,NDGA,1,997,,,,
C2004,TJL,m,NDGA,1,904,,,,
C2004,TJL,m,NDGA,1,891,,,,
C2004,TJL,m,NDGA,1,806,,,,
C2004,TJL,f,NDGA,1,1044,,,,
C2004,TJL,f,NDGA,1,906,,,,
C2004,TJL,f,NDGA,1,893,,,,
C2004,TJL,f,NDGA,1,960,,,,
C2004,TJL,f,NDGA,1,937,,,,
C2004,TJL,f,NDGA,1,811,,,,
C2004,TJL,f,NDGA,1,777,,,,
C2004,TJL,f,NDGA,1,671,,,,
C2004,TJL,m,NDGA,1,743,,,,
C2004,TJL,m,NDGA,1,911,,,,
C2004,TJL,m,NDGA,1,713,,,,
C2004,TJL,m,NDGA,1,197,,,,
C2004,TJL,m,NDGA,1,547,,,,
C2004,TJL,m,NDGA,1,610,,,,
C2004,TJL,m,NDGA,1,686,,,,
C2004,TJL,m,NDGA,1,1112,,,,
C2004,TJL,m,NDGA,1,688,,,,
C2004,TJL,f,NDGA,1,749,,,,
C2004,TJL,f,NDGA,1,1009,,,,
C2004,TJL,f,NDGA,1,1073,,,,
C2004,TJL,f,NDGA,1,552,,,,
C2004,TJL,f,NDGA,1,924,,,,
C2004,TJL,f,NDGA,1,575,,,,
C2004,TJL,f,NDGA,1,707,,,,
C2004,TJL,f,NDGA,1,1108,,,,
C2004,TJL,m,NDGA,1,453,,,,
C2004,TJL,m,NDGA,1,1060,,,,
C2004,TJL,m,NDGA,1,1001,,,,
C2004,TJL,m,NFP,1,1070,,,,
C2004,TJL,m,NFP,1,1090,,,,
C2004,TJL,m,NFP,1,869,,,,
C2004,TJL,f,NFP,1,1004,,,,
C2004,TJL,f,NFP,1,962,,,,
C2004,TJL,f,NFP,1,983,,,,
C2004,TJL,f,NFP,1,772,,,,
C2004,TJL,m,NFP,1,994,,,,
C2004,TJL,m,NFP,1,419,,,,
C2004,TJL,m,NFP,1,819,,,,
C2004,TJL,f,NFP,1,912,,,,
C2004,TJL,f,NFP,1,772,,,,
C2004,TJL,f,NFP,1,639,,,,
C2004,TJL,f,NFP,1,821,,,,
C2004,TJL,f,NFP,1,1144,,,,
C2004,TJL,f,NFP,1,933,,,,
C2004,TJL,f,NFP,1,779,,,,
C2004,TJL,f,NFP,1,772,,,,
C2004,TJL,f,NFP,1,884,,,,
C2004,TJL,f,NFP,1,925,,,,
C2004,TJL,f,NFP,1,900,,,,
C2004,TJL,f,NFP,1,790,,,,
C2004,TJL,m,NFP,1,983,,,,
C2004,TJL,m,NFP,1,1114,,,,
C2004,TJL,m,NFP,1,1067,,,,
C2004,TJL,f,NFP,1,896,,,,
C2004,TJL,f,NFP,1,946,,,,
C2004,TJL,f,NFP,1,658,,,,
C2004,TJL,f,NFP,1,1030,,,,
C2004,TJL,f,NFP,1,1033,,,,
C2004,TJL,f,NFP,1,538,,,,
C2004,TJL,f,NFP,1,953,,,,
C2004,TJL,f,NFP,1,1084,,,,
C2004,TJL,m,NFP,1,740,,,,
C2004,TJL,m,NFP,1,277,,,,
C2004,TJL,m,NFP,1,636,,,,
C2004,TJL,f,NFP,1,793,,,,
C2004,TJL,f,NFP,1,758,,,,
C2004,TJL,f,NFP,1,1035,,,,
C2004,TJL,f,NFP,1,996,,,,
C2004,TJL,f,NFP,1,1005,,,,
C2004,TJL,f,NFP,1,741,,,,
C2004,TJL,f,NFP,1,915,,,,
C2004,TJL,f,NFP,1,435,,,,
C2004,TJL,f,NFP,1,834,,,,
C2004,TJL,f,NFP,1,694,,,,
C2004,TJL,f,NFP,1,784,,,,
C2004,TJL,f,NFP,1,728,,,,
C2004,TJL,m,NFP,1,855,,,,
C2004,TJL,m,NFP,1,287,,,,
C2004,TJL,m,NFP,1,1203,,,,
C2004,TJL,m,NFP,1,986,,,,
C2004,TJL,m,NFP,1,944,,,,
C2004,TJL,m,NFP,1,628,,,,
C2004,TJL,m,NFP,1,750,,,,
