population,cohort,site,sex,id,group,dose,age_initiation,status,dead,age,Rx(ppm),Unnamed: 11,weight_42d,weight_6m,weight_12m,maternal_age_days,parity,mouse
UM-HET3,C2004,TJL,f,JL00061,Control,0,,dead,1,800,,,,,,,,C2004|JL00061
UM-HET3,C2004,TJL,f,JL00062,Control,0,,dead,1,800,,,,,,,,C2004|JL00062
UM-HET3,C2004,TJL,f,JL00063,Control,0,,dead,1,1000,,,,,,,,C2004|JL00063
UM-HET3,C2004,TJL,f,JL00064,Control,0,,dead,1,700,,,,,,,,C2004|JL00064
UM-HET3,C2004,TJL,f,JL00116,Control,0,,dead,1,738,,,,,,,,C2004|JL00116
UM-HET3,C2004,TJL,f,JL00117,Control,0,,dead,1,807,,,,,,,,C2004|JL00117
UM-HET3,C2004,TJL,f,JL00118,Control,0,,dead,1,1012,,,,,,,,C2004|JL00118
UM-HET3,C2004,TJL,f,JL00119,Control,0,,dead,1,919,,,,,,,,C2004|JL00119
UM-HET3,C2004,TJL,f,JL00175,Control,0,,dead,1,541,,,,,,,,C2004|JL00175
UM-HET3,C2004,TJL,f,JL00176,Control,0,,dead,1,683,,,,,,,,C2004|JL00176
UM-HET3,C2004,TJL,f,JL00177,Control,0,,dead,1,969,,,,,,,,C2004|JL00177
UM-HET3,C2004,TJL,f,JL00178,Control,0,,dead,1,714,,,,,,,,C2004|JL00178
UM-HET3,C2004,TJL,f,JL00223,Control,0,,dead,1,962,,,,,,,,C2004|JL00223
UM-HET3,C2004,TJL,f,JL00224,Control,0,,dead,1,738,,,,,,,,C2004|JL00224
UM-HET3,C2004,TJL,f,JL00225,Control,0,,dead,1,962,,,,,,,,C2004|JL00225
UM-HET3,C2004,TJL,f,JL00226,Control,0,,dead,1,1103,,,,,,,,C2004|JL00226
UM-HET3,C2004,TJL,f,JL00244,Control,0,,removed,0,917,,,,,,,,C2004|JL00244
UM-HET3,C2004,TJL,f,JL00245,Control,0,,removed,0,917,,,,,,,,C2004|JL00245
UM-HET3,C2004,TJL,f,JL00246,Control,0,,dead,1,238,,,,,,,,C2004|JL00246
UM-HET3,C2004,TJL,f,JL00247,Control,0,,removed,0,917,,,,,,,,C2004|JL00247
UM-HET3,C2004,TJL,f,JL00251,Control,0,,dead,1,821,,,,,,,,C2004|JL00251
UM-HET3,C2004,TJL,f,JL00252,Control,0,,dead,1,578,,,,,,,,C2004|JL00252
UM-HET3,C2004,TJL,f,JL00253,Control,0,,dead,1,896,,,,,,,,C2004|JL00253
UM-HET3,C2004,TJL,f,JL00254,Control,0,,dead,1,1212,,,,,,,,C2004|JL00254
UM-HET3,C2004,TJL,f,JL00328,Control,0,,dead,1,895,,,,,,,,C2004|JL00328
UM-HET3,C2004,TJL,f,JL00329,Control,0,,dead,1,798,,,,,,,,C2004|JL00329
UM-HET3,C2004,TJL,f,JL00330,Control,0,,dead,1,1063,,,,,,,,C2004|JL00330
UM-HET3,C2004,TJL,f,JL00331,Control,0,,dead,1,699,,,,,,,,C2004|JL00331
UM-HET3,C2004,TJL,f,JL00394,Control,0,,dead,1,747,,,,,,,,C2004|JL00394
UM-HET3,C2004,TJL,f,JL00395,Control,0,,dead,1,970,,,,,,,,C2004|JL00395
UM-HET3,C2004,TJL,f,JL00396,Control,0,,dead,1,815,,,,,,,,C2004|JL00396
UM-HET3,C2004,TJL,f,JL00397,Control,0,,dead,1,858,,,,,,,,C2004|JL00397
UM-HET3,C2004,TJL,f,JL00414,Control,0,,dead,1,1097,,,,,,,,C2004|JL00414
UM-HET3,C2004,TJL,f,JL00415,Control,0,,dead,1,974,,,,,,,,C2004|JL00415
UM-HET3,C2004,TJL,f,JL00416,Control,0,,dead,1,994,,,,,,,,C2004|JL00416
UM-HET3,C2004,TJL,f,JL00417,Control,0,,dead,1,512,,,,,,,,C2004|JL00417
UM-HET3,C2004,TJL,f,JL00444,Control,0,,dead,1,962,,,,,,,,C2004|JL00444
UM-HET3,C2004,TJL,f,JL00445,Control,0,,dead,1,999,,,,,,,,C2004|JL00445
UM-HET3,C2004,TJL,f,JL00446,Control,0,,dead,1,843,,,,,,,,C2004|JL00446
UM-HET3,C2004,TJL,f,JL00447,Control,0,,dead,1,843,,,,,,,,C2004|JL00447
UM-HET3,C2004,TJL,f,JL00468,Control,0,,dead,1,737,,,,,,,,C2004|JL00468
UM-HET3,C2004,TJL,f,JL00469,Control,0,,dead,1,709,,,,,,,,C2004|JL00469
UM-HET3,C2004,TJL,f,JL00470,Control,0,,dead,1,940,,,,,,,,C2004|JL00470
UM-HET3,C2004,TJL,f,JL00471,Control,0,,dead,1,794,,,,,,,,C2004|JL00471
UM-HET3,C2004,TJL,f,JL00504,Control,0,,dead,1,910,,,,,,,,C2004|JL00504
UM-HET3,C2004,TJL,f,JL00505,Control,0,,dead,1,787,,,,,,,,C2004|JL00505
UM-HET3,C2004,TJL,f,JL00506,Control,0,,dead,1,935,,,,,,,,C2004|JL00506
UM-HET3,C2004,TJL,f,JL00507,Control,0,,dead,1,935,,,,,,,,C2004|JL00507
UM-HET3,C2004,TJL,f,JL00546,Control,0,,dead,1,961,,,,,,,,C2004|JL00546
UM-HET3,C2004,TJL,f,JL00547,Control,0,,dead,1,941,,,,,,,,C2004|JL00547
UM-HET3,C2004,TJL,f,JL00548,Control,0,,dead,1,879,,,,,,,,C2004|JL00548
UM-HET3,C2004,TJL,f,JL00549,Control,0,,dead,1,696,,,,,,,,C2004|JL00549
UM-HET3,C2004,TJL,f,JL00620,Control,0,,dead,1,741,,,,,,,,C2004|JL00620
UM-HET3,C2004,TJL,f,JL00621,Control,0,,dead,1,1050,,,,,,,,C2004|JL00621
UM-HET3,C2004,TJL,f,JL00622,Control,0,,dead,1,786,,,,,,,,C2004|JL00622
UM-HET3,C2004,TJL,f,JL00623,Control,0,,dead,1,904,,,,,,,,C2004|JL00623
UM-HET3,C2004,TJL,f,JL00624,Control,0,,dead,1,719,,,,,,,,C2004|JL00624
UM-HET3,C2004,TJL,f,JL00625,Control,0,,dead,1,937,,,,,,,,C2004|JL00625
UM-HET3,C2004,TJL,f,JL00626,Control,0,,dead,1,775,,,,,,,,C2004|JL00626
UM-HET3,C2004,TJL,f,JL00627,Control,0,,dead,1,747,,,,,,,,C2004|JL00627
UM-HET3,C2004,TJL,f,JL00706,Control,0,,dead,1,562,,,,,,,,C2004|JL00706
UM-HET3,C2004,TJL,f,JL00707,Control,0,,dead,1,715,,,,,,,,C2004|JL00707
UM-HET3,C2004,TJL,f,JL00708,Control,0,,dead,1,1042,,,,,,,,C2004|JL00708
UM-HET3,C2004,TJL,f,JL00709,Control,0,,dead,1,484,,,,,,,,C2004|JL00709
UM-HET3,C2004,TJL,f,JL00710,Control,0,,dead,1,625,,,,,,,,C2004|JL00710
UM-HET3,C2004,TJL,f,JL00711,Control,0,,dead,1,863,,,,,,,,C2004|JL00711
UM-HET3,C2004,TJL,f,JL00712,Control,0,,dead,1,680,,,,,,,,C2004|JL00712
UM-HET3,C2004,TJL,f,JL00713,Control,0,,dead,1,899,,,,,,,,C2004|JL00713
UM-HET3,C2004,TJL,f,JL00769,Control,0,,dead,1,692,,,,,,,,C2004|JL00769
UM-HET3,C2004,TJL,f,JL00770,Control,0,,dead,1,726,,,,,,,,C2004|JL00770
UM-HET3,C2004,TJL,f,JL00771,Control,0,,dead,1,847,,,,,,,,C2004|JL00771
UM-HET3,C2004,TJL,f,JL00772,Control,0,,dead,1,888,,,,,,,,C2004|JL00772
UM-HET3,C2004,TJL,f,JL00773,Control,0,,dead,1,1106,,,,,,,,C2004|JL00773
UM-HET3,C2004,TJL,f,JL00774,Control,0,,dead,1,705,,,,,,,,C2004|JL00774
UM-HET3,C2004,TJL,f,JL00775,Control,0,,dead,1,580,,,,,,,,C2004|JL00775
UM-HET3,C2004,TJL,f,JL00776,Control,0,,dead,1,1161,,,,,,,,C2004|JL00776
UM-HET3,C2004,TJL,f,JL00777,Control,0,,dead,1,1028,,,,,,,,C2004|JL00777
UM-HET3,C2004,TJL,f,JL00778,Control,0,,dead,1,946,,,,,,,,C2004|JL00778
UM-HET3,C2004,TJL,f,JL00779,Control,0,,dead,1,715,,,,,,,,C2004|JL00779
UM-HET3,C2004,TJL,f,JL00780,Control,0,,dead,1,982,,,,,,,,C2004|JL00780
UM-HET3,C2004,TJL,f,JL00789,Control,0,,dead,1,534,,,,,,,,C2004|JL00789
UM-HET3,C2004,TJL,f,JL00790,Control,0,,dead,1,1188,,,,,,,,C2004|JL00790
UM-HET3,C2004,TJL,f,JL00791,Control,0,,dead,1,1009,,,,,,,,C2004|JL00791
UM-HET3,C2004,TJL,f,JL00792,Control,0,,dead,1,856,,,,,,,,C2004|JL00792
UM-HET3,C2004,TJL,f,JL00793,Control,0,,dead,1,916,,,,,,,,C2004|JL00793
UM-HET3,C2004,TJL,f,JL00794,Control,0,,dead,1,865,,,,,,,,C2004|JL00794
UM-HET3,C2004,TJL,f,JL00795,Control,0,,dead,1,860,,,,,,,,C2004|JL00795
UM-HET3,C2004,TJL,f,JL00796,Control,0,,dead,1,801,,,,,,,,C2004|JL00796
UM-HET3,C2004,TJL,f,JL00797,Control,0,,dead,1,994,,,,,,,,C2004|JL00797
UM-HET3,C2004,TJL,f,JL00798,Control,0,,dead,1,1021,,,,,,,,C2004|JL00798
UM-HET3,C2004,TJL,f,JL00799,Control,0,,dead,1,791,,,,,,,,C2004|JL00799
UM-HET3,C2004,TJL,f,JL00800,Control,0,,dead,1,741,,,,,,,,C2004|JL00800
UM-HET3,C2004,TJL,f,JL00814,Control,0,,dead,1,994,,,,,,,,C2004|JL00814
UM-HET3,C2004,TJL,f,JL00815,Control,0,,dead,1,850,,,,,,,,C2004|JL00815
UM-HET3,C2004,TJL,f,JL00816,Control,0,,dead,1,1052,,,,,,,,C2004|JL00816
UM-HET3,C2004,TJL,f,JL00835,Control,0,,dead,1,1078,,,,,,,,C2004|JL00835
UM-HET3,C2004,TJL,m,JL00032,Control,0,,dead,1,916,,,,,,,,C2004|JL00032
UM-HET3,C2004,TJL,m,JL00033,Control,0,,dead,1,1099,,,,,,,,C2004|JL00033
UM-HET3,C2004,TJL,m,JL00034,Control,0,,dead,1,666,,,,,,,,C2004|JL00034
UM-HET3,C2004,TJL,m,JL00045,Control,0,,dead,1,957,,,,,,,,C2004|JL00045
UM-HET3,C2004,TJL,m,JL00046,Control,0,,dead,1,553,,,,,,,,C2004|JL00046
UM-HET3,C2004,TJL,m,JL00057,Control,0,,dead,1,1112,,,,,,,,C2004|JL00057
UM-HET3,C2004,TJL,m,JL00058,Control,0,,dead,1,686,,,,,,,,C2004|JL00058
UM-HET3,C2004,TJL,m,JL00059,Control,0,,dead,1,924,,,,,,,,C2004|JL00059
UM-HET3,C2004,TJL,m,JL00060,Control,0,,dead,1,292,,,,,,,,C2004|JL00060
UM-HET3,C2004,TJL,m,JL00123,Control,0,,dead,1,454,,,,,,,,C2004|JL00123
UM-HET3,C2004,TJL,m,JL00124,Control,0,,dead,1,847,,,,,,,,C2004|JL00124
UM-HET3,C2004,TJL,m,JL00125,Control,0,,dead,1,974,,,,,,,,C2004|JL00125
UM-HET3,C2004,TJL,m,JL00126,Control,0,,dead,1,875,,,,,,,,C2004|JL00126
UM-HET3,C2004,TJL,m,JL00127,Control,0,,dead,1,736,,,,,,,,C2004|JL00127
UM-HET3,C2004,TJL,m,JL00128,Control,0,,dead,1,757,,,,,,,,C2004|JL00128
UM-HET3,C2004,TJL,m,JL00133,Control,0,,dead,1,868,,,,,,,,C2004|JL00133
UM-HET3,C2004,TJL,m,JL00134,Control,0,,dead,1,847,,,,,,,,C2004|JL00134
UM-HET3,C2004,TJL,m,JL00135,Control,0,,dead,1,1106,,,,,,,,C2004|JL00135
UM-HET3,C2004,TJL,m,JL00165,Control,0,,dead,1,620,,,,,,,,C2004|JL00165
UM-HET3,C2004,TJL,m,JL00166,Control,0,,dead,1,564,,,,,,,,C2004|JL00166
UM-HET3,C2004,TJL,m,JL00167,Control,0,,dead,1,929,,,,,,,,C2004|JL00167
UM-HET3,C2004,TJL,m,JL00234,Control,0,,dead,1,903,,,,,,,,C2004|JL00234
UM-HET3,C2004,TJL,m,JL00235,Control,0,,dead,1,961,,,,,,,,C2004|JL00235
UM-HET3,C2004,TJL,m,JL00236,Control,0,,dead,1,961,,,,,,,,C2004|JL00236
UM-HET3,C2004,TJL,m,JL00275,Control,0,,dead,1,884,,,,,,,,C2004|JL00275
UM-HET3,C2004,TJL,m,JL00276,Control,0,,dead,1,371,,,,,,,,C2004|JL00276
UM-HET3,C2004,TJL,m,JL00277,Control,0,,dead,1,273,,,,,,,,C2004|JL00277
UM-HET3,C2004,TJL,m,JL00304,Control,0,,dead,1,763,,,,,,,,C2004|JL00304
UM-HET3,C2004,TJL,m,JL00305,Control,0,,dead,1,540,,,,,,,,C2004|JL00305
UM-HET3,C2004,TJL,m,JL00306,Control,0,,dead,1,433,,,,,,,,C2004|JL00306
UM-HET3,C2004,TJL,m,JL00332,Control,0,,dead,1,489,,,,,,,,C2004|JL00332
UM-HET3,C2004,TJL,m,JL00333,Control,0,,dead,1,685,,,,,,,,C2004|JL00333
UM-HET3,C2004,TJL,m,JL00334,Control,0,,dead,1,417,,,,,,,,C2004|JL00334
UM-HET3,C2004,TJL,m,JL00339,Control,0,,dead,1,1031,,,,,,,,C2004|JL00339
UM-HET3,C2004,TJL,m,JL00340,Control,0,,dead,1,844,,,,,,,,C2004|JL00340
UM-HET3,C2004,TJL,m,JL00341,Control,0,,dead,1,612,,,,,,,,C2004|JL00341
UM-HET3,C2004,TJL,m,JL00342,Control,0,,dead,1,593,,,,,,,,C2004|JL00342
UM-HET3,C2004,TJL,m,JL00343,Control,0,,dead,1,324,,,,,,,,C2004|JL00343
UM-HET3,C2004,TJL,m,JL00344,Control,0,,dead,1,437,,,,,,,,C2004|JL00344
UM-HET3,C2004,TJL,m,JL00358,Control,0,,dead,1,876,,,,,,,,C2004|JL00358
UM-HET3,C2004,TJL,m,JL00359,Control,0,,dead,1,791,,,,,,,,C2004|JL00359
UM-HET3,C2004,TJL,m,JL00360,Control,0,,dead,1,763,,,,,,,,C2004|JL00360
UM-HET3,C2004,TJL,m,JL00388,Control,0,,dead,1,467,,,,,,,,C2004|JL00388
UM-HET3,C2004,TJL,m,JL00389,Control,0,,dead,1,776,,,,,,,,C2004|JL00389
UM-HET3,C2004,TJL,m,JL00390,Control,0,,dead,1,1040,,,,,,,,C2004|JL00390
UM-HET3,C2004,TJL,m,JL00456,Control,0,,dead,1,625,,,,,,,,C2004|JL00456
UM-HET3,C2004,TJL,m,JL00457,Control,0,,dead,1,940,,,,,,,,C2004|JL00457
UM-HET3,C2004,TJL,m,JL00458,Control,0,,dead,1,757,,,,,,,,C2004|JL00458
UM-HET3,C2004,TJL,m,JL00501,Control,0,,dead,1,88,,,,,,,,C2004|JL00501
UM-HET3,C2004,TJL,m,JL00502,Control,0,,dead,1,522,,,,,,,,C2004|JL00502
UM-HET3,C2004,TJL,m,JL00503,Control,0,,dead,1,554,,,,,,,,C2004|JL00503
UM-HET3,C2004,TJL,m,JL00554,Control,0,,dead,1,366,,,,,,,,C2004|JL00554
UM-HET3,C2004,TJL,m,JL00555,Control,0,,dead,1,816,,,,,,,,C2004|JL00555
UM-HET3,C2004,TJL,m,JL00556,Control,0,,dead,1,299,,,,,,,,C2004|JL00556
UM-HET3,C2004,TJL,m,JL00560,Control,0,,dead,1,967,,,,,,,,C2004|JL00560
UM-HET3,C2004,TJL,m,JL00561,Control,0,,dead,1,499,,,,,,,,C2004|JL00561
UM-HET3,C2004,TJL,m,JL00562,Control,0,,dead,1,875,,,,,,,,C2004|JL00562
UM-HET3,C2004,TJL,m,JL00566,Control,0,,dead,1,806,,,,,,,,C2004|JL00566
UM-HET3,C2004,TJL,m,JL00567,Control,0,,dead,1,582,,,,,,,,C2004|JL00567
UM-HET3,C2004,TJL,m,JL00568,Control,0,,dead,1,714,,,,,,,,C2004|JL00568
UM-HET3,C2004,TJL,m,JL00569,Control,0,,dead,1,365,,,,,,,,C2004|JL00569
UM-HET3,C2004,TJL,m,JL00570,Control,0,,dead,1,714,,,,,,,,C2004|JL00570
UM-HET3,C2004,TJL,m,JL00571,Control,0,,dead,1,813,,,,,,,,C2004|JL00571
UM-HET3,C2004,TJL,m,JL00572,Control,0,,dead,1,831,,,,,,,,C2004|JL00572
UM-HET3,C2004,TJL,m,JL00573,Control,0,,dead,1,831,,,,,,,,C2004|JL00573
UM-HET3,C2004,TJL,m,JL00574,Control,0,,dead,1,665,,,,,,,,C2004|JL00574
UM-HET3,C2004,TJL,m,JL00587,Control,0,,dead,1,1108,,,,,,,,C2004|JL00587
UM-HET3,C2004,TJL,m,JL00588,Control,0,,dead,1,784,,,,,,,,C2004|JL00588
UM-HET3,C2004,TJL,m,JL00589,Control,0,,dead,1,498,,,,,,,,C2004|JL00589
UM-HET3,C2004,TJL,m,JL00605,Control,0,,dead,1,915,,,,,,,,C2004|JL00605
UM-HET3,C2004,TJL,m,JL00606,Control,0,,dead,1,703,,,,,,,,C2004|JL00606
UM-HET3,C2004,TJL,m,JL00607,Control,0,,dead,1,841,,,,,,,,C2004|JL00607
UM-HET3,C2004,TJL,m,JL00640,Control,0,,dead,1,854,,,,,,,,C2004|JL00640
UM-HET3,C2004,TJL,m,JL00641,Control,0,,dead,1,854,,,,,,,,C2004|JL00641
UM-HET3,C2004,TJL,m,JL00642,Control,0,,dead,1,818,,,,,,,,C2004|JL00642
UM-HET3,C2004,TJL,m,JL00643,Control,0,,dead,1,860,,,,,,,,C2004|JL00643
UM-HET3,C2004,TJL,m,JL00644,Control,0,,dead,1,391,,,,,,,,C2004|JL00644
UM-HET3,C2004,TJL,m,JL00645,Control,0,,dead,1,791,,,,,,,,C2004|JL00645
UM-HET3,C2004,TJL,m,JL00654,Control,0,,dead,1,516,,,,,,,,C2004|JL00654
UM-HET3,C2004,TJL,m,JL00655,Control,0,,dead,1,750,,,,,,,,C2004|JL00655
UM-HET3,C2004,TJL,m,JL00656,Control,0,,dead,1,750,,,,,,,,C2004|JL00656
UM-HET3,C2004,TJL,m,JL00657,Control,0,,dead,1,822,,,,,,,,C2004|JL00657
UM-HET3,C2004,TJL,m,JL00658,Control,0,,dead,1,781,,,,,,,,C2004|JL00658
UM-HET3,C2004,TJL,m,JL00659,Control,0,,dead,1,838,,,,,,,,C2004|JL00659
UM-HET3,C2004,TJL,m,JL00666,Control,0,,dead,1,344,,,,,,,,C2004|JL00666
UM-HET3,C2004,TJL,m,JL00667,Control,0,,dead,1,478,,,,,,,,C2004|JL00667
UM-HET3,C2004,TJL,m,JL00668,Control,0,,dead,1,486,,,,,,,,C2004|JL00668
UM-HET3,C2004,TJL,m,JL00688,Control,0,,dead,1,819,,,,,,,,C2004|JL00688
UM-HET3,C2004,TJL,m,JL00689,Control,0,,dead,1,953,,,,,,,,C2004|JL00689
UM-HET3,C2004,TJL,m,JL00690,Control,0,,dead,1,876,,,,,,,,C2004|JL00690
UM-HET3,C2004,TJL,m,JL00694,Control,0,,dead,1,463,,,,,,,,C2004|JL00694
UM-HET3,C2004,TJL,m,JL00695,Control,0,,dead,1,581,,,,,,,,C2004|JL00695
UM-HET3,C2004,TJL,m,JL00696,Control,0,,dead,1,1071,,,,,,,,C2004|JL00696
UM-HET3,C2004,TJL,m,JL00697,Control,0,,dead,1,830,,,,,,,,C2004|JL00697
UM-HET3,C2004,TJL,m,JL00698,Control,0,,dead,1,1054,,,,,,,,C2004|JL00698
UM-HET3,C2004,TJL,m,JL00699,Control,0,,dead,1,830,,,,,,,,C2004|JL00699
UM-HET3,C2004,TJL,m,JL00718,Control,0,,dead,1,729,,,,,,,,C2004|JL00718
UM-HET3,C2004,TJL,m,JL00719,Control,0,,dead,1,757,,,,,,,,C2004|JL00719
UM-HET3,C2004,TJL,m,JL00720,Control,0,,dead,1,408,,,,,,,,C2004|JL00720
UM-HET3,C2004,TJL,m,JL00721,Control,0,,dead,1,493,,,,,,,,C2004|JL00721
UM-HET3,C2004,TJL,m,JL00722,Control,0,,dead,1,611,,,,,,,,C2004|JL00722
UM-HET3,C2004,TJL,m,JL00723,Control,0,,dead,1,583,,,,,,,,C2004|JL00723
UM-HET3,C2004,TJL,m,JL00736,Control,0,,dead,1,504,,,,,,,,C2004|JL00736
UM-HET3,C2004,TJL,m,JL00737,Control,0,,removed,0,841,,,,,,,,C2004|JL00737
UM-HET3,C2004,TJL,m,JL00738,Control,0,,dead,1,561,,,,,,,,C2004|JL00738
UM-HET3,C2004,TJL,m,JL00739,Control,0,,dead,1,905,,,,,,,,C2004|JL00739
UM-HET3,C2004,TJL,m,JL00740,Control,0,,dead,1,903,,,,,,,,C2004|JL00740
UM-HET3,C2004,TJL,m,JL00741,Control,0,,dead,1,511,,,,,,,,C2004|JL00741
UM-HET3,C2004,TJL,m,JL00748,Control,0,,dead,1,848,,,,,,,,C2004|JL00748
UM-HET3,C2004,TJL,m,JL00749,Control,0,,dead,1,420,,,,,,,,C2004|JL00749
UM-HET3,C2004,TJL,m,JL00750,Control,0,,dead,1,540,,,,,,,,C2004|JL00750
UM-HET3,C2004,TJL,m,JL00751,Control,0,,dead,1,1064,,,,,,,,C2004|JL00751
UM-HET3,C2004,TJL,m,JL00752,Control,0,,dead,1,936,,,,,,,,C2004|JL00752
UM-HET3,C2004,TJL,m,JL00753,Control,0,,dead,1,875,,,,,,,,C2004|JL00753
UM-HET3,C2004,TJL,m,JL00805,Control,0,,dead,1,730,,,,,,,,C2004|JL00805
UM-HET3,C2004,TJL,m,JL00806,Control,0,,dead,1,955,,,,,,,,C2004|JL00806
UM-HET3,C2004,TJL,m,JL00807,Control,0,,dead,1,857,,,,,,,,C2004|JL00807
UM-HET3,C2004,TJL,m,JL00808,Control,0,,dead,1,1216,,,,,,,,C2004|JL00808
UM-HET3,C2004,TJL,m,JL00809,Control,0,,dead,1,659,,,,,,,,C2004|JL00809
UM-HET3,C2004,TJL,m,JL00810,Control,0,,dead,1,600,,,,,,,,C2004|JL00810
UM-HET3,C2004,TJL,m,JL00820,Control,0,,dead,1,860,,,,,,,,C2004|JL00820
UM-HET3,C2004,TJL,m,JL00821,Control,0,,dead,1,998,,,,,,,,C2004|JL00821
UM-HET3,C2004,TJL,m,JL00822,Control,0,,dead,1,553,,,,,,,,C2004|JL00822
UM-HET3,C2004,TJL,m,JL00871,Control,0,,dead,1,757,,,,,,,,C2004|JL00871
UM-HET3,C2004,TJL,m,JL00872,Control,0,,dead,1,751,,,,,,,,C2004|JL00872
UM-HET3,C2004,TJL,m,JL00873,Control,0,,dead,1,479,,,,,,,,C2004|JL00873
UM-HET3,C2004,UM,f,UM00028,Control,0,,dead,1,945,,,15.5,32.700001,32.5,,,C2004|UM00028
UM-HET3,C2004,UM,f,UM00035,Control,0,,dead,1,985,,,16.299999,26.6,32.599998,,,C2004|UM00035
UM-HET3,C2004,UM,f,UM00042,Control,0,,removed,0,124,,,,,,,,C2004|UM00042
UM-HET3,C2004,UM,f,UM00049,Control,0,,dead,1,604,,,,31.6,37.599998,,,C2004|UM00049
UM-HET3,C2004,UM,f,UM00077,Control,0,,dead,1,988,,,14.9,26.6,33.0,,,C2004|UM00077
UM-HET3,C2004,UM,f,UM00084,Control,0,,removed,0,124,,,,,,,,C2004|UM00084
UM-HET3,C2004,UM,f,UM00091,Control,0,,dead,1,831,,,15.7,30.4,35.799999,,,C2004|UM00091
UM-HET3,C2004,UM,f,UM00098,Control,0,,dead,1,803,,,14.8,25.1,29.9,,,C2004|UM00098
UM-HET3,C2004,UM,f,UM00147,Control,0,,removed,0,171,,,,,,,,C2004|UM00147
UM-HET3,C2004,UM,f,UM00154,Control,0,,removed,0,171,,,,,,,,C2004|UM00154
UM-HET3,C2004,UM,f,UM00161,Control,0,,removed,0,171,,,,,,,,C2004|UM00161
UM-HET3,C2004,UM,f,UM00168,Control,0,,removed,0,171,,,,,,,,C2004|UM00168
UM-HET3,C2004,UM,f,UM00875,Control,0,,dead,1,973,,,17.200001,23.1,26.6,,,C2004|UM00875
UM-HET3,C2004,UM,f,UM00882,Control,0,,dead,1,1010,,,19.200001,27.0,30.799999,,,C2004|UM00882
UM-HET3,C2004,UM,f,UM00889,Control,0,,dead,1,1005,,,17.9,29.0,30.4,,,C2004|UM00889
UM-HET3,C2004,UM,f,UM00896,Control,0,,dead,1,638,,,,29.200001,31.1,,,C2004|UM00896
UM-HET3,C2004,UM,f,UM01372,Control,0,,dead,1,909,,,,31.299999,34.599998,,,C2004|UM01372
UM-HET3,C2004,UM,f,UM01379,Control,0,,dead,1,1093,,,18.4,27.799999,33.200001,,,C2004|UM01379
UM-HET3,C2004,UM,f,UM01386,Control,0,,dead,1,1111,,,19.9,32.200001,35.5,,,C2004|UM01386
UM-HET3,C2004,UM,f,UM01393,Control,0,,dead,1,892,,,,25.200001,29.1,,,C2004|UM01393
UM-HET3,C2004,UM,f,UM01491,Control,0,,removed,0,270,,,,,,,,C2004|UM01491
UM-HET3,C2004,UM,f,UM01498,Control,0,,removed,0,270,,,,,,,,C2004|UM01498
UM-HET3,C2004,UM,f,UM01505,Control,0,,removed,0,270,,,,,,,,C2004|UM01505
UM-HET3,C2004,UM,f,UM01512,Control,0,,removed,0,270,,,,,,,,C2004|UM01512
UM-HET3,C2004,UM,f,UM01603,Control,0,,dead,1,793,,,,24.6,26.6,,,C2004|UM01603
UM-HET3,C2004,UM,f,UM01610,Control,0,,dead,1,729,,,,25.6,28.700001,,,C2004|UM01610
UM-HET3,C2004,UM,f,UM01617,Control,0,,dead,1,798,,,,23.9,26.700001,,,C2004|UM01617
UM-HET3,C2004,UM,f,UM01624,Control,0,,dead,1,546,,,,25.1,29.1,,,C2004|UM01624
UM-HET3,C2004,UM,f,UM01820,Control,0,,dead,1,1021,,,14.3,21.9,26.4,,,C2004|UM01820
UM-HET3,C2004,UM,f,UM01827,Control,0,,dead,1,1159,,,16.5,21.799999,23.9,,,C2004|UM01827
UM-HET3,C2004,UM,f,UM01834,Control,0,,dead,1,958,,,20.299999,25.6,28.6,,,C2004|UM01834
UM-HET3,C2004,UM,f,UM01841,Control,0,,dead,1,991,,,19.6,25.9,30.299999,,,C2004|UM01841
UM-HET3,C2004,UM,f,UM02093,Control,0,,dead,1,939,,,16.9,25.200001,29.200001,,,C2004|UM02093
UM-HET3,C2004,UM,f,UM02100,Control,0,,dead,1,957,,,15.1,21.299999,23.1,,,C2004|UM02100
UM-HET3,C2004,UM,f,UM02107,Control,0,,dead,1,1006,,,17.0,28.1,31.299999,,,C2004|UM02107
UM-HET3,C2004,UM,f,UM02114,Control,0,,dead,1,939,,,16.0,26.6,30.799999,,,C2004|UM02114
UM-HET3,C2004,UM,f,UM02212,Control,0,,dead,1,703,,,,38.700001,47.200001,,,C2004|UM02212
UM-HET3,C2004,UM,f,UM02219,Control,0,,dead,1,675,,,,25.799999,32.599998,,,C2004|UM02219
UM-HET3,C2004,UM,f,UM02226,Control,0,,dead,1,944,,,14.0,24.1,26.299999,,,C2004|UM02226
UM-HET3,C2004,UM,f,UM02233,Control,0,,dead,1,709,,,,22.0,27.700001,,,C2004|UM02233
UM-HET3,C2004,UM,f,UM02429,Control,0,,dead,1,1044,,,15.4,25.9,26.4,,,C2004|UM02429
UM-HET3,C2004,UM,f,UM02436,Control,0,,dead,1,1178,,,13.6,21.299999,25.799999,,,C2004|UM02436
UM-HET3,C2004,UM,f,UM02443,Control,0,,dead,1,1126,,,15.1,22.299999,25.6,,,C2004|UM02443
UM-HET3,C2004,UM,f,UM02450,Control,0,,dead,1,673,,,17.799999,26.1,32.900002,,,C2004|UM02450
