population,cohort,site,sex,id,group,dose,age_initiation,status,dead,age,Rx(ppm),Unnamed: 11,weight_42d,weight_6m,weight_12m,maternal_age_days,parity,mouse
UM-HET3,C2005,UT,m,UT01446,Control,0,,dead,1,809,,,19.5,40.400002,46.0,197.0,4.0,C2005|UT01446
UM-HET3,C2005,UT,m,UT01447,Control,0,,dead,1,279,,,19.9,47.700001,,197.0,4.0,C2005|UT01447
UM-HET3,C2005,UT,m,UT01455,Control,0,,dead,1,654,,,22.1,42.900002,47.900002,202.0,5.0,C2005|UT01455
UM-HET3,C2005,UT,m,UT01456,Control,0,,dead,1,659,,,24.799999,48.299999,52.200001,202.0,5.0,C2005|UT01456
UM-HET3,C2005,UT,m,UT01457,Control,0,,dead,1,835,,,21.0,34.200001,38.799999,202.0,5.0,C2005|UT01457
UM-HET3,C2005,UT,m,UT01465,Control,0,,dead,1,825,,,,,,202.0,5.0,C2005|UT01465
UM-HET3,C2005,UT,m,UT01466,Control,0,,dead,1,787,,,,,,202.0,5.0,C2005|UT01466
UM-HET3,C2005,UT,m,UT01467,Control,0,,dead,1,706,,,,,,202.0,5.0,C2005|UT01467
UM-HET3,C2005,UT,m,UT01516,Control,0,,dead,1,953,,,22.200001,35.599998,45.900002,217.0,5.0,C2005|UT01516
UM-HET3,C2005,UT,m,UT01517,Control,0,,dead,1,868,,,24.5,43.0,48.599998,217.0,5.0,C2005|UT01517
UM-HET3,C2005,UT,m,UT01518,Control,0,,dead,1,613,,,24.4,37.099998,53.900002,217.0,5.0,C2005|UT01518
UM-HET3,C2005,UT,m,UT01523,Control,0,,dead,1,720,,,20.700001,36.5,45.5,217.0,5.0,C2005|UT01523
UM-HET3,C2005,UT,m,UT01524,Control,0,,dead,1,568,,,20.9,42.599998,53.299999,217.0,5.0,C2005|UT01524
UM-HET3,C2005,UT,m,UT01525,Control,0,,dead,1,335,,,21.299999,41.299999,,217.0,5.0,C2005|UT01525
UM-HET3,C2005,UT,m,UT01543,Control,0,,dead,1,527,,,19.5,42.200001,47.299999,222.0,5.0,C2005|UT01543
UM-HET3,C2005,UT,m,UT01544,Control,0,,dead,1,526,,,23.299999,43.299999,49.5,222.0,5.0,C2005|UT01544
UM-HET3,C2005,UT,m,UT01545,Control,0,,dead,1,456,,,18.5,43.0,55.900002,222.0,5.0,C2005|UT01545
UM-HET3,C2005,UT,m,UT01564,Control,0,,dead,1,1113,,,20.299999,44.5,47.900002,224.0,6.0,C2005|UT01564
UM-HET3,C2005,UT,m,UT01565,Control,0,,dead,1,667,,,20.6,44.799999,50.799999,224.0,6.0,C2005|UT01565
UM-HET3,C2005,UT,m,UT01566,Control,0,,dead,1,1004,,,22.4,40.200001,47.200001,224.0,6.0,C2005|UT01566
UM-HET3,C2005,UT,m,UT01575,Control,0,,dead,1,666,,,21.0,40.799999,44.400002,226.0,6.0,C2005|UT01575
UM-HET3,C2005,UT,m,UT01576,Control,0,,dead,1,653,,,18.799999,41.400002,48.099998,226.0,6.0,C2005|UT01576
UM-HET3,C2005,UT,m,UT01577,Control,0,,dead,1,262,,,24.299999,45.0,,226.0,6.0,C2005|UT01577
UM-HET3,C2005,UT,m,UT01599,Control,0,,dead,1,806,,,20.5,41.400002,45.200001,230.0,6.0,C2005|UT01599
UM-HET3,C2005,UT,m,UT01600,Control,0,,dead,1,1101,,,20.6,43.200001,47.799999,230.0,6.0,C2005|UT01600
UM-HET3,C2005,UT,m,UT01601,Control,0,,dead,1,1149,,,20.200001,41.099998,42.900002,230.0,5.0,C2005|UT01601
UM-HET3,C2005,UT,m,UT01612,Control,0,,dead,1,552,,,24.9,49.400002,57.200001,232.0,5.0,C2005|UT01612
UM-HET3,C2005,UT,m,UT01613,Control,0,,dead,1,616,,,22.9,46.200001,50.099998,232.0,5.0,C2005|UT01613
UM-HET3,C2005,UT,m,UT01614,Control,0,,dead,1,719,,,23.200001,42.900002,48.299999,232.0,5.0,C2005|UT01614
UM-HET3,C2005,UT,m,UT01615,Control,0,,dead,1,794,,,23.0,45.0,49.599998,232.0,5.0,C2005|UT01615
UM-HET3,C2005,UT,m,UT01616,Control,0,,dead,1,815,,,22.4,30.4,43.700001,232.0,5.0,C2005|UT01616
UM-HET3,C2005,UT,m,UT01617,Control,0,,dead,1,964,,,21.0,40.5,45.5,232.0,5.0,C2005|UT01617
UM-HET3,C2005,UT,m,UT01691,Control,0,,dead,1,714,,,21.5,47.299999,51.099998,243.0,6.0,C2005|UT01691
UM-HET3,C2005,UT,m,UT01692,Control,0,,dead,1,749,,,22.700001,47.099998,52.099998,243.0,6.0,C2005|UT01692
UM-HET3,C2005,UT,m,UT01693,Control,0,,dead,1,894,,,21.799999,39.700001,40.700001,243.0,6.0,C2005|UT01693
UM-HET3,C2005,UT,m,UT01694,Control,0,,dead,1,1013,,,23.6,46.900002,50.799999,243.0,6.0,C2005|UT01694
UM-HET3,C2005,UT,m,UT01695,Control,0,,dead,1,781,,,23.0,50.799999,56.200001,243.0,6.0,C2005|UT01695
UM-HET3,C2005,UT,m,UT01696,Control,0,,dead,1,634,,,20.0,40.200001,40.599998,243.0,6.0,C2005|UT01696
UM-HET3,C2005,UT,m,UT01701,Control,0,,dead,1,1176,,,24.4,37.900002,44.0,246.0,7.0,C2005|UT01701
UM-HET3,C2005,UT,m,UT01702,Control,0,,dead,1,738,,,21.0,39.799999,40.599998,246.0,7.0,C2005|UT01702
UM-HET3,C2005,UT,m,UT01703,Control,0,,removed,0,72,,,,,,,,C2005|UT01703
UM-HET3,C2005,UT,m,UT01736,Control,0,,dead,1,836,,,22.6,36.900002,43.900002,250.0,7.0,C2005|UT01736
UM-HET3,C2005,UT,m,UT01737,Control,0,,dead,1,700,,,25.1,50.400002,53.400002,250.0,7.0,C2005|UT01737
UM-HET3,C2005,UT,m,UT01738,Control,0,,dead,1,766,,,24.9,49.599998,54.0,250.0,6.0,C2005|UT01738
UM-HET3,C2005,UT,m,UT01739,Control,0,,dead,1,1004,,,22.6,41.099998,47.099998,250.0,6.0,C2005|UT01739
UM-HET3,C2005,UT,m,UT01740,Control,0,,dead,1,843,,,23.6,48.200001,52.799999,250.0,6.0,C2005|UT01740
UM-HET3,C2005,UT,m,UT01741,Control,0,,dead,1,793,,,24.0,45.400002,48.0,250.0,6.0,C2005|UT01741
UM-HET3,C2006,TJL,f,JL01909,Control,0,,dead,1,1058,,,18.0,30.0,35.0,,,C2006|JL01909
UM-HET3,C2006,TJL,f,JL01910,Control,0,,dead,1,730,,,19.0,32.0,37.0,,,C2006|JL01910
UM-HET3,C2006,TJL,f,JL01911,Control,0,,dead,1,920,,,15.0,40.0,32.0,,,C2006|JL01911
UM-HET3,C2006,TJL,f,JL01912,Control,0,,dead,1,647,,,20.0,34.0,50.0,,,C2006|JL01912
UM-HET3,C2006,TJL,f,JL02037,Control,0,,dead,1,739,,,16.0,,24.0,,,C2006|JL02037
UM-HET3,C2006,TJL,f,JL02038,Control,0,,dead,1,937,,,17.0,,29.0,,,C2006|JL02038
UM-HET3,C2006,TJL,f,JL02039,Control,0,,dead,1,711,,,19.0,,34.0,,,C2006|JL02039
UM-HET3,C2006,TJL,f,JL02040,Control,0,,dead,1,891,,,18.0,,40.0,,,C2006|JL02040
UM-HET3,C2006,TJL,f,JL02099,Control,0,,dead,1,695,,,18.0,,42.0,,,C2006|JL02099
UM-HET3,C2006,TJL,f,JL02100,Control,0,,dead,1,847,,,20.0,,44.0,,,C2006|JL02100
UM-HET3,C2006,TJL,f,JL02101,Control,0,,dead,1,983,,,19.0,,50.0,,,C2006|JL02101
UM-HET3,C2006,TJL,f,JL02102,Control,0,,dead,1,850,,,21.0,,47.0,,,C2006|JL02102
UM-HET3,C2006,TJL,f,JL02125,Control,0,,dead,1,588,,,17.0,23.0,38.0,,,C2006|JL02125
UM-HET3,C2006,TJL,f,JL02126,Control,0,,dead,1,1087,,,18.0,23.0,34.0,,,C2006|JL02126
UM-HET3,C2006,TJL,f,JL02127,Control,0,,dead,1,829,,,18.0,29.0,44.0,,,C2006|JL02127
UM-HET3,C2006,TJL,f,JL02128,Control,0,,dead,1,961,,,19.0,35.0,47.0,,,C2006|JL02128
UM-HET3,C2006,TJL,f,JL02129,Control,0,,dead,1,681,,,19.0,39.0,50.0,,,C2006|JL02129
UM-HET3,C2006,TJL,f,JL02130,Control,0,,dead,1,986,,,20.0,27.0,34.0,,,C2006|JL02130
UM-HET3,C2006,TJL,f,JL02131,Control,0,,dead,1,1001,,,18.0,25.0,38.0,,,C2006|JL02131
UM-HET3,C2006,TJL,f,JL02132,Control,0,,dead,1,1008,,,19.0,42.0,58.0,,,C2006|JL02132
UM-HET3,C2006,TJL,f,JL02166,Control,0,,dead,1,880,,,21.0,41.0,53.0,,,C2006|JL02166
UM-HET3,C2006,TJL,f,JL02167,Control,0,,dead,1,596,,,20.0,33.0,40.0,,,C2006|JL02167
UM-HET3,C2006,TJL,f,JL02168,Control,0,,dead,1,1077,,,19.0,28.0,36.0,,,C2006|JL02168
UM-HET3,C2006,TJL,f,JL02169,Control,0,,dead,1,780,,,22.0,47.0,58.0,,,C2006|JL02169
UM-HET3,C2006,TJL,f,JL02195,Control,0,,dead,1,995,,,19.0,37.0,55.0,,,C2006|JL02195
UM-HET3,C2006,TJL,f,JL02196,Control,0,,dead,1,700,,,20.0,31.0,50.0,,,C2006|JL02196
UM-HET3,C2006,TJL,f,JL02197,Control,0,,dead,1,804,,,18.0,28.0,43.0,,,C2006|JL02197
UM-HET3,C2006,TJL,f,JL02198,Control,0,,dead,1,846,,,21.0,41.0,60.0,,,C2006|JL02198
UM-HET3,C2006,TJL,f,JL02199,Control,0,,dead,1,148,,,20.0,,,,,C2006|JL02199
UM-HET3,C2006,TJL,f,JL02200,Control,0,,dead,1,804,,,20.0,30.0,43.0,,,C2006|JL02200
UM-HET3,C2006,TJL,f,JL02201,Control,0,,dead,1,881,,,19.0,31.0,42.0,,,C2006|JL02201
UM-HET3,C2006,TJL,f,JL02202,Control,0,,dead,1,772,,,20.0,25.0,25.0,,,C2006|JL02202
UM-HET3,C2006,TJL,f,JL02203,Control,0,,removed,0,555,,,,,,,,C2006|JL02203
UM-HET3,C2006,TJL,f,JL02204,Control,0,,removed,0,729,,,,,,,,C2006|JL02204
UM-HET3,C2006,TJL,f,JL02205,Control,0,,removed,0,729,,,,,,,,C2006|JL02205
UM-HET3,C2006,TJL,f,JL02206,Control,0,,removed,0,622,,,,,,,,C2006|JL02206
UM-HET3,C2006,TJL,f,JL02231,Control,0,,dead,1,1019,,,19.0,25.0,33.0,,,C2006|JL02231
UM-HET3,C2006,TJL,f,JL02232,Control,0,,dead,1,840,,,19.0,24.0,30.0,,,C2006|JL02232
UM-HET3,C2006,TJL,f,JL02233,Control,0,,dead,1,648,,,18.0,29.0,40.0,,,C2006|JL02233
UM-HET3,C2006,TJL,f,JL02234,Control,0,,dead,1,934,,,19.0,29.0,42.0,,,C2006|JL02234
UM-HET3,C2006,TJL,f,JL02235,Control,0,,dead,1,1020,,,19.0,31.0,42.0,,,C2006|JL02235
UM-HET3,C2006,TJL,f,JL02236,Control,0,,dead,1,843,,,17.0,30.0,38.0,,,C2006|JL02236
UM-HET3,C2006,TJL,f,JL02237,Control,0,,dead,1,915,,,17.0,25.0,43.0,,,C2006|JL02237
UM-HET3,C2006,TJL,f,JL02238,Control,0,,dead,1,458,,,20.0,25.0,29.0,,,C2006|JL02238
UM-HET3,C2006,TJL,f,JL02239,Control,0,,dead,1,828,,,17.0,24.0,30.0,,,C2006|JL02239
UM-HET3,C2006,TJL,f,JL02240,Control,0,,dead,1,962,,,19.0,28.0,40.0,,,C2006|JL02240
UM-HET3,C2006,TJL,f,JL02241,Control,0,,dead,1,956,,,19.0,24.0,31.0,,,C2006|JL02241
UM-HET3,C2006,TJL,f,JL02242,Control,0,,dead,1,1216,,,18.0,25.0,34.0,,,C2006|JL02242
UM-HET3,C2006,TJL,f,JL02266,Control,0,,dead,1,1021,,,20.0,26.0,34.0,,,C2006|JL02266
UM-HET3,C2006,TJL,f,JL02267,Control,0,,dead,1,1261,,,19.0,25.0,29.0,,,C2006|JL02267
UM-HET3,C2006,TJL,f,JL02268,Control,0,,dead,1,958,,,21.0,29.0,36.0,,,C2006|JL02268
UM-HET3,C2006,TJL,f,JL02269,Control,0,,dead,1,916,,,18.0,27.0,39.0,,,C2006|JL02269
UM-HET3,C2006,TJL,f,JL02299,Control,0,,removed,0,660,,,,,,,,C2006|JL02299
UM-HET3,C2006,TJL,f,JL02300,Control,0,,removed,0,712,,,,,,,,C2006|JL02300
UM-HET3,C2006,TJL,f,JL02301,Control,0,,removed,0,712,,,,,,,,C2006|JL02301
UM-HET3,C2006,TJL,f,JL02302,Control,0,,removed,0,712,,,,,,,,C2006|JL02302
UM-HET3,C2006,TJL,f,JL02418,Control,0,,removed,0,691,,,,,,,,C2006|JL02418
UM-HET3,C2006,TJL,f,JL02419,Control,0,,removed,0,691,,,,,,,,C2006|JL02419
UM-HET3,C2006,TJL,f,JL02420,Control,0,,removed,0,691,,,,,,,,C2006|JL02420
UM-HET3,C2006,TJL,f,JL02421,Control,0,,removed,0,691,,,,,,,,C2006|JL02421
UM-HET3,C2006,TJL,f,JL02422,Control,0,,dead,1,959,,,18.0,26.0,28.0,,,C2006|JL02422
UM-HET3,C2006,TJL,f,JL02423,Control,0,,dead,1,880,,,22.0,33.0,38.0,,,C2006|JL02423
UM-HET3,C2006,TJL,f,JL02424,Control,0,,dead,1,873,,,18.0,25.0,31.0,,,C2006|JL02424
UM-HET3,C2006,TJL,f,JL02425,Control,0,,dead,1,836,,,19.0,29.0,45.0,,,C2006|JL02425
UM-HET3,C2006,TJL,f,JL02443,Control,0,,removed,0,1034,,,,,,,,C2006|JL02443
UM-HET3,C2006,TJL,f,JL02444,Control,0,,removed,0,1034,,,,,,,,C2006|JL02444
UM-HET3,C2006,TJL,f,JL02445,Control,0,,removed,0,1034,,,,,,,,C2006|JL02445
UM-HET3,C2006,TJL,f,JL02446,Control,0,,removed,0,1034,,,,,,,,C2006|JL02446
UM-HET3,C2006,TJL,f,JL02473,Control,0,,dead,1,917,,,17.0,29.0,49.0,,,C2006|JL02473
UM-HET3,C2006,TJL,f,JL02474,Control,0,,dead,1,1078,,,18.0,24.0,32.0,,,C2006|JL02474
UM-HET3,C2006,TJL,f,JL02475,Control,0,,dead,1,1057,,,18.0,31.0,50.0,,,C2006|JL02475
UM-HET3,C2006,TJL,f,JL02476,Control,0,,dead,1,1106,,,18.0,32.0,48.0,,,C2006|JL02476
UM-HET3,C2006,TJL,f,JL02489,Control,0,,removed,0,677,,,,,,,,C2006|JL02489
UM-HET3,C2006,TJL,f,JL02490,Control,0,,removed,0,677,,,,,,,,C2006|JL02490
UM-HET3,C2006,TJL,f,JL02491,Control,0,,removed,0,677,,,,,,,,C2006|JL02491
UM-HET3,C2006,TJL,f,JL02492,Control,0,,removed,0,677,,,,,,,,C2006|JL02492
UM-HET3,C2006,TJL,f,JL02600,Control,0,,removed,0,659,,,,,,,,C2006|JL02600
UM-HET3,C2006,TJL,f,JL02601,Control,0,,removed,0,659,,,,,,,,C2006|JL02601
UM-HET3,C2006,TJL,f,JL02602,Control,0,,removed,0,659,,,,,,,,C2006|JL02602
UM-HET3,C2006,TJL,f,JL02603,Control,0,,removed,0,659,,,,,,,,C2006|JL02603
UM-HET3,C2006,TJL,f,JL02627,Control,0,,dead,1,896,,,17.0,20.0,23.0,,,C2006|JL02627
UM-HET3,C2006,TJL,f,JL02628,Control,0,,dead,1,886,,,21.0,25.0,39.0,,,C2006|JL02628
UM-HET3,C2006,TJL,f,JL02629,Control,0,,dead,1,918,,,21.0,30.0,37.0,,,C2006|JL02629
UM-HET3,C2006,TJL,f,JL02630,Control,0,,dead,1,679,,,19.0,36.0,52.0,,,C2006|JL02630
UM-HET3,C2006,TJL,f,JL02653,Control,0,,dead,1,1105,,,18.0,27.0,35.0,,,C2006|JL02653
UM-HET3,C2006,TJL,f,JL02654,Control,0,,dead,1,575,,,19.0,30.0,46.0,,,C2006|JL02654
UM-HET3,C2006,TJL,f,JL02655,Control,0,,dead,1,882,,,19.0,35.0,46.0,,,C2006|JL02655
UM-HET3,C2006,TJL,f,JL02656,Control,0,,dead,1,652,,,19.0,30.0,42.0,,,C2006|JL02656
UM-HET3,C2006,TJL,f,JL02710,Control,0,,dead,1,905,,,18.0,26.0,38.0,,,C2006|JL02710
UM-HET3,C2006,TJL,f,JL02711,Control,0,,dead,1,811,,,20.0,31.0,41.0,,,C2006|JL02711
UM-HET3,C2006,TJL,f,JL02712,Control,0,,dead,1,923,,,19.0,26.0,34.0,,,C2006|JL02712
UM-HET3,C2006,TJL,f,JL02713,Control,0,,dead,1,895,,,18.0,28.0,42.0,,,C2006|JL02713
UM-HET3,C2006,TJL,f,JL02714,Control,0,,removed,0,981,,,,,,,,C2006|JL02714
UM-HET3,C2006,TJL,f,JL02715,Control,0,,removed,0,981,,,,,,,,C2006|JL02715
UM-HET3,C2006,TJL,f,JL02716,Control,0,,removed,0,646,,,,,,,,C2006|JL02716
UM-HET3,C2006,TJL,f,JL02717,Control,0,,removed,0,849,,,,,,,,C2006|JL02717
UM-HET3,C2006,TJL,m,JL01930,Control,0,,dead,1,699,,,22.0,38.0,44.0,,,C2006|JL01930
UM-HET3,C2006,TJL,m,JL01931,Control,0,,dead,1,904,,,23.0,47.0,50.0,,,C2006|JL01931
UM-HET3,C2006,TJL,m,JL01932,Control,0,,dead,1,874,,,22.0,40.0,44.0,,,C2006|JL01932
UM-HET3,C2006,TJL,m,JL01933,Control,0,,dead,1,808,,,23.0,43.0,47.0,,,C2006|JL01933
UM-HET3,C2006,TJL,m,JL01934,Control,0,,dead,1,1042,,,21.0,36.0,43.0,,,C2006|JL01934
UM-HET3,C2006,TJL,m,JL01935,Control,0,,dead,1,829,,,22.0,42.0,45.0,,,C2006|JL01935
UM-HET3,C2006,TJL,m,JL01966,Control,0,,dead,1,903,,,25.0,37.0,49.0,,,C2006|JL01966
UM-HET3,C2006,TJL,m,JL01967,Control,0,,dead,1,896,,,25.0,39.0,49.0,,,C2006|JL01967
UM-HET3,C2006,TJL,m,JL01968,Control,0,,dead,1,587,,,25.0,37.0,50.0,,,C2006|JL01968
UM-HET3,C2006,TJL,m,JL01969,Control,0,,dead,1,972,,,25.0,44.0,49.0,,,C2006|JL01969
UM-HET3,C2006,TJL,m,JL01970,Control,0,,dead,1,1103,,,26.0,42.0,47.0,,,C2006|JL01970
UM-HET3,C2006,TJL,m,JL01971,Control,0,,dead,1,453,,,27.0,47.0,53.0,,,C2006|JL01971
UM-HET3,C2006,TJL,m,JL01983,Control,0,,dead,1,911,,,23.0,,45.0,,,C2006|JL01983
UM-HET3,C2006,TJL,m,JL01984,Control,0,,dead,1,807,,,23.0,,46.0,,,C2006|JL01984
UM-HET3,C2006,TJL,m,JL01985,Control,0,,dead,1,260,,,25.0,,,,,C2006|JL01985
UM-HET3,C2006,TJL,m,JL02021,Control,0,,dead,1,1060,,,27.0,,44.0,,,C2006|JL02021
UM-HET3,C2006,TJL,m,JL02022,Control,0,,dead,1,581,,,24.0,,48.0,,,C2006|JL02022
UM-HET3,C2006,TJL,m,JL02023,Control,0,,dead,1,605,,,27.0,,52.0,,,C2006|JL02023
UM-HET3,C2006,TJL,m,JL02027,Control,0,,dead,1,958,,,22.0,,38.0,,,C2006|JL02027
UM-HET3,C2006,TJL,m,JL02028,Control,0,,dead,1,923,,,22.0,,46.0,,,C2006|JL02028
UM-HET3,C2006,TJL,m,JL02029,Control,0,,dead,1,672,,,25.0,,44.0,,,C2006|JL02029
UM-HET3,C2006,TJL,m,JL02030,Control,0,,removed,0,441,,,,,,,,C2006|JL02030
UM-HET3,C2006,TJL,m,JL02031,Control,0,,removed,0,441,,,,,,,,C2006|JL02031
UM-HET3,C2006,TJL,m,JL02032,Control,0,,removed,0,441,,,,,,,,C2006|JL02032
UM-HET3,C2006,TJL,m,JL02053,Control,0,,dead,1,784,,,24.0,,51.0,,,C2006|JL02053
UM-HET3,C2006,TJL,m,JL02054,Control,0,,dead,1,862,,,24.0,,43.0,,,C2006|JL02054
UM-HET3,C2006,TJL,m,JL02055,Control,0,,dead,1,546,,,23.0,,50.0,,,C2006|JL02055
UM-HET3,C2006,TJL,m,JL02065,Control,0,,dead,1,897,,,23.0,,43.0,,,C2006|JL02065
UM-HET3,C2006,TJL,m,JL02066,Control,0,,dead,1,986,,,23.0,,43.0,,,C2006|JL02066
UM-HET3,C2006,TJL,m,JL02067,Control,0,,dead,1,695,,,24.0,,45.0,,,C2006|JL02067
UM-HET3,C2006,TJL,m,JL02071,Control,0,,dead,1,1025,,,27.0,,46.0,,,C2006|JL02071
UM-HET3,C2006,TJL,m,JL02072,Control,0,,dead,1,460,,,26.0,,48.0,,,C2006|JL02072
UM-HET3,C2006,TJL,m,JL02073,Control,0,,dead,1,965,,,22.0,,43.0,,,C2006|JL02073
UM-HET3,C2006,TJL,m,JL02114,Control,0,,dead,1,593,,,23.0,,49.0,,,C2006|JL02114
UM-HET3,C2006,TJL,m,JL02115,Control,0,,dead,1,744,,,25.0,,52.0,,,C2006|JL02115
UM-HET3,C2006,TJL,m,JL02116,Control,0,,dead,1,795,,,22.0,,42.0,,,C2006|JL02116
UM-HET3,C2006,TJL,m,JL02160,Control,0,,dead,1,940,,,23.0,41.0,48.0,,,C2006|JL02160
UM-HET3,C2006,TJL,m,JL02161,Control,0,,dead,1,748,,,25.0,45.0,55.0,,,C2006|JL02161
UM-HET3,C2006,TJL,m,JL02162,Control,0,,dead,1,724,,,24.0,42.0,48.0,,,C2006|JL02162
UM-HET3,C2006,TJL,m,JL02178,Control,0,,dead,1,702,,,23.0,44.0,46.0,,,C2006|JL02178
UM-HET3,C2006,TJL,m,JL02179,Control,0,,dead,1,706,,,23.0,42.0,48.0,,,C2006|JL02179
UM-HET3,C2006,TJL,m,JL02180,Control,0,,dead,1,488,,,25.0,47.0,50.0,,,C2006|JL02180
UM-HET3,C2006,TJL,m,JL02188,Control,0,,dead,1,864,,,24.0,41.0,45.0,,,C2006|JL02188
UM-HET3,C2006,TJL,m,JL02189,Control,0,,dead,1,636,,,23.0,41.0,48.0,,,C2006|JL02189
UM-HET3,C2006,TJL,m,JL02190,Control,0,,dead,1,869,,,22.0,38.0,44.0,,,C2006|JL02190
UM-HET3,C2006,TJL,m,JL02207,Control,0,,dead,1,456,,,27.0,49.0,57.0,,,C2006|JL02207
UM-HET3,C2006,TJL,m,JL02208,Control,0,,dead,1,696,,,26.0,47.0,58.0,,,C2006|JL02208
UM-HET3,C2006,TJL,m,JL02209,Control,0,,dead,1,631,,,23.0,43.0,50.0,,,C2006|JL02209
UM-HET3,C2006,TJL,m,JL02225,Control,0,,removed,0,461,,,,,,,,C2006|JL02225
UM-HET3,C2006,TJL,m,JL02226,Control,0,,removed,0,729,,,,,,,,C2006|JL02226
UM-HET3,C2006,TJL,m,JL02227,Control,0,,removed,0,729,,,,,,,,C2006|JL02227
UM-HET3,C2006,TJL,m,JL02228,Control,0,,dead,1,865,,,24.0,45.0,51.0,,,C2006|JL02228
UM-HET3,C2006,TJL,m,JL02229,Control,0,,dead,1,1182,,,24.0,37.0,48.0,,,C2006|JL02229
UM-HET3,C2006,TJL,m,JL02230,Control,0,,dead,1,1008,,,22.0,35.0,45.0,,,C2006|JL02230
UM-HET3,C2006,TJL,m,JL02289,Control,0,,removed,0,258,,,,,,,,C2006|JL02289
UM-HET3,C2006,TJL,m,JL02290,Control,0,,removed,0,258,,,,,,,,C2006|JL02290
UM-HET3,C2006,TJL,m,JL02291,Control,0,,removed,0,258,,,,,,,,C2006|JL02291
UM-HET3,C2006,TJL,m,JL02292,Control,0,,dead,1,832,,,25.0,41.0,50.0,,,C2006|JL02292
UM-HET3,C2006,TJL,m,JL02293,Control,0,,dead,1,1007,,,25.0,35.0,48.0,,,C2006|JL02293
UM-HET3,C2006,TJL,m,JL02294,Control,0,,dead,1,414,,,23.0,45.0,51.0,,,C2006|JL02294
UM-HET3,C2006,TJL,m,JL02306,Control,0,,dead,1,543,,,23.0,44.0,50.0,,,C2006|JL02306
UM-HET3,C2006,TJL,m,JL02307,Control,0,,dead,1,1103,,,23.0,43.0,48.0,,,C2006|JL02307
UM-HET3,C2006,TJL,m,JL02308,Control,0,,dead,1,696,,,21.0,42.0,46.0,,,C2006|JL02308
UM-HET3,C2006,TJL,m,JL02339,Control,0,,dead,1,930,,,25.0,47.0,54.0,,,C2006|JL02339
UM-HET3,C2006,TJL,m,JL02340,Control,0,,dead,1,927,,,23.0,31.0,45.0,,,C2006|JL02340
UM-HET3,C2006,TJL,m,JL02341,Control,0,,dead,1,847,,,25.0,41.0,44.0,,,C2006|JL02341
UM-HET3,C2006,TJL,m,JL02353,Control,0,,removed,0,701,,,,,,,,C2006|JL02353
UM-HET3,C2006,TJL,m,JL02354,Control,0,,removed,0,380,,,,,,,,C2006|JL02354
UM-HET3,C2006,TJL,m,JL02355,Control,0,,removed,0,607,,,,,,,,C2006|JL02355
UM-HET3,C2006,TJL,m,JL02359,Control,0,,dead,1,504,,,23.0,45.0,50.0,,,C2006|JL02359
UM-HET3,C2006,TJL,m,JL02360,Control,0,,dead,1,635,,,23.0,46.0,48.0,,,C2006|JL02360
UM-HET3,C2006,TJL,m,JL02361,Control,0,,dead,1,762,,,23.0,43.0,46.0,,,C2006|JL02361
UM-HET3,C2006,TJL,m,JL02371,Control,0,,dead,1,1023,,,21.0,36.0,41.0,,,C2006|JL02371
UM-HET3,C2006,TJL,m,JL02372,Control,0,,dead,1,896,,,23.0,39.0,43.0,,,C2006|JL02372
UM-HET3,C2006,TJL,m,JL02373,Control,0,,dead,1,485,,,23.0,45.0,50.0,,,C2006|JL02373
UM-HET3,C2006,TJL,m,JL02405,Control,0,,removed,0,694,,,,,,,,C2006|JL02405
UM-HET3,C2006,TJL,m,JL02406,Control,0,,removed,0,520,,,,,,,,C2006|JL02406
UM-HET3,C2006,TJL,m,JL02407,Control,0,,removed,0,694,,,,,,,,C2006|JL02407
UM-HET3,C2006,TJL,m,JL02432,Control,0,,dead,1,396,,,23.0,48.0,54.0,,,C2006|JL02432
UM-HET3,C2006,TJL,m,JL02433,Control,0,,dead,1,873,,,24.0,42.0,45.0,,,C2006|JL02433
UM-HET3,C2006,TJL,m,JL02434,Control,0,,dead,1,899,,,23.0,39.0,49.0,,,C2006|JL02434
UM-HET3,C2006,TJL,m,JL02447,Control,0,,removed,0,684,,,,,,,,C2006|JL02447
UM-HET3,C2006,TJL,m,JL02448,Control,0,,removed,0,684,,,,,,,,C2006|JL02448
UM-HET3,C2006,TJL,m,JL02449,Control,0,,removed,0,684,,,,,,,,C2006|JL02449
UM-HET3,C2006,TJL,m,JL02453,Control,0,,dead,1,803,,,24.0,43.0,53.0,,,C2006|JL02453
UM-HET3,C2006,TJL,m,JL02454,Control,0,,dead,1,948,,,23.0,43.0,48.0,,,C2006|JL02454
UM-HET3,C2006,TJL,m,JL02455,Control,0,,dead,1,515,,,20.0,40.0,46.0,,,C2006|JL02455
UM-HET3,C2006,TJL,m,JL02456,Control,0,,dead,1,920,,,22.0,49.0,53.0,,,C2006|JL02456
UM-HET3,C2006,TJL,m,JL02457,Control,0,,dead,1,796,,,23.0,45.0,49.0,,,C2006|JL02457
UM-HET3,C2006,TJL,m,JL02458,Control,0,,dead,1,635,,,25.0,47.0,52.0,,,C2006|JL02458
UM-HET3,C2006,TJL,m,JL02502,Control,0,,removed,0,677,,,,,,,,C2006|JL02502
UM-HET3,C2006,TJL,m,JL02503,Control,0,,removed,0,668,,,,,,,,C2006|JL02503
